county_fips,rate_net_migration
27143,-8.265829063
27145,-2.255564716
27147,-11.16919826
27149,-2.674759529
27151,-5.489952351
27153,-15.70353027
27155,-17.69911504
27157,-5.654430849
27159,-3.301661836
27161,-2.502541644
27163,3.8425700692
27165,-8.616820752
27167,2.5816249051
27169,-1.577440651
27171,-1.207205359
27173,-12.62416206
28000,-1.872689641
28001,-7.458298518
28003,-1.50353734
28005,-16.64046624
28007,-11.83493382
28009,-7.719338672
28011,1.4748392425
28013,-3.699468622
28015,-0.095992321
28017,-4.79972573
28019,-3.554923569
28021,-48.60711859
28023,-9.812183963
28025,-4.74408823
28027,-15.07762255
28029,-10.3214745
28031,-3.23674476
28033,8.7382489009
28035,3.9815508338
28037,-7.554296506
28039,-3.058705294
28041,0.6281407035
28043,0.4627808501
28045,9.4659304276
28047,7.5505057071
28049,-6.654547946
28051,-13.36842105
28053,-17.38097808
28055,2.8735632184
28057,-1.674969936
28059,-3.19310803
28061,-19.44594029
28063,4.5829514207
28065,-6.356281988
28067,3.2710897276
28069,10.639326821
28071,31.452790396
28073,6.0769750169
28075,-7.619308048
28077,-5.346752634
28079,-5.252847086
28081,4.9161587623
28083,-45.14938433
28085,-3.241677066
28087,-4.311393318
28089,7.9993846627
28091,-13.20804559
28093,-6.98432619
28095,-6.026159008
28097,-12.81631508
28099,-4.369821342
28101,0.6058628886
28103,-17.106201
28105,15.447373325
28107,-5.195936139
28109,-10.19558131
28111,-18.22172527
28113,-11.30125928
28115,11.154025438
28117,-4.969140063
28119,-34.05006621
28121,5.1445437493
28123,-8.496086865
28125,-25.87723838
28127,-1.313173685
28129,-12.41480039
28131,7.9550511794
28133,-5.93732434
28135,-19.98351195
28137,-11.24537263
28139,-5.824933446
28141,3.6175578937
28143,-25.48982309
28145,-0.695155861
28147,-21.15637319
28149,-5.158857593
28151,-13.53584012
28153,-2.716205073
28155,-10.25641026
28157,-14.07489102
28159,-2.209305384
28161,-8.832503613
28163,-2.049216528
29000,-0.88926617
29001,-1.363671784
29003,5.7374674008
29005,-4.329785315
29007,-1.68458992
29009,-1.612903226
29011,-5.195648644
29013,-20.84512075
29015,5.6280244056
29017,2.4176001289
29019,8.1596351742
29021,-0.434158234
29023,-1.349213734
29025,-18.94805619
29027,-0.586225945
29029,9.8612831029
29031,3.0065402011
29033,-19.63886313
29035,-6.822689409
29037,1.1076020416
29039,0.4313288523
29041,-6.229316722
29043,7.5675743966
29045,-8.86347391
29047,4.0987407856
29049,-4.219409283
29051,-4.157623617
29053,-0.284973355
29055,0.4032664583
29057,-24.92821718
29059,-3.834516641
29061,-3.615764734
29063,-2.266510356
29065,4.0282617731
29067,-5.292950085
29069,-4.823730247
29071,-6.178953126
29073,-5.070384949
29075,-8.24014126
29077,7.3598342334
29079,5.7328863625
29081,-16.46885116
29083,1.348981519
29085,-9.234966943
29087,-31.30580943
29089,-6.269899584
29091,-1.972362274
29093,-5.007558579
29095,-2.456817224
29097,-0.770386015
29099,-2.462185429
29101,8.7692350658
29103,-8.034083993
29105,-8.179901616
29107,-5.523611174
29109,-4.708391863
29111,-9.439992133
29113,-1.222769856
29115,-5.659850931
29117,-6.109506259
29119,-1.308415291
29121,7.1499887275
29123,12.261967599
29125,-16.05012917
29127,-2.016269207
29129,-15.23656776
29131,-4.137931034
29133,2.2449838642
29135,-7.139442231
29137,2.071942446
29139,-18.86870526
29141,-13.14878893
29143,-13.64307775
29145,-2.116040956
29147,-5.04704876
29149,-8.723307587
29151,-6.917921741
29153,-1.975051975
29155,-8.383894098
29157,-1.736430845
29159,-0.568323092
29161,-4.023166365
29163,-8.491656142
29165,7.9003010419
29167,-4.656091452
29169,-5.975349343
29171,-2.82229614
29173,-6.243597873
29175,2.1732258574
29177,-11.45884938
29179,-0.915122398
29181,-7.242260721
29183,4.2738939938
29185,-11.34235172
29186,-15.69432121
29187,3.0290806968
29189,-1.692322225
29195,3.3652822151
29197,-3.190519599
29199,-0.206185567
29201,-1.864432753
29203,-10.27233636
29205,-3.212593366
29207,0.502807341
29209,-4.592960585
29211,-18.00438762
29213,2.5011131848
29215,-5.568553143
29217,-7.092873804
29219,0.3366900309
29221,-2.789233558
29223,3.3540789327
29225,-6.612159789
29227,-19.53311101
29229,-2.477914243
29510,-5.911453441
30000,3.343162932
30001,13.14017987
30003,-16.27576677
30005,10.26027914
30007,6.0949063997
30009,6.8215521503
30011,27.038813781
30013,-5.963167948
30015,23.501362398
30017,3.3112582781
30019,5.0933786078
30021,22.347592704
30023,0.3244120032
30025,23.505708529
30027,-0.175039384
30029,0.7108991781
30031,6.2736143956
30033,-12.8102482
30035,0.2936426369
30037,0.0
30039,-7.51511191
30041,-9.576090271
30043,-2.820252941
30045,1.9935210566
30047,-3.793822966
30049,4.2943073298
30051,9.6395641241
30053,-4.448990028
30055,2.3460410557
30057,4.3117527928
30059,5.3149083178
30061,-23.47867753
30063,3.1361986922
30065,-8.051700392
30067,6.4308681672
30069,30.181086519
30071,-13.48260503
30073,-7.615652597
30075,15.463917526
30077,0.7059654077
30079,0.0
30081,5.0644794703
30083,55.534314663
30085,22.479276917
30087,-9.2126406
30089,1.1416026345
30091,38.461538462
30093,1.2776027527
30095,1.0915838882
30097,1.3954786492
30099,-3.136089791
30101,9.8351171536
30103,13.93728223
30105,6.1497326203
30107,-18.94387876
30109,59.523809524
30111,7.8100375904
31000,1.1781346652
31001,1.1510975395
31003,-11.69235442
31005,19.007391763
31007,34.353995519
31009,49.331963001
31011,6.4599483204
31013,-3.280141844
31015,-3.382459531
31017,-12.68292683
31019,9.0407681477
31021,-14.85442662
31023,-0.484613521
31025,-6.274447511
31027,-6.303363704
31029,7.7519379845
31031,-0.523468854
31033,5.3833117336
31035,-11.06177456
31037,-9.375887868
31039,-5.934392
31041,-4.506368695
31043,-16.95364238
31045,-10.79842932
31047,-17.80341543
31049,4.0858018386
31051,-18.17264008
31053,-8.895538629
31055,3.8770638967
31057,18.204804046
31059,-13.51819757
31061,-0.626272115
31063,3.681207436
31065,-3.266306012
31067,-10.10054635
31069,-33.12731768
31071,2.997002997
31073,38.811102923
31075,-12.70849881
31077,-28.80576115
31079,3.8967446294
31081,-6.954409979
31083,-0.292098729
31085,-39.55104222
31087,6.9808027923
31089,-7.973485758
31091,-21.9028063
31093,-0.476455174
31095,4.1100430892
31097,-7.113332692
31099,-10.41746457
31101,-2.064860926
31103,-18.56435644
31105,4.7306176084
31107,0.4664995043
31109,5.0021856706
31111,-4.63869561
31113,2.557544757
31115,-21.27659574
31117,-83.01886792
31119,-3.024725706
31121,11.534764499
31123,-10.28433152
31125,-13.23430115
31127,-10.00694927
31129,2.0277120649
31131,-2.863506204
31133,5.3744177714
31135,-5.447735785
31137,5.2310374891
31139,-2.225158195
31141,-2.454703058
31143,-7.92303339
31145,-1.176843344
31147,-3.007518797
31149,-27.52924983
31151,3.8271519031
31153,7.9151331985
31155,-5.139536001
31157,-2.626555286
31159,8.2733170645
31161,-5.05286797
31163,-5.501618123
31165,0.0
31167,-19.0755686
31169,-0.581677169
31171,10.007147963
31173,-8.967312699
31175,-0.236854571
31177,-1.354503725
31179,3.1662269129
31181,-1.334935256
31183,-27.29528536
31185,2.0999275887
32000,6.1428776156
32001,-17.11781809
32003,7.5107266266
32005,0.8734461712
32007,22.009540787
32009,38.436899423
32011,4.0322580645
32013,16.730940374
32015,4.7623097202
32017,22.744360902
32019,-9.027316425
32021,10.770059235
32023,-2.16991583
32027,19.010553102
32029,-14.72297559
32031,3.655302185
32033,-14.19425282
32510,-4.606011671
33000,1.7735364165
33001,3.4941584626
33003,2.1599177973
33005,-0.234016966
33007,-11.53756688
33009,3.7676152784
33011,0.6740030578
33013,1.6328085668
33015,5.1585592376
33017,2.6516566828
33019,-6.710403431
34000,-2.093921601
34001,-3.313609467
34003,2.5095049963
34005,-1.336724736
34007,-6.069310827
34009,0.4358609811
34011,-5.414409336
34013,-6.764233605
34015,-2.150162815
34017,0.2064743579
34019,-6.836691293
34021,-0.415799286
34023,-0.407453586
34025,-4.161494637
34027,-0.214052334
34029,0.3814264313
34031,-6.688371927
34033,-7.479739199
34035,-0.039776274
34037,-9.649461622
34039,0.4395600337
34041,-6.091652952
35000,-1.726107484
35001,-0.029764164
35003,-19.86124337
35005,-3.209491577
35006,-8.232101554
35007,-26.13162597
35009,8.1291925466
35011,-16.17386909
35013,-1.403259304
35015,3.0602180866
35017,-1.433373718
35019,-7.8125
35021,-14.15428167
35023,-15.79548997
35025,9.4153078608
35027,-10.64039409
35028,-2.468255492
35029,-11.75365303
35031,-9.440416871
35033,-19.65134707
35035,2.4270003792
35037,-27.78244553
35039,-5.544574149
35041,-12.22145872
35043,3.6484171654
35045,-7.191665992
35047,-11.42994028
35049,3.8965167191
35051,-0.837626167
35053,-19.17730496
35055,-5.33138357
35057,-19.26262193
35059,2.7241770715
35061,-6.413049841
36000,-0.963243073
36001,2.8902917982
36003,-12.49355737
36005,0.9014426286
36007,-3.838906615
36009,-7.614835106
36011,-2.952298396
36013,-6.900599223
36015,1.4266777506
36017,-5.156648179
36019,-1.162491893
36021,0.6721236708
36023,-7.438797598
36025,-5.253219971
36027,-4.81554416
36029,-0.279385938
36031,-8.420136667
36033,4.4127893474
36035,-3.455896396
36037,-3.596761242
36039,-4.063872583
36041,1.6616471077
36043,-2.441432826
36045,9.748431637
36047,0.6423622019
36049,2.2868524427
36051,-1.249566123
36053,-8.231189049
36055,-1.542070618
36057,-1.403649489
36059,0.0652857979
36061,3.5857885208
36063,-4.014571407
36065,-2.918909448
36067,-4.093537218
36069,0.1196998297
36071,-7.804267474
36073,-5.597431767
36075,-7.221521613
36077,-2.101553533
36079,-4.201512143
36081,0.1700641208
36083,-2.288214754
36085,-5.687978888
36087,-2.99060457
36089,-0.756793333
36091,3.8007727787
36093,-1.084290693
36095,-19.02346227
36097,4.768226274
36099,-0.989147637
36101,-3.624926164
36103,-4.435433533
36105,-2.922381546
36107,-12.71341433
36109,6.1501757542
36111,-5.192507404
36113,-4.025832425
36115,-2.141259695
36117,-4.562900931
36119,-0.387296063
36121,-4.117344313
36123,-6.851607568
37000,5.2581873779
37001,2.55591472
37003,-2.731649267
37005,-3.187759005
37007,-7.004789762
37009,0.6677796327
37011,-5.765806506
37013,-4.016570984
37015,-16.49255175
37017,-1.176690057
37019,17.542912177
37021,8.9310207559
37023,-5.129739192
37025,12.393472224
37027,-4.145090317
37029,-2.49662955
37031,6.9532798769
37033,-15.05441094
37035,-0.129386192
37037,6.9187474735
37039,0.25823588
37041,-7.660497593
37043,2.6241799438
37045,-0.780451738
37047,-4.009059433
37049,-1.646443017
37051,-12.34238926
37053,4.9237445495
37055,4.3187090562
37057,0.0184069971
37059,-1.113585746
37061,-0.792145957
37063,12.127562936
37065,-8.789438353
37067,4.3840802559
37069,5.4270091785
37071,2.9219675546
37073,-14.03919275
37075,-9.932640712
37077,-0.156440118
37079,-18.21800726
37081,6.7325185064
37083,-6.453646867
37085,16.927525665
37087,0.8179540923
37089,5.2896280527
37091,-4.298633359
37093,6.9634120719
37095,-19.15208497
37097,8.5447642467
37099,8.8530590039
37101,5.1379786581
37103,3.2785256569
37105,7.1494680354
37107,-5.011600928
37109,4.2668093182
37111,0.333140852
37113,0.5909030476
37115,2.2048074388
37117,-10.95126064
37119,14.913500858
37121,0.8472919247
37123,-9.053378721
37125,10.509715636
37127,-7.301219838
37129,11.758724468
37131,-27.63824911
37133,12.867642166
37135,17.576162147
37137,-14.01210829
37139,1.2152174991
37141,7.5405327021
37143,7.8272106332
37145,-8.386809835
37147,7.0395699463
37149,4.3417125096
37151,0.9995494988
37153,-6.988495861
37155,-2.076520904
37157,-4.624277457
37159,-2.70961368
37161,-1.158722731
37163,-0.974674192
37165,-6.54985629
37167,0.033060037
37169,-7.052081003
37171,-2.670463448
37173,-0.142551675
37175,4.4483714695
37177,-51.06986641
37179,9.4537687943
37181,-8.121175911
37183,16.225668542
37185,-9.00340022
37187,-18.61847767
37189,7.2911040815
37191,-0.981508224
37193,0.1595891305
37195,0.1968612928
37197,-5.621943885
37199,-0.622982387
38000,16.716664226
38001,14.211886305
38003,-8.318640083
38005,-0.891596701
38007,74.872376631
38009,19.076688287
38011,21.403840101
38013,50.424128181
38015,21.805102844
38017,16.24629486
38019,0.7624857034
38021,1.1456940997
38023,52.835345024
38025,55.714657641
38027,12.350936968
38029,-4.873853211
38031,14.279339581
38033,26.374859708
38035,5.9149557496
38037,2.9730303674
38039,-2.120890774
38041,19.421323821
38043,1.2272448353
38045,0.0
38047,-13.28903654
38049,49.022210424
38051,8.7145969499
38053,119.1540463
38055,30.867540344
38057,2.6035502959
38059,8.063938069
38061,64.48165301
38063,9.8135426889
38065,-4.327833378
38067,-17.56552765
38069,22.920685351
38071,5.020123772
38073,9.1726288754
38075,22.165050465
38077,-4.924743759
38079,2.8675339208
38081,27.065712427
38083,-22.30769231
38085,5.8383932742
38087,48.225050234
38089,55.791272294
38091,-10.19887812
38093,-1.00002381
38095,11.423550088
38097,0.3717932829
38099,0.2721211846
38101,0.0929713648
38103,13.755484406
38105,78.840851763
39000,-1.878443651
39001,-6.096701438
39003,-8.682396607
39005,-1.389788808
39007,-7.61906654
39009,-9.31459106
39011,-0.590092994
39013,-2.531627465
39015,-9.51524013
39017,-2.735350148
39019,-7.67111824
39021,-6.851644269
39023,-3.745699719
39025,-0.999131408
39027,-3.463430946
39029,-7.064133172
39031,-3.959107303
39033,-10.45466162
39035,-4.095508779
39037,-4.640194736
39039,-6.501182033
39041,7.7795263331
39043,-1.188649055
39045,-2.723490958
39047,-4.615331228
39049,7.3458565579
39051,-2.550387871
39053,-6.460261318
39055,3.2502418971
39057,2.4458601834
39059,-1.178151555
39061,-2.078515745
39063,4.4689468049
39065,-7.440335446
39067,-3.812670776
39069,-8.419016229
39071,-11.11857497
39073,-5.921388464
39075,-4.073509387
39077,-5.530264711
39079,-8.091767309
39081,-2.413264231
39083,-10.38944013
39085,-1.127184736
39087,-4.977480913
39089,0.0358473262
39091,-6.52510628
39093,-2.302902983
39095,-9.252241723
39097,-4.180941873
39099,-4.003678141
39101,-6.050754087
39103,-1.227216552
39105,-2.880135536
39107,-2.554654876
39109,0.5640157924
39111,-6.182380216
39113,-2.50165592
39115,-4.338250017
39117,-2.469703061
39119,-6.126589048
39121,-6.728057358
39123,0.2664664131
39125,-7.509646011
39127,-8.225324028
39129,3.7794714088
39131,-3.377308707
39133,-3.167748362
39135,-3.412969283
39137,-9.826218801
39139,-4.963849343
39141,-4.311847252
39143,-4.080081932
39145,-7.484623019
39147,-6.676847676
39149,-6.888983722
39151,0.8860398024
39153,-1.88715689
39155,-5.509284298
39157,-2.303997923
39159,-11.48350662
39161,-0.593772376
39163,-12.48073381
39165,4.6654213213
39167,-0.796398329
39169,-1.306176473
39171,-4.0476666
39173,7.0045275074
39175,-6.284854386
40000,3.9291759786
40001,-12.71740335
40003,5.1254860375
40005,-11.77346714
40007,-9.265858874
40009,27.943056106
40011,11.49248371
40013,3.349774179
40015,3.3372661385
40017,18.925410402
40019,-1.456967426
40021,1.9855576805
40023,-5.056142885
40025,-32.41690603
40027,10.707781316
40029,-3.043367994
40031,-4.40994256
40033,-2.106969206
40035,-11.89995966
40037,1.1880263912
40039,20.324193949
40041,4.2701211467
40043,6.8735680067
40045,12.315270936
40047,6.0084150554
40049,-3.429843285
40051,4.2920483659
40053,-5.05661207
40055,-11.14845479
40057,-14.02188782
40059,0.5387931034
40061,2.1111067673
40063,-4.085652792
40065,-15.30922352
40067,-15.32087861
40069,-9.256318345
40071,-5.353377544
40073,-11.0661984
40075,-6.920415225
40077,-16.22279302
40079,-4.66052535
40081,-2.894313697
40083,7.5218706565
40085,15.29616541
40087,9.1839041483
40089,-1.260239445
40091,2.5701858442
40093,4.1723710803
40095,4.1915605743
40097,-3.249469536
40099,3.9676708303
40101,-5.081674829
40103,-3.375162267
40105,0.4709428275
40107,-0.324306794
40109,9.6146345401
40111,-6.655406257
40113,-5.291671916
40115,9.8672911788
40117,-15.3716318
40119,2.3317597141
40121,-2.520244135
40123,4.3266630611
40125,4.7093639513
40127,-11.82283395
40129,-0.531349628
40131,3.6888815516
40133,-0.708257097
40135,-10.44145328
40137,-4.600766794
40139,4.9472603379
40141,-23.62602653
40143,3.381289382
40145,8.8579308679
40147,4.6606919186
40149,3.545485991
40151,6.4618523977
40153,20.450700081
41000,3.8854531255
41001,-2.93255132
41003,2.9951891942
41005,6.7657401798
41007,3.3492758866
41009,-4.299330765
41011,3.1087835091
41013,0.8728330707
41015,-2.950050285
41017,8.2674234235
41019,0.289515342
41021,3.0745580323
41023,-8.008143875
41025,-17.39130435
41027,0.6223605246
41029,5.2070268072
41031,-1.009498463
41033,5.2581637525
41035,-6.519585227
41037,-14.53062265
41039,2.9501811428
41041,9.1921551584
41043,-1.564898895
41045,-10.40265738
41047,0.4577419527
41049,-7.216035635
41051,8.2745009735
41053,0.2497699487
41055,-2.288984263
41057,-3.392839531
41059,-3.601869852
41061,-6.381620932
41063,-20.46444122
41065,6.2467876488
41067,6.2524610116
41069,8.4955752212
41071,-0.811688312
42000,0.5034309462
42001,-2.515686042
42003,2.6455671907
42005,-3.816096324
42007,1.2809740103
42009,-0.161259436
42011,-1.672058713
42013,-1.767160788
42015,-3.330452228
42017,-1.566391003
42019,1.5583740964
42021,-4.568572585
42023,-3.204165415
42025,-1.031673929
42027,2.6246972431
42029,1.4283577551
42031,-10.43359921
42033,2.2722527236
42035,4.7952552211
42037,0.5815644083
42039,-5.253074242
42041,8.0318924491
42043,-0.789980232
42045,0.0999967858
42047,-3.059116641
42049,-0.657358237
42051,-2.145202965
42053,-4.061312721
42055,0.1719485741
42057,-2.853163955
42059,-7.514170888
42061,-0.609066388
42063,-3.845240384
42065,-1.56028843
42067,-5.514333212
42069,1.5027873906
42071,0.9459144395
42073,-5.199412433
42075,6.072409784
42077,1.5193555447
42079,2.5352213569
42081,3.5218190366
42083,1.6921062086
42085,-2.243439019
42087,-1.518700335
42089,-7.970010546
42091,2.0372340458
42093,4.2934782609
42095,1.9923387043
42097,2.9236978422
42099,-4.622160206
42101,1.7889654593
42103,-12.06923932
42105,6.2824832943
42107,0.7737652844
42109,1.0042177144
42111,-0.9981463
42113,4.9929786238
42115,-5.826775309
42117,4.22703175
42119,0.9526658026
42121,-6.852209057
42123,-2.899706405
42125,3.2808540789
42127,-6.152146585
42129,-1.185331047
42131,2.2931733992
42133,-0.915156944
44000,-0.63274628
44001,2.9441325469
44003,-3.358542611
44005,-0.384573784
44007,-0.111056288
44009,-1.234060058
45000,6.2690188925
45001,-3.512974052
45003,5.8055689088
45005,-24.33475121
45007,2.4988063027
45009,-7.045829631
45011,-7.720284713
45013,15.435348638
45015,23.038129953
45017,-16.28566661
45019,14.241727069
45021,-0.19726165
45023,-8.721373464
45025,-9.960353042
45027,-10.74801553
45029,-8.882618805
45031,-1.982029598
45033,-9.418457649
45035,10.645182966
45037,-12.23573433
45039,-6.17323371
45041,-0.130616036
45043,3.106183298
45045,10.225108057
45047,-1.530692531
45049,-4.044976284
45051,19.153984456
45053,11.562279533
45055,1.0448229025
45057,16.759456622
45059,-3.422282527
45061,-12.15384205
45063,8.8147138202
45065,-2.7089395
45067,-11.65858747
45069,-11.364436
45071,1.9191555715
45073,3.9918550029
45075,-4.564365193
45077,0.1837122398
45079,4.3693800798
45081,0.5545892258
45083,4.5134934648
45085,-0.771705376
45087,-13.5382235
45089,-15.01403872
45091,12.246489692
46000,6.5136122669
46003,14.238773275
46005,11.035796314
46007,-14.20495724
46009,2.8481913985
46011,13.372773772
46013,15.1153113
46015,-3.210879214
46017,-2.003004507
46019,-8.477466504
46021,-3.536067893
46023,-7.614489285
46025,4.1724617524
46027,2.7097372268
46029,2.7607250536
46031,-1.480567551
46033,-1.080367325
46035,9.4273038919
46037,-22.94387575
46039,4.1180507893
46041,5.8538370072
46043,-2.364066194
46045,-4.719324391
46047,10.91561939
46049,1.2738853503
46051,5.8293228496
46053,11.579818031
46055,3.1233732431
46057,-9.905977166
46059,-15.85437463
46061,-6.51465798
46063,20.938348197
46065,2.360051806
46067,2.068680182
46069,22.630834512
46071,-5.056890013
46073,-8.720930233
46075,-12.03007519
46077,12.307692308
46079,13.728602686
46081,3.3654142127
46083,19.874158342
46085,-15.28931066
46087,8.6424198776
46089,-4.509120721
46091,17.391304348
46093,7.4792567489
46095,-8.246422508
46097,-4.326195111
46099,10.322975697
46101,-7.389731352
46102,-5.584792181
46103,10.066009795
46105,9.2561983471
46107,-2.123142251
46109,-4.074702886
46111,-13.26770811
46115,25.255562237
46117,-8.061807188
46119,30.692362598
46121,-11.94936709
46123,-20.80717489
46125,-5.643273098
46127,6.1816452687
46129,-18.53702862
46135,1.9075503505
46137,1.3990905911
47000,5.3754753003
47001,2.1138838295
47003,-3.734765362
47005,1.3950385152
47007,-5.555984258
47009,2.7776880592
47011,9.6989250524
47013,-2.536321103
47015,6.033511431
47017,6.8864263991
47019,1.9698079001
47021,3.9121930015
47023,-5.492900134
47025,-6.983043417
47027,0.7770510911
47029,4.5940080607
47031,4.8082815579
47033,4.7308878985
47035,11.205370121
47037,12.976342567
47039,1.2866700978
47041,6.6448714882
47043,3.3933490359
47045,-0.969779572
47047,0.1553277415
47049,-1.949154902
47051,-2.452633515
47053,-4.298742517
47055,-8.823579901
47057,-2.376655957
47059,-2.827459709
47061,3.9748261014
47063,-3.581006342
47065,10.821404599
47067,-4.489337823
47069,-8.937753595
47071,5.7108680134
47073,1.6610561843
47075,-15.80576829
47077,1.425491349
47079,1.9439344616
47081,-6.096054041
47083,14.071909844
47085,-5.396565822
47087,6.2194963936
47089,7.9456471672
47091,0.1649167171
47093,6.3584888675
47095,-8.253804488
47097,-1.047025905
47099,-1.684140614
47101,-18.26635669
47103,1.4378575922
47105,13.109654483
47107,2.0233641292
47109,3.4470211992
47111,-0.267004873
47113,-0.12208211
47115,5.3972481136
47117,1.6499781621
47119,2.8609504713
47121,2.4834082638
47123,4.6667703727
47125,31.4543049
47127,-9.165613148
47129,-3.007518797
47131,-10.22465666
47133,0.7669922624
47135,-1.145256728
47137,-8.454581203
47139,-4.132355143
47141,5.1298143171
47143,7.6029108287
47145,-3.475739524
47147,-4.43203342
47149,11.597679728
47151,2.5293586269
47153,4.26215763
47155,10.863288188
47157,-0.502041815
47159,-0.989866889
47161,8.1411126187
47163,-0.44061584
47165,9.6345484715
47167,-0.830422783
47169,-2.81888654
47171,1.6413623307
47173,-5.692500522
47175,18.558172734
47177,-3.967307378
47179,7.4851262261
47181,-1.530627263
47183,-8.759418536
47185,1.8816842995
47187,19.02481452
47189,15.876715986
48000,8.7646826964
48001,-4.705761123
48003,34.359023213
48005,-2.265368466
48007,13.883235137
48009,-2.605346624
48011,12.3425045
48013,15.096473864
48015,-4.618129657
48017,-16.06818499
48019,2.5284450063
48021,-7.236121866
48023,-20.86479067
48025,0.771628754
48027,15.587690906
48029,10.566860576
48031,5.3816739839
48033,-24.09638554
48035,-4.067610279
48037,-0.764106372
48039,7.8803676261
48041,5.6221870207
48043,-13.54256234
48045,-53.16846986
48047,-10.13044685
48049,-3.930983537
48051,6.2138603607
48053,2.6561038421
48055,1.6590626296
48057,6.9408860111
48059,-0.148153635
48061,-5.668947916
48063,5.2992894135
48065,-20.92966659
48067,-6.963788301
48069,9.4155050135
48071,17.006661404
48073,-0.703351666
48075,10.476392723
48077,-9.721108018
48079,-22.58592471
48081,-12.0593692
48083,-3.331418725
48085,18.677363952
48087,-24.88132264
48089,-1.300264869
48091,21.437445481
48093,-12.10583545
48095,-10.47630649
48097,4.3545878694
48099,15.862473643
48101,-12.03208556
48103,28.143645165
48105,8.6991980427
48107,-2.483443709
48109,-40.7729879
48111,13.909801391
48113,9.3569352799
48115,-14.8402661
48117,-18.15143335
48119,20.983732794
48121,22.266997313
48123,6.1632522249
48125,-27.94833792
48127,25.461613217
48129,-6.274723776
48131,-24.8096501
48133,-3.941578251
48135,23.010026853
48137,2.5195263291
48139,4.0442713778
48141,4.2282863033
48143,7.6346598236
48145,-15.86763792
48147,-4.860771499
48149,-1.173851447
48151,-21.57996146
48153,-4.87574709
48155,-40.43429427
48157,21.202578951
48159,7.7362139724
48161,-5.168090877
48163,18.914264743
48165,7.8972801325
48167,12.291881057
48169,-24.50300509
48171,9.479428048
48173,22.239872915
48175,19.396107022
48177,3.2254000252
48179,7.898027687
48181,3.0006083425
48183,-2.579910069
48185,-0.712491094
48187,21.267017608
48189,-11.48143559
48191,-6.382978723
48193,-13.10253636
48195,-13.3165377
48197,-11.62790698
48199,-1.470161173
48201,9.4775794649
48203,-6.154124621
48205,6.1051068394
48207,-5.572441743
48209,23.309995208
48211,25.841719468
48213,2.3823251747
48215,0.5960653452
48217,-1.47817559
48219,-0.347788284
48221,12.614280755
48223,-1.331991895
48225,-7.417411623
48227,12.399801376
48229,-26.29635101
48231,0.90979236
48233,-4.041229624
48235,-19.5892575
48237,-6.103651093
48239,12.5004414
48241,-12.93402537
48243,3.0581039755
48245,-12.22730593
48247,-12.30361537
48249,5.2609351433
48251,3.6791060165
48253,-21.42501246
48255,-7.311020189
48257,6.8570780914
48259,30.326416281
48261,22.598870056
48263,21.978021978
48265,5.5354267311
48267,-12.28204847
48269,41.666666667
48271,6.6243444659
48273,-5.645136138
48275,1.6103059581
48277,-5.747761689
48279,-18.40842347
48281,4.9527239982
48283,14.690302987
48285,12.410206236
48287,-5.746952603
48289,-6.672624367
48291,-0.07876083
48293,1.2691160607
48295,31.853708892
48297,11.397979449
48299,16.797516889
48301,-99.44751381
48303,3.2562362896
48305,-19.68840952
48307,-1.45498636
48309,0.2724110473
48311,44.849334268
48313,-2.181897524
48315,-5.755671735
48317,8.3130575831
48319,6.9229818272
48321,-9.067941277
48323,-3.458680477
48325,3.4725571525
48327,3.1688546854
48329,38.030853121
48331,-22.1670327
48333,-3.499742666
48335,-8.865153538
48337,-12.13171577
48339,19.962760727
48341,4.3146067416
48343,-4.553841322
48345,4.1718815186
48347,-2.220177766
48349,-1.745690327
48351,-8.414663586
48353,-16.22610141
48355,7.6764824176
48357,7.5987841945
48359,-16.51287033
48361,4.2849880166
48363,-11.04972376
48365,-1.624729212
48367,6.6610036921
48369,-17.49755621
48371,-10.4450354
48373,0.6806455154
48375,-3.844207571
48377,-26.4099395
48379,-4.375170905
48381,7.4235403524
48383,19.213973799
48385,-17.69128704
48387,7.085219445
48389,7.6860698798
48391,-7.408931879
48393,14.989293362
48395,-13.409036
48397,14.497267259
48399,-12.574994
48401,-1.116330992
48403,-13.36407698
48405,0.9097111667
48407,6.2916496035
48409,7.6011039331
48411,-11.2984963
48413,-17.9631603
48415,11.355279028
48417,6.572068708
48419,9.9623515783
48421,2.3129026929
48423,4.8646436298
48425,12.956419317
48427,-10.38734103
48429,8.0417754569
48431,22.024565862
48433,3.4305317324
48435,-21.76388713
48437,0.3834110806
48439,9.4453561003
48441,3.6038466005
48443,-36.34420096
48445,-7.670106354
48447,-11.70311056
48449,-2.612812
48451,8.9843507007
48453,21.764156778
48455,-14.38502306
48457,-5.373106675
48459,4.3189493905
48461,-10.38643654
48463,0.4874939063
48465,-11.53673378
48467,-3.935278048
48469,11.96560878
48471,1.9997372608
48473,-1.424759148
48475,9.2118730809
48477,-1.001531754
48479,2.017307804
48481,-7.036870776
48483,25.192569098
48485,3.2913784171
48487,-15.85580195
48489,-5.092957746
48491,21.274676118
48493,10.793001591
48495,22.702256467
48497,4.3524848203
48499,11.364308967
48501,2.4959440909
48503,-3.111948243
48505,-10.17436761
48507,2.9302189292
49000,1.4517201596
49001,-20.06279194
49003,-11.62883313
49005,-6.502627061
49007,-10.62854187
49009,-65.57377049
49011,-0.45557506
49013,1.0610079576
