county_fips,rate_net_migration
17039,-5.569175823
17041,-1.660001509
17043,-1.104938395
17045,-11.10837506
17047,7.3188946975
17049,-2.742803787
17051,-10.46227072
17053,2.7377521614
17055,-2.052617087
17057,-5.850578935
17059,-14.70588235
17061,-14.17563245
17063,-3.690441756
17065,-2.141200262
17067,-7.930633393
17069,-0.233236152
17071,-21.31986815
17073,-0.636613218
17075,-5.547330985
17077,-26.42441495
17079,-8.133429424
17081,-3.281356983
17083,-6.405053851
17085,-3.673948166
17087,0.8556648905
17089,-4.885653586
17091,-8.097380493
17093,2.1781672764
17095,-4.83777272
17097,-5.015227342
17099,-4.115680655
17101,-7.136697493
17103,-12.50970702
17105,-7.036059807
17107,3.8596028238
17109,1.1678114292
17111,-5.658841575
17113,4.7027325903
17115,-6.186089902
17117,-12.42707795
17119,-4.14005381
17121,-3.557307195
17123,-12.93138285
17125,-6.598826104
17127,-12.19230896
17129,-0.315097089
17131,-8.374642076
17133,-0.090260854
17135,-7.800941493
17137,-3.587671968
17139,0.7399932728
17141,-6.462585034
17143,-1.358030962
17145,-18.68099481
17147,-10.78963231
17149,-4.726536124
17151,-2.90275762
17153,-0.836960161
17155,-11.27376746
17157,-9.533834586
17159,-4.516767727
17161,-0.609902788
17163,-8.776342485
17165,0.8430180045
17167,-0.426661848
17169,-0.134048257
17171,11.030810194
17173,-3.776893505
17175,-14.33382264
17177,-9.383392245
17179,0.49268872
17181,-1.416430595
17183,-8.639601666
17185,-9.199318569
17187,-6.688211325
17189,2.2622107969
17191,-0.060029414
17193,-1.030502885
17195,-8.117050977
17197,-3.828933239
17199,0.973724421
17201,-8.686655535
17203,-1.622018254
18000,-0.464676931
18001,-9.801070265
18003,-0.866830401
18005,12.718600954
18007,-6.335916728
18009,-10.95933926
18011,15.100728529
18013,0.265560166
18015,0.7969119661
18017,-6.436083257
18019,0.062683854
18021,-2.75990676
18023,-6.006917056
18025,2.5364020667
18027,-0.593138326
18029,-6.679169216
18031,3.9272307248
18033,-7.710263847
18035,-7.517196758
18037,-4.13080895
18039,-3.126518262
18041,-5.322577292
18043,1.690650834
18045,-0.81694579
18047,-1.2154888
18049,-5.075774056
18051,-2.058134853
18053,-8.161852712
18055,-1.909785377
18057,13.641241287
18059,1.3906133598
18061,-5.908003939
18063,8.6439834468
18065,0.4474818973
18067,-0.458837451
18069,-5.50265692
18071,0.1164103698
18073,-0.926493223
18075,-2.295996064
18077,4.234406874
18079,-3.197158082
18081,8.2185344782
18083,-13.76116787
18085,-0.619530705
18087,-7.480267799
18089,-6.499761217
18091,-1.320630129
18093,1.4307857398
18095,-6.562046562
18097,2.0535193006
18099,-4.601619088
18101,-6.100808599
18103,-3.033698653
18105,5.8356435714
18107,-4.704959812
18109,-2.442020085
18111,-3.341746952
18113,-5.186063249
18115,0.1651936896
18117,-10.22876146
18119,-6.533355111
18121,0.4678089001
18123,-2.577718204
18125,1.8243832791
18127,-1.630370789
18129,-6.431369492
18131,-14.78771248
18133,-6.410001722
18135,-7.130468298
18137,-8.687732082
18139,-10.69985171
18141,-4.430090102
18143,-7.096367835
18145,-2.575194551
18147,-11.49645526
18149,0.0863352831
18151,0.6742297658
18153,-1.272954433
18155,-18.01460131
18157,12.180796372
18159,-8.387609214
18161,-21.68642241
18163,0.7136771524
18165,-5.438349742
18167,0.3320221533
18169,-3.479438979
18171,-14.58901672
18173,-0.381590736
18175,-10.40831239
18177,-6.020751133
18179,-4.797547119
18181,-7.501324962
18183,-2.459028684
19000,-0.178102624
19001,-7.326495271
19003,-21.7611336
19005,-5.780550562
19007,-11.34807278
19009,-16.68211307
19011,-12.09832781
19013,-1.282917461
19015,-6.294826797
19017,2.1687092088
19019,-0.524997017
19021,4.844392249
19023,0.6680696129
19025,-14.61680933
19027,-11.5623645
19029,-0.946659385
19031,-3.983194194
19033,-5.840082126
19035,-3.086548488
19037,-11.74469464
19039,2.6798156287
19041,-2.535007243
19043,-5.338820454
19045,-9.181722442
19047,-2.317765674
19049,24.462590977
19051,-13.61711866
19053,-0.727802038
19055,-5.454700418
19057,4.0351204932
19059,4.3215723419
19061,3.0144609806
19063,-13.37792642
19065,-8.526946108
19067,-0.372879249
19069,-16.69653806
19071,-28.80374862
19073,-11.8835413
19075,-4.254465182
19077,-9.065260626
19079,-9.8090165
19081,-8.011750567
19083,1.6122531237
19085,-18.2632785
19087,-13.47085871
19089,-1.047449461
19091,-4.306588054
19093,2.1291696238
19095,-10.39904009
19097,-0.659580405
19099,-3.415487185
19101,10.29848141
19103,13.4887477
19105,-6.095201238
19107,-0.960384154
19109,1.6875993899
19111,0.0
19113,0.9634808188
19115,-5.100919045
19117,-8.494733265
19119,3.3263678622
19121,-9.241260635
19123,-5.078064099
19125,0.0
19127,-1.80388811
19129,-10.30031436
19131,2.52042007
19133,-9.493152927
19135,2.47939007
19137,-6.706971472
19139,-1.096107652
19141,-1.762176641
19143,-19.32907348
19145,-10.12658228
19147,-4.293457844
19149,-0.443119562
19151,-8.364117934
19153,5.4538786155
19155,-9.999248983
19157,-6.378907081
19159,0.0
19161,-3.434234411
19163,5.4451662209
19165,3.3311125916
19167,0.5563852529
19169,4.4883940613
19171,-8.087711804
19173,-8.595988539
19175,4.7728899849
19177,-8.688677984
19179,-1.635714991
19181,2.2664100919
19183,2.1497998856
19185,2.3685457129
19187,-10.49714925
19189,-8.545403324
19191,-0.427634705
19193,-10.09554187
19195,-7.438400744
19197,-1.688800184
20000,0.4698945969
20001,-0.37515006
20003,-15.89586332
20005,-0.417573896
20007,-11.44024515
20009,-8.548092073
20011,-5.633424988
20013,-12.80371005
20015,-4.881869406
20017,-6.168359942
20019,-6.137536616
20021,-7.5203873
20023,-4.104477612
20025,26.137689615
20027,-2.935478189
20029,0.7431786814
20031,-0.943730093
20033,17.913593256
20035,0.1930608417
20037,1.6045232274
20039,-4.13009809
20041,3.9096217314
20043,-9.211356467
20045,1.4172335601
20047,-10.69518717
20049,-40.02203048
20051,5.3237459813
20053,0.7738141298
20055,-12.93364769
20057,-5.765024552
20059,-3.831195217
20061,48.717843627
20063,10.574293528
20065,-18.78834356
20067,-17.16683622
20069,-29.54602042
20071,12.683313516
20073,-23.01142901
20075,-1.89107413
20077,-8.983812187
20079,0.6047951616
20081,-13.49112426
20083,-18.02265705
20085,-5.367526465
20087,-3.862127344
20089,-5.207485761
20091,5.0614248405
20093,-6.810442679
20095,-5.09035378
20097,-18.53677776
20099,-10.48425012
20101,-32.68164575
20103,1.8872924463
20105,-15.90023383
20107,-12.04377651
20109,10.431654676
20111,-7.589059849
20113,3.2890792291
20115,-8.667388949
20117,3.7982907692
20119,-33.94402608
20121,-6.941259212
20123,6.1978545888
20125,-11.17673391
20127,0.3415008964
20129,-18.72124385
20131,0.5953857604
20133,-3.285970731
20135,-8.716707022
20137,-11.91958726
20139,-9.41046222
20141,-1.570269563
20143,-0.661539734
20145,-16.32829998
20147,-1.807991322
20149,5.0947947429
20151,8.2465725183
20153,3.1891568667
20155,-3.731517328
20157,-2.46964396
20159,-8.861452681
20161,41.42564653
20163,2.686882257
20165,6.854650257
20167,1.1447377835
20169,-3.279364198
20171,-8.827756108
20173,-1.160069724
20175,-5.249456767
20177,-3.470020088
20179,-6.408972562
20181,10.350776308
20183,-2.120890774
20185,-4.581901489
20187,-31.13553114
20189,12.666021638
20191,-5.988781578
20193,-6.299609424
20195,3.7319762511
20197,-7.126567845
20199,-3.935716628
20201,-15.7616697
20203,-12.92623133
20205,-14.38065149
20207,-11.82355616
20209,0.0567125618
21000,0.9638920774
21001,-2.162390232
21003,1.4353593348
21005,2.1267742383
21007,4.5910353993
21009,5.3928033157
21011,4.2562247287
21013,-13.62790208
21015,5.3932327576
21017,-2.044836787
21019,-3.751356065
21021,8.8204773435
21023,-7.423992458
21025,-11.89737601
21027,-8.625390373
21029,5.638761855
21031,2.1213073539
21033,-1.229870479
21035,9.7473353321
21037,-3.485179766
21039,-2.981810953
21041,-14.08450704
21043,-0.723798494
21045,4.4465320182
21047,8.1021327078
21049,5.6806198062
21051,-4.732190494
21053,11.063246524
21055,-0.433158265
21057,0.14571949
21059,3.1487340961
21061,-9.457236842
21063,-17.77489458
21065,-8.505676167
21067,7.7018907484
21069,1.5857694429
21071,-16.78541545
21073,1.76173987
21075,-24.19051912
21077,-8.502708054
21079,5.6680640019
21081,-16.84048208
21083,-2.048444379
21085,1.4744684153
21087,7.9223784939
21089,-2.094468699
21091,0.6964596634
21093,0.4821623125
21095,-15.01470334
21097,-2.519364263
21099,3.2706459526
21101,-0.107813224
21103,-3.321285533
21105,-7.773109244
21107,-3.980695766
21109,-4.870555618
21111,3.5674470457
21113,5.4697587409
21115,-1.495087569
21117,1.9178847407
21119,-7.460155985
21121,-14.29653475
21123,-10.41555957
21125,1.0765982859
21127,-3.518471978
21129,-11.51229723
21131,-9.652768468
21133,-14.4666956
21135,-1.806619454
21137,-13.92366412
21139,-5.069440777
21141,-5.749593982
21143,5.9238196789
21145,-2.557505823
21147,-15.52265096
21149,-2.000210548
21151,3.4906475327
21153,-13.54590769
21155,-5.410957188
21157,3.0709190365
21159,-7.278703921
21161,-6.284636919
21163,-15.75605284
21165,-13.63957043
21167,0.0
21169,-10.77145564
21171,-3.39979785
21173,0.0746115536
21175,-13.65137615
21177,-3.910348116
21179,2.1025739575
21181,-11.06696935
21183,0.7082448027
21185,18.717904897
21187,-6.578033075
21189,-18.76251713
21191,-7.119874033
21193,-13.86135139
21195,-4.123870569
21197,-12.3560126
21199,0.5195868497
21201,-28.86323268
21203,-2.165959315
21205,7.6867846433
21207,-3.961853015
21209,13.996263534
21211,12.693054656
21213,12.168173339
21215,-0.628858907
21217,1.3184178985
21219,9.5025153717
21221,12.716601453
21223,-0.11326311
21225,-13.57764303
21227,8.3600927756
21229,11.058653396
21231,-3.930497304
21233,-2.371424337
21235,-5.110161682
21237,-21.15965925
21239,5.2735662492
22000,0.7761046933
22001,-1.905346272
22003,-7.320587205
22005,10.823552698
22007,-7.393475582
22009,-6.933198988
22011,1.546470044
22013,-5.201560468
22015,16.753393014
22017,-3.593799529
22019,-1.436885204
22021,-3.272997768
22023,-8.418520746
22025,-3.994933255
22027,-3.253667771
22029,-21.38209612
22031,5.5760008922
22033,-2.304077131
22035,-19.1638774
22037,-10.06383778
22039,-7.693445776
22041,-11.60990712
22043,-1.697565334
22045,-0.992528841
22047,-5.968090211
22049,-6.254982523
22051,-4.002105886
22053,-7.55112077
22055,5.0091709424
22057,-2.769555481
22059,-4.630406335
22061,-6.27099188
22063,5.9700121696
22065,13.725814453
22067,-3.79188391
22069,-5.15719276
22071,19.413515267
22073,-1.845720961
22075,6.3702328721
22077,-8.528034815
22079,-2.946612532
22081,-5.618286973
22083,-0.430642614
22085,-5.867509181
22087,40.296793788
22089,-4.331647744
22091,0.4559131941
22093,-12.29904648
22095,-13.96669822
22097,-3.786517123
22099,-8.35120618
22101,-16.22288838
22103,6.3919648673
22105,1.7698683965
22107,-23.98176593
22109,-5.704230712
22111,-13.38427899
22113,2.5848639951
22115,21.806560767
22117,-9.424005629
22119,-9.957152595
22121,-4.475941813
22123,-3.127850906
22125,-4.646210435
22127,-5.22262255
23000,-0.298191312
23001,-2.214726067
23003,-5.712074848
23005,2.5249225749
23007,-2.117574237
23009,1.1375833693
23011,-1.659935164
23013,-0.403617421
23015,0.818462168
23017,-3.106668055
23019,-2.520302436
23021,-0.231033587
23023,-1.39529586
23025,-1.503817383
23027,1.0798997236
23029,-2.26785167
23031,2.2915449546
24000,3.2576037118
24001,-5.346117332
24003,4.6843497063
24005,3.894366534
24009,1.1952168984
24011,-10.40967092
24013,-1.418796358
24015,-1.62305725
24017,3.0813557966
24019,-6.321442271
24021,5.3089663241
24023,-5.954955255
24025,4.4619873005
24027,12.473703833
24029,-11.48510913
24031,6.6604417051
24033,1.3535365839
24035,4.5060407817
24037,5.1764140392
24039,-10.28680688
24041,3.8454953709
24043,-0.268624942
24045,1.664772614
24047,3.9965854416
24510,-0.558189664
25000,4.5939513978
25001,2.7014209195
25003,-0.237701807
25005,1.9047134388
25007,7.0989679652
25009,4.9865957073
25011,-0.348726104
25013,-1.00307997
25015,1.9090815508
25017,7.5984894294
25019,11.151325443
25021,4.9917428988
25023,0.8539820924
25025,11.963092074
25027,0.8826788247
26000,-0.914580645
26001,-2.533308313
26003,-0.105446301
26005,-0.763489055
26007,-1.504119236
26009,-1.245570708
26011,-3.275950668
26013,-8.996697415
26015,-0.508707375
26017,-2.966639301
26019,0.0576086643
26021,-2.577303146
26023,-3.73938323
26025,-4.017165601
26027,-7.230213061
26029,3.3273415688
26031,-1.239613396
26033,3.1842635748
26035,-3.495315307
26037,0.6970703318
26039,-2.85816363
26041,-1.030103417
26043,5.2450229709
26045,-1.222692053
26047,3.1121756243
26049,-11.21374308
26051,-7.739877873
26053,2.0525579226
26055,7.9754877664
26057,-4.233458593
26059,-8.20537118
26061,-1.740880777
26063,-3.894570601
26065,-2.330915891
26067,-4.054858002
26069,1.2536483125
26071,-7.715718633
26073,-1.925241186
26075,0.7321193918
26077,6.3667307802
26079,-2.800956994
26081,4.8729926268
26083,-4.601932812
26085,3.5771932121
26087,-0.079415051
26089,0.4672133062
26091,-5.303060854
26093,2.061256599
26095,-4.922698254
26097,7.96812749
26099,5.4797270173
26101,1.0515885053
26103,4.0360434947
26105,3.3506099157
26107,-0.253013157
26109,-2.142902162
26111,-3.115934243
26113,3.2098435201
26115,-5.702944095
26117,-5.492157452
26119,-3.030778074
26121,-1.969516587
26123,-11.24763509
26125,6.3302440112
26127,-8.339493186
26129,-2.147174831
26131,-24.69135802
26133,-8.505363936
26135,-0.581801257
26137,-4.111551799
26139,8.5161453472
26141,0.9910047263
26143,3.1746031746
26145,-4.576324944
26147,-6.045821617
26149,-5.521874488
26151,-9.363494136
26153,-12.47994295
26155,-10.22056026
26157,-13.24154467
26159,-12.00788183
26161,2.4898298711
26163,-7.385142693
26165,-4.481208085
27000,0.3943005111
27001,-4.533316773
27003,2.7743148668
27005,4.4712108769
27007,-5.077661615
27009,-8.035968063
27011,-8.510638298
27013,4.948466362
27015,-10.45623654
27017,-6.13713817
27019,3.9211484894
27021,-1.408624302
27023,-16.28877793
27025,-9.829797156
27027,-1.448611747
27029,-4.943096908
27031,-7.700452402
27033,-13.56980289
27035,0.9403364492
27037,-0.533244707
27039,-3.113648158
27041,2.5940695155
27043,-15.57425708
27045,-0.09600384
27047,-0.2576697
27049,-1.387699346
27051,-10.56958309
27053,5.6705899648
27055,-7.438894793
27057,-3.56358311
27059,-5.003339926
27061,1.7283977974
27063,10.730137053
27065,-14.84610367
27067,0.2364765001
27069,-2.877060972
27071,-1.894082885
27073,-8.50707761
27075,1.6689073293
27077,-10.80673536
27079,-8.837905597
27081,-8.130081301
27083,-13.33048328
27085,-13.75283635
27087,-2.550555657
27089,-2.958267301
27091,-7.107562739
27093,-9.950463994
27095,-10.91643681
27097,-6.208372261
27099,-2.285685261
27101,-3.138440079
27103,-3.849301367
27105,-2.214175335
27107,-26.85565088
27109,-0.450918233
27111,0.3493754913
27113,0.7094966122
27115,-16.55927506
27117,-14.58311318
27119,-2.315585796
27121,-2.476950599
27123,2.9667208379
27125,-11.54223969
27127,-12.7492542
27129,-9.312927385
27131,-4.297771985
27133,-11.42557652
27135,-2.900512424
27137,0.1596913964
27139,8.5400797224
27141,-5.841245685
