county_fips,sh050m,sh100m,sh500m
8111,-2.6976624,-3.287864,-3.9637375
8113,-2.2391243,-2.9570727,-4.9649262
8115,-1.2456256,-1.7166054,-0.70987386
8117,-2.6976624,-2.8743749,-6.091264
8119,-1.5513176,-2.0473967,-4.464332
8121,-1.5513176,-0.6415338,-0.45957664
8123,-1.3984716,-0.47613814,-1.8362113
8125,-1.0927798,-1.3858142,-0.45957664
9001,0.43567988,0.26814222,-0.334428
9003,0.58852583,0.6816313,-0.20927942
9005,0.58852583,0.51623565,-0.334428
9007,0.43567988,0.51623565,-0.334428
9009,0.6649488,0.5989335,-0.20927942
9011,0.20641094,-0.06264906,-0.83502245
9013,0.2828339,0.43353784,-0.08413081
9015,0.9706407,0.92972475,-0.08413081
10001,-0.022858,0.1854444,-0.08413081
10003,0.51210284,0.43353784,0.16616641
10005,0.12998796,0.51623565,0.29131502
11001,-0.7106648,-1.4685119,-1.3356168
12001,-1.0163567,-1.3858142,-0.83502245
12003,1.5056015,1.0124226,0.5416122
12005,-0.8635108,-1.3858142,-1.3356168
12007,0.8177948,0.43353784,0.16616641
12009,-0.55781883,-1.2204186,-2.4619544
12011,-0.022858,-0.7242316,-2.4619544
12013,0.6649488,0.5989335,0.4164636
12015,-1.2456256,-1.7993033,-4.0888863
12017,-0.8635108,-1.0550228,-2.4619544
12019,-0.099280976,-0.8069294,-1.4607655
12021,-1.3220487,-1.7166054,-3.9637375
12023,0.05356498,-0.06264906,0.041017797
12027,0.05356498,0.020048764,-1.3356168
12029,-0.32854992,0.10274658,-0.08413081
12031,-0.17570396,-0.8069294,-1.0853196
12033,-0.17570396,-0.8896272,-1.2104683
12035,-1.2456256,-1.5512098,-2.8374002
12037,-0.17570396,0.10274658,0.041017797
12039,1.0470637,0.5989335,0.6667608
12041,0.12998796,-0.06264906,-0.334428
12043,-1.0927798,-0.39344034,-1.4607655
12045,-0.40497288,-0.6415338,-0.5847252
12047,-0.099280976,0.1854444,0.29131502
12049,0.6649488,0.35084003,-0.83502245
12051,0.2828339,-0.06264906,-1.0853196
12053,-0.32854992,-0.7242316,-2.4619544
12055,-0.7106648,-0.39344034,-1.9613599
12057,-0.40497288,-0.9723251,-2.211657
12059,0.9706407,0.5989335,0.4164636
12061,-0.6342418,-1.1377207,-2.4619544
12063,0.20641094,0.1854444,0.29131502
12065,0.3592569,-0.14534688,0.29131502
12067,-0.099280976,0.1854444,0.16616641
12069,-0.55781883,-0.8896272,-2.211657
12071,-1.0927798,-1.4685119,-3.3379946
12073,-1.1692027,-1.882001,-0.334428
12075,-0.17570396,-0.22804469,-0.70987386
12077,1.1999097,0.76432914,0.5416122
12079,0.51210284,0.26814222,0.6667608
12081,-0.48139587,-0.9723251,-2.7122514
12083,-0.48139587,-0.558836,-1.585914
12085,-0.9399338,-1.4685119,-3.212846
12086,0.58852583,-0.06264906,-1.4607655
12087,-1.5513176,-2.1300945,-4.2140346
12089,0.05356498,-0.47613814,-0.83502245
12091,-1.2456256,-1.882001,-2.3368058
12093,-0.32854992,-0.06264906,-1.4607655
12095,-0.7106648,-1.2204186,-2.0865085
12097,-0.9399338,-1.3031163,-3.0876973
12099,-0.6342418,-1.0550228,-2.8374002
12101,-0.40497288,-0.8896272,-2.4619544
12103,-0.32854992,-0.8896272,-2.3368058
12105,0.05356498,-0.3107425,-1.7110627
12107,0.12998796,0.35084003,-0.20927942
12109,-0.8635108,-1.3031163,-2.0865085
12111,-1.0927798,-0.8896272,-2.4619544
12113,-0.55781883,-1.2204186,-1.7110627
12115,-0.8635108,-1.4685119,-3.3379946
12117,-0.48139587,-1.0550228,-2.0865085
12119,-0.9399338,-1.2204186,-2.8374002
12121,-0.32854992,-0.14534688,-0.08413081
12123,0.58852583,0.35084003,0.5416122
12125,1.0470637,0.76432914,0.4164636
12127,-0.7870878,-1.2204186,-2.3368058
12129,0.3592569,-0.06264906,0.041017797
12131,-1.0927798,-1.5512098,-1.3356168
12133,0.3592569,0.26814222,0.16616641
13001,0.7413718,0.92972475,1.0422066
13003,1.1999097,1.0951204,0.91705805
13005,0.9706407,1.0124226,1.0422066
13007,0.43567988,0.26814222,0.6667608
13009,0.05356498,1.0124226,0.91705805
13011,0.9706407,0.92972475,0.6667608
13013,0.8177948,0.43353784,0.16616641
13015,0.9706407,0.6816313,0.4164636
13017,0.43567988,0.51623565,0.79190946
13019,0.7413718,0.43353784,0.4164636
13021,0.7413718,1.0124226,0.6667608
13023,0.58852583,0.6816313,0.91705805
13025,1.0470637,1.0124226,0.79190946
13027,0.7413718,0.43353784,0.79190946
13029,-0.6342418,-1.2204186,-1.0853196
13031,-0.7106648,-0.9723251,0.5416122
13033,1.1234866,0.76432914,0.79190946
13035,1.1999097,1.0951204,0.6667608
13037,0.7413718,0.6816313,0.91705805
13039,-0.9399338,-1.5512098,-1.9613599
13043,0.7413718,0.76432914,0.6667608
13045,0.58852583,0.6816313,0.4164636
13047,1.1999097,0.84702694,0.6667608
13049,0.8177948,0.5989335,0.5416122
13051,-0.55781883,-1.2204186,-0.70987386
13053,-3.232623,-4.19754,-5.215224
13055,1.6584475,1.5086095,1.0422066
13057,0.05356498,-0.39344034,-0.5847252
13059,-0.6342418,0.020048764,0.16616641
13061,0.58852583,0.6816313,0.91705805
13063,-0.55781883,-1.1377207,-1.2104683
13065,0.9706407,1.0124226,0.91705805
13067,-0.6342418,-1.2204186,-1.4607655
13069,0.6649488,0.6816313,0.91705805
13071,0.8177948,0.5989335,0.79190946
13073,-0.40497288,-0.7242316,-0.334428
13075,0.8177948,0.43353784,0.6667608
13077,0.51210284,0.26814222,-0.08413081
13079,1.0470637,1.1778182,0.79190946
13081,0.8942177,0.76432914,0.91705805
13083,1.1234866,0.76432914,0.5416122
13085,0.7413718,0.51623565,0.29131502
13087,0.6649488,0.5989335,0.79190946
13089,-0.7106648,-1.3031163,-1.585914
13091,0.8177948,0.84702694,1.0422066
13093,0.8942177,0.6816313,0.79190946
13095,0.2828339,0.10274658,0.6667608
13097,-0.25212693,-0.8069294,-0.96017104
13099,0.8177948,0.76432914,1.0422066
13101,0.43567988,0.26814222,-0.08413081
13103,0.3592569,-0.14534688,0.041017797
13105,1.0470637,1.3432139,1.0422066
13107,0.58852583,0.92972475,1.0422066
13109,0.8942177,0.5989335,0.79190946
13111,0.58852583,0.76432914,0.4164636
13113,-0.48139587,-0.8896272,-1.2104683
13115,1.0470637,0.92972475,0.6667608
13117,-0.099280976,-0.6415338,-0.83502245
13119,0.8942177,1.0951204,0.91705805
13121,-0.7106648,-1.3031163,-1.585914
13123,0.43567988,0.6816313,0.4164636
13125,1.0470637,1.0951204,1.0422066
13127,-0.48139587,-0.558836,-0.20927942
13129,1.3527557,1.1778182,0.79190946
13131,0.7413718,0.43353784,0.6667608
13133,0.58852583,1.0951204,0.6667608
13135,-0.48139587,-1.1377207,-1.4607655
13137,0.51210284,0.84702694,0.6667608
13139,0.51210284,0.51623565,0.16616641
13141,0.3592569,1.4259117,1.0422066
13143,1.5056015,1.3432139,0.91705805
13145,0.20641094,0.1854444,0.041017797
13147,1.1999097,1.3432139,1.0422066
13149,1.1234866,1.260516,0.91705805
13151,-0.40497288,-0.7242316,-0.83502245
13153,-0.022858,-0.22804469,-0.08413081
13155,0.51210284,0.6816313,1.0422066
13157,0.58852583,0.5989335,0.29131502
13159,0.9706407,1.0124226,0.6667608
13161,0.7413718,0.92972475,0.91705805
13163,0.8942177,0.84702694,1.0422066
13165,1.0470637,1.0124226,1.0422066
13167,1.0470637,1.1778182,1.1673553
13169,0.8942177,1.0124226,0.91705805
13171,0.8177948,1.0951204,0.79190946
13173,0.43567988,0.1854444,0.16616641
13175,0.6649488,0.76432914,0.91705805
13177,0.12998796,0.10274658,0.5416122
13179,-1.8570095,-2.7089791,-2.3368058
13181,0.8177948,0.84702694,0.91705805
13183,-0.7106648,-1.3031163,-1.2104683
13185,-0.40497288,-0.6415338,0.16616641
13187,-0.099280976,0.51623565,0.5416122
13189,1.2763326,1.0951204,1.0422066
13191,0.2828339,0.020048764,0.29131502
13193,1.1234866,1.0124226,0.79190946
13195,0.9706407,1.0124226,0.6667608
13197,0.20641094,0.6816313,0.5416122
13199,0.8942177,1.1778182,0.79190946
13201,0.7413718,0.84702694,1.0422066
13205,0.9706407,0.76432914,0.91705805
13207,0.7413718,1.0124226,0.79190946
13209,0.3592569,0.51623565,0.91705805
13211,0.8942177,1.0951204,0.79190946
13213,1.5056015,1.3432139,0.91705805
13215,0.12998796,0.10274658,-0.08413081
13217,0.51210284,0.10274658,-0.20927942
13219,0.12998796,0.26814222,0.16616641
13221,0.6649488,1.0124226,0.79190946
13223,0.3592569,0.020048764,-0.334428
13225,0.12998796,0.51623565,0.4164636
13227,1.1234866,0.84702694,0.5416122
13229,0.9706407,0.92972475,0.79190946
13231,1.1999097,1.0951204,0.79190946
13233,1.6584475,1.4259117,0.91705805
13235,0.8177948,0.51623565,0.79190946
13237,0.51210284,0.92972475,0.6667608
13239,0.12998796,0.5989335,0.79190946
13241,0.2828339,0.51623565,0.5416122
13243,0.12998796,0.35084003,0.79190946
13245,0.2828339,-0.14534688,0.16616641
13247,-0.32854992,-0.8069294,-1.0853196
13249,0.8177948,0.84702694,1.0422066
13251,0.2828339,0.76432914,0.79190946
13253,0.58852583,0.6816313,0.91705805
13255,1.5056015,1.1778182,0.6667608
13257,0.7413718,0.84702694,0.6667608
13259,0.6649488,0.6816313,0.79190946
13261,0.43567988,0.51623565,0.91705805
13263,1.1234866,1.4259117,0.91705805
13265,0.2828339,0.92972475,0.79190946
13267,0.51210284,0.51623565,0.5416122
13269,0.9706407,1.1778182,0.91705805
13271,0.6649488,0.84702694,1.0422066
13273,0.8942177,0.84702694,0.91705805
13275,0.6649488,0.1854444,0.6667608
13277,0.58852583,0.35084003,0.79190946
13279,0.58852583,0.6816313,0.79190946
13281,-0.48139587,0.26814222,0.4164636
13283,0.9706407,1.0951204,1.1673553
13285,1.0470637,1.1778182,0.91705805
13287,0.8942177,0.84702694,0.91705805
13289,1.2763326,1.4259117,1.0422066
13291,0.12998796,0.26814222,0.29131502
13293,1.2763326,1.4259117,0.91705805
13295,1.1999097,0.92972475,0.6667608
13297,0.6649488,0.35084003,-0.08413081
13299,0.20641094,0.35084003,0.6667608
13301,1.1999097,1.3432139,1.1673553
13303,0.8942177,1.1778182,1.1673553
13305,0.51210284,0.43353784,0.5416122
13307,0.58852583,0.5989335,0.79190946
13309,0.6649488,0.92972475,1.0422066
13311,0.58852583,0.6816313,0.6667608
13313,1.1999097,1.0124226,0.5416122
13315,0.58852583,0.51623565,0.79190946
13317,0.7413718,1.0951204,0.91705805
13319,1.0470637,1.0951204,0.91705805
13321,1.1234866,0.92972475,1.0422066
15001,-0.8635108,-1.7993033,-3.3379946
15003,-0.6342418,-1.5512098,-4.3391833
15007,-1.0163567,-1.9646989,-3.5882916
15009,-0.8635108,-1.7993033,-3.7134404
16001,-0.55781883,-1.3031163,-1.4607655
16003,-2.0862784,-1.3031163,-1.7110627
16005,-0.7870878,-0.9723251,-0.96017104
16007,-0.25212693,-0.14534688,0.16616641
16009,0.43567988,0.020048764,-0.45957664
16011,-0.022858,-0.558836,-0.5847252
16013,-1.5513176,-2.1300945,-2.4619544
16015,-1.0163567,-1.1377207,-1.585914
16017,-1.0163567,-1.3858142,-2.3368058
16019,-0.55781883,-1.0550228,-1.0853196
16021,-1.4748946,-1.3858142,-2.3368058
16023,-2.2391243,-0.9723251,-0.83502245
16025,-2.0862784,-1.2204186,-1.585914
16027,-0.17570396,-0.8069294,-0.96017104
16029,-0.40497288,-0.558836,-0.20927942
16031,-0.7106648,-0.8069294,-0.334428
16033,-1.7805865,-1.0550228,-0.83502245
16035,-2.1627014,-0.8069294,-0.83502245
16037,-2.3155475,-2.8743749,-1.0853196
16039,-1.5513176,-1.9646989,-3.463143
16041,0.20641094,0.020048764,0.041017797
16043,-1.0163567,-0.6415338,-0.45957664
16045,0.12998796,-0.558836,-0.83502245
16047,-0.55781883,-0.6415338,-0.70987386
16049,-1.9334325,-1.3031163,-0.83502245
16051,-0.32854992,-0.7242316,-0.5847252
16053,-0.32854992,-1.0550228,-0.70987386
16055,-0.32854992,-0.8896272,-1.8362113
16057,-1.4748946,-1.7166054,-1.3356168
16059,-1.6277406,-2.4608858,-1.7110627
16061,-1.0927798,-0.9723251,-0.70987386
16063,-1.4748946,-1.0550228,-0.70987386
16065,-2.1627014,-3.0397706,-3.212846
16067,-0.48139587,-0.558836,-0.45957664
16069,-0.25212693,-0.14534688,-0.20927942
16071,-1.1692027,-0.14534688,-0.08413081
16073,-3.1562002,-0.7242316,-0.70987386
16075,-0.48139587,-0.47613814,-0.5847252
16077,-0.40497288,-0.6415338,-0.70987386
16079,-0.022858,-0.22804469,-0.83502245
16081,-1.4748946,-2.2127924,-3.0876973
16083,-0.9399338,-1.3858142,-0.70987386
16085,-2.5448163,-1.6339076,-2.0865085
16087,-1.4748946,-0.6415338,-0.70987386
17001,0.51210284,0.35084003,0.4164636
17003,0.2828339,-0.14534688,0.5416122
17005,0.51210284,0.51623565,0.4164636
17007,0.51210284,0.6816313,-0.08413081
17009,1.1234866,1.1778182,0.79190946
17011,0.51210284,0.5989335,0.29131502
17013,1.8112935,1.5086095,0.91705805
17015,0.6649488,0.5989335,0.29131502
17017,0.8177948,0.84702694,0.4164636
17019,-1.0163567,-1.4685119,-0.45957664
17021,1.0470637,1.1778182,0.79190946
17023,0.9706407,0.84702694,0.6667608
17025,1.0470637,1.1778182,0.91705805
17027,1.1999097,1.1778182,0.79190946
17029,-0.32854992,-0.558836,0.5416122
17031,0.6649488,0.10274658,-0.70987386
17033,0.6649488,0.35084003,0.4164636
17035,1.1234866,1.0124226,0.79190946
17037,-0.7106648,0.51623565,0.041017797
17039,0.8177948,0.51623565,0.4164636
17041,0.6649488,0.51623565,0.4164636
17043,0.58852583,0.020048764,-0.70987386
17045,1.1999097,1.0124226,0.79190946
17047,1.1234866,1.0124226,0.91705805
17049,0.6649488,0.76432914,0.6667608
17051,0.8942177,1.0951204,0.79190946
17053,0.51210284,0.6816313,0.29131502
17055,1.1999097,1.0124226,0.79190946
17057,1.1234866,0.92972475,0.6667608
17059,1.3527557,1.1778182,1.0422066
17061,1.5056015,1.1778182,0.79190946
17063,0.3592569,0.76432914,0.16616641
17065,1.1999097,1.1778182,1.0422066
17067,0.6649488,0.51623565,0.4164636
17069,1.1234866,0.92972475,0.91705805
17071,0.8177948,0.6816313,0.4164636
17073,0.58852583,0.43353784,0.29131502
17075,0.51210284,0.6816313,0.29131502
17077,-1.2456256,-1.4685119,0.16616641
17079,1.0470637,1.0951204,1.0422066
17081,0.6649488,0.5989335,0.6667608
17083,1.3527557,0.92972475,0.29131502
17085,0.3592569,0.43353784,0.29131502
17087,0.8942177,0.5989335,0.6667608
17089,0.9706407,0.51623565,-0.334428
17091,-0.022858,0.43353784,0.041017797
17093,0.6649488,0.26814222,-0.334428
17095,0.43567988,0.1854444,0.16616641
17097,0.3592569,0.10274658,-0.83502245
17099,0.58852583,0.92972475,0.29131502
17101,1.0470637,0.76432914,0.79190946
17103,0.6649488,0.76432914,0.16616641
17105,0.58852583,0.84702694,0.4164636
17107,0.51210284,0.43353784,0.5416122
17109,-1.4748946,-1.4685119,0.29131502
17111,-0.7106648,0.43353784,-0.334428
17113,-0.8635108,-0.9723251,-0.08413081
17115,0.6649488,0.26814222,0.4164636
17117,0.8942177,0.92972475,0.6667608
17119,0.8942177,0.5989335,0.4164636
17121,0.7413718,1.0124226,0.6667608
17123,0.8942177,0.76432914,0.4164636
17125,1.1234866,1.0124226,0.6667608
