county_fips,rate_natural_increase_population
17025,1.9680017493
17027,2.5280122187
17029,0.4488414281
17031,6.060541741
17033,0.6605019815
17035,0.5447117567
17037,4.8847065584
17039,2.239777233
17041,2.5654568777
17043,5.23658792
17045,-1.80579496
17047,0.8961911875
17049,2.8011613148
17051,0.4490244943
17053,-2.88184438
17055,-2.027585171
17057,-2.96610746
17059,-3.860294118
17061,-0.72695551
17063,4.8474451171
17065,-2.260155832
17067,-1.163159564
17069,-2.565597668
17071,-3.787081843
17073,0.0994708153
17075,-2.38228938
17077,3.2318834512
17079,-0.411819211
17081,1.0076608059
17083,-1.140626028
17085,-0.531173229
17087,-0.700089456
17089,7.8555154509
17091,3.1700758964
17093,10.210159108
17095,-2.818859695
17097,5.4939535878
17099,-1.289462179
17101,-3.211513872
17103,1.0448288034
17105,-0.698432407
17107,-0.956653691
17109,0.1843912783
17111,4.6665174938
17113,6.0297412915
17115,1.1955547102
17117,-2.34194508
17119,2.0607108521
17121,0.2303292429
17123,-5.576658854
17125,-4.02875699
17127,-2.108939928
17129,-0.393871362
17131,-1.293143262
17133,1.5946084183
17135,-0.739744452
17137,-1.016977881
17139,0.47090481
17141,0.9070294785
17143,4.5232054877
17145,-0.952186629
17147,-0.120554551
17149,-2.148425511
17151,-5.805515239
17153,-3.180448611
17155,0.1682651859
17157,-1.172932331
17159,0.9899764881
17161,2.2159801307
17163,3.4823220183
17165,-0.401437145
17167,2.4595800644
17169,-0.804289544
17171,-0.380372765
17173,0.4046671613
17175,-3.626629825
17177,-0.042458788
17179,1.7354408645
17181,-3.172804533
17183,1.7377800784
17185,-0.170357751
17187,1.7985106084
17189,-0.616966581
17191,-0.060029414
17193,-3.435009618
17195,-0.913383656
17197,6.1864411753
17199,-0.074901879
17201,3.1755462452
17203,1.5190329682
18000,3.7502017545
18001,10.528152629
18003,6.3123034351
18005,4.6864724398
18007,2.2628274028
18009,0.5559085133
18011,3.8136607723
18013,-1.991701245
18015,2.5899638899
18017,2.6001776359
18019,3.4117926239
18021,1.006993007
18023,1.5472362114
18025,2.1606387976
18027,5.8065120345
18029,1.4240871301
18031,1.7326017904
18033,3.7254485865
18035,-0.068105973
18037,2.2790670069
18039,6.6608432537
18041,-3.077114997
18043,2.2497637082
18045,-1.342125226
18047,0.9116166001
18049,0.4350663476
18051,2.3265872246
18053,0.3028249239
18055,-0.545652965
18057,8.438097066
18059,1.9440207173
18061,1.3810918298
18063,5.2505185388
18065,-2.461150435
18067,1.1229442875
18069,0.377633318
18071,1.6995913996
18073,2.9886878166
18075,3.0457090645
18077,1.0199666193
18079,2.9129662522
18081,4.0251184219
18083,0.3139429932
18085,3.9882289166
18087,12.484859778
18089,3.2822579992
18091,1.3206301292
18093,-1.755964317
18095,0.3215938805
18097,7.4702226048
18099,4.7081380486
18101,4.2608821963
18103,-0.191314329
18105,3.2230926781
18107,0.5750506437
18109,1.7050791128
18111,0.4266059938
18113,2.9211295034
18115,0.3303873792
18117,0.0
18119,0.9333364445
18121,1.5788550377
18123,0.1031087282
18125,0.0793210121
18127,2.8923985472
18129,3.1572177506
18131,-2.362984984
18133,0.1324380521
18135,0.2312584313
18137,1.6464653542
18139,0.116302736
18141,3.7023699669
18143,-0.797816502
18145,2.1911743113
18147,2.3950948458
18149,-0.302173491
18151,2.1399466479
18153,0.5657575258
18155,1.3273916754
18157,6.355198107
18159,-2.033359809
18161,1.7510775862
18163,2.6002190823
18165,-4.063134865
18167,1.6416650911
18169,-2.0014472
18171,4.9816154667
18173,2.8536350665
18175,0.0712898109
18177,-0.043840421
18179,3.6793218505
18181,2.283011945
18183,1.7693011261
19000,3.3917642351
19001,-3.197016118
19003,-0.253036437
19005,0.5639561524
19007,0.1565251419
19009,-6.908753897
19011,2.196193265
19013,3.6969278302
19015,0.4959560507
19017,2.782494834
19019,4.6295191505
19021,7.5357212762
19023,-0.133613923
19025,-0.901036192
19027,1.4452955629
19029,-3.640997633
19031,0.5456430403
19033,-0.410630774
19035,-2.919708029
19037,2.0249473514
19039,0.1071926251
19041,-0.845002414
19043,1.3347051136
19045,0.7770722779
19047,7.1271294472
19049,10.596698396
19051,6.1791967044
19053,-0.12130034
19055,1.6477740845
19057,0.2241733607
19059,-0.355197727
19061,3.1304017876
19063,-1.497529077
19065,-1.293413174
19067,0.0
19069,-1.131968682
19071,-3.858875413
19073,-4.537352131
19075,1.0435480634
19077,-0.092502659
19079,0.1299207483
19081,-2.492544621
19083,-2.360799217
19085,-2.052053764
19087,0.6462035541
19089,1.3616842987
19091,-1.743142784
19093,-2.129169624
19095,1.2921884134
19097,-1.725056445
19099,2.0766162085
19101,0.290917554
19103,8.5622941933
19105,-0.870743034
19107,3.7454981993
19109,-0.58416902
19111,-0.618759668
19113,5.2316543012
19115,3.166087683
19117,-3.058103976
19119,2.4734530257
19121,2.8679774386
19123,0.579077485
19125,0.2704977158
19127,2.2914254373
19129,-0.334425791
19131,-1.680280047
19133,-6.656118719
19135,-0.619847518
19137,-2.172680899
19139,2.9618228037
19141,-2.467047297
19143,0.7987220447
19145,-2.405063291
19147,-3.756775613
19149,0.9668063165
19151,-0.278803931
19153,8.0596960861
19155,3.5941506539
19157,-2.764193068
19159,-4.565303692
19161,-2.453024579
19163,4.8719908292
19165,-0.582944704
19167,7.2622917216
19169,5.1217927367
19171,1.4238929233
19173,1.7510347023
19175,-2.306896826
19177,0.133671969
19179,0.1974138782
19181,3.2071840924
19183,1.7838765009
19185,-3.473867046
19187,-0.959130388
19189,-0.469527655
19191,0.0475149672
19193,6.0183085334
19195,-1.461114432
19197,0.7676364474
20000,5.0756957794
20001,-2.62605042
20003,-2.252957006
20005,1.8492558237
20007,0.4085801839
20009,2.1370230183
20011,1.1400979143
20013,1.915515677
20015,2.1139559111
20017,-3.265602322
20019,-8.090389176
20021,-0.423021786
20023,-5.223880597
20025,-6.067677946
20027,0.2348382552
20029,-1.38018898
20031,-1.179662616
20033,-1.58061117
20035,0.4137018037
20037,1.706397718
20039,-10.66942007
20041,-2.691038335
20043,0.2523659306
20045,5.9435232426
20047,-7.352941176
20049,-7.34349183
20051,5.8768624468
20053,-0.619051304
20055,12.502526103
20057,14.224256558
20059,2.786323794
20061,20.765878383
20063,2.1877848678
20065,-1.917177914
20067,8.519837233
20069,8.1334550585
20071,-2.378121284
20073,-5.829562016
20075,7.1860816944
20077,-3.898635478
20079,1.2095903233
20081,7.8106508876
20083,2.0597322348
20085,3.2056060832
20087,-0.52905854
20089,-6.509357201
20091,6.8090997766
20093,9.8373060916
20095,-3.435988801
20097,0.3943995267
20099,0.1410437236
20101,-2.918004085
20103,5.6489506783
20105,-1.247077163
20107,-1.466198879
20109,-0.35971223
20111,4.2855867385
20113,-0.822269807
20115,-5.21648409
20117,0.4997751012
20119,1.1239743734
20121,4.5561569275
20123,-3.655145014
20125,2.050511906
20127,-2.732007172
20129,2.8557829605
20131,-2.580004962
20133,1.5821340554
20135,-3.87409201
20137,-0.71161715
20139,-0.861088046
20141,-4.449097095
20143,-5.29231787
20145,-0.57799292
20147,-1.807991322
20149,8.656642395
20151,3.4017111638
20153,-2.39186765
20155,0.3109597774
20157,-10.90759416
20159,-2.090904565
20161,10.866612334
20163,1.3434411285
20165,-7.47780028
20167,-0.572368892
20169,4.300805505
20171,1.231779922
20173,7.4359872333
20175,14.887803619
20177,3.6991196431
20179,2.4033647106
20181,0.3285960733
20183,-7.688229056
20185,-2.520045819
20187,4.1208791209
20189,6.1570938517
20191,-0.548268736
20193,5.2916719163
20195,-8.481764207
20197,0.8551881414
20199,1.9678583142
20201,-0.866025808
20203,-0.89146423
20205,1.1983876239
20207,-3.031681067
20209,8.7589401052
21000,2.8434816284
21001,-0.421929801
21003,1.5838447832
21005,4.0223773637
21007,-2.657967863
21009,1.4600602864
21011,1.2768674186
21013,0.0702469179
21015,8.632436093
21017,2.0448367871
21019,0.1419432024
21021,-1.314424075
21023,1.8854584021
21025,-1.313820663
21027,-1.338422644
21029,3.7724111002
21031,-0.707102451
21033,-1.383604289
21035,0.2113243432
21037,3.6166959838
21039,1.590299175
21041,2.6522773002
21043,1.3752171395
21045,2.755597307
21047,11.202782496
21049,1.4623377719
21051,1.3918207335
21053,-0.391619346
21055,-2.382370459
21057,-2.04007286
21059,4.0307899015
21061,-1.973684211
21063,-2.205643853
21065,-2.126419042
21067,6.3260829138
21069,1.4478764479
21071,0.329622962
21073,1.3162424316
21075,-4.056795132
21077,0.582377264
21079,2.4797780008
21081,6.3709775596
21083,0.8513015603
21085,0.194009002
21087,-0.178030977
21089,-2.040066914
21091,5.6877539176
21093,6.1753865412
21095,-0.864902266
21097,-1.179276889
21099,3.0526028891
21101,2.1778271323
21103,0.9117254404
21105,-1.680672269
21107,-1.112882687
21109,-1.049042748
21111,3.6328680432
21113,6.3237731168
21115,1.1533532678
21117,5.5550383267
21119,-4.254138537
21121,1.9567001199
21123,0.9919580543
21125,2.1027310271
21127,0.5654687107
21129,-5.363683935
21131,0.7150198865
21133,-1.074668816
21135,2.0956785663
21137,0.7735368957
21139,-1.795426942
21141,0.9707106722
21143,-4.62057935
21145,-0.42625097
21147,2.3669290472
21149,0.1052742394
21151,3.8549912146
21153,1.06540847
21155,1.1523334753
21157,-3.070919036
21159,-1.173984503
21161,1.3711935097
21163,2.0713776359
21165,0.9406600298
21167,2.2536269308
21169,2.1941854087
21171,-3.124138565
21173,4.1782470015
21175,-0.513761468
21177,-0.604037514
21179,5.7199054972
21181,-0.283768445
21183,0.9998750156
21185,2.5716773684
21187,0.8338351786
21189,-8.221777169
21191,-0.616142945
21193,-0.736932606
21195,-0.849486447
21197,0.4782972617
21199,-0.204685729
21201,-5.772646536
21203,-0.64393385
21205,1.8161084597
21207,0.3395874013
21209,7.4316443545
21211,5.8494404883
21213,1.4349261013
21215,3.71598445
21217,2.0375549341
21219,5.5897149245
21221,0.7685858021
21223,3.5111564164
21225,1.3182177696
21227,4.8274176745
21229,-0.340266258
21231,0.1917315758
21233,-2.445531347
21235,2.624891793
21237,-2.748007694
21239,1.8777091948
22000,4.6973840085
22001,4.1982206003
22003,2.7646898485
22005,8.2683665253
22007,2.4212551614
22009,1.5593700145
22011,5.3297985447
22013,0.3514567884
22015,7.5382048057
22017,4.8034008856
22019,4.7329659577
22021,-4.661542276
22023,2.1046301864
22025,-0.292312189
22027,-0.828206342
22029,4.3538204775
22031,3.6801605888
22033,5.5940008072
22035,8.2693443591
22037,-1.401927651
22039,4.7640183459
22041,1.6447368421
22043,2.1442930534
22045,4.2148485034
22047,4.9784069098
22049,1.0424970871
22051,3.7417501207
22053,2.8871932357
22055,6.6420190676
22057,3.8609044812
22059,-0.536858705
22061,5.5694910931
22063,6.6818213129
22065,5.209194642
22067,0.0
22069,4.0647824706
22071,4.6952726954
22073,5.8921092202
22075,4.0499493756
22077,2.5935775985
22079,2.9693370501
22081,4.5166620766
22083,1.8182688167
22085,1.8874505057
22087,6.8395906122
22089,4.7705371625
22091,1.55010486
22093,5.2052144272
22095,5.8138887342
22097,4.1819445443
22099,5.5611441152
22101,4.1021262378
22103,3.0551995125
22105,6.113352764
22107,4.5585174908
22109,6.3310692522
22111,2.650352276
22113,5.1183730763
22115,12.407181126
22117,-0.319819196
22119,1.5580874477
22121,6.2165858511
22123,1.5639254529
22125,1.9359210144
22127,2.0493835322
23000,0.035391393
23001,2.7637547982
23003,-3.024867222
23005,0.9993749492
23007,-0.651561304
23009,-1.743071292
23011,0.1150450114
23013,-0.983817464
23015,-4.033849257
23017,-1.90912562
23019,-0.052099275
23021,-5.1404973
23023,1.2813941568
23025,-0.674789851
23027,0.8742045382
23029,-2.942077842
23031,1.1029633957
24000,4.9914675513
24001,-3.110713107
24003,5.559126903
24005,2.6424306929
24009,3.295224159
24011,2.2589901703
24013,1.5085935957
24015,3.5412158174
24017,6.8363413235
24019,-0.552359033
24021,4.8099402636
24023,-0.166339532
24025,3.1052201213
24027,6.4679713952
24029,-2.237358922
24031,7.3857966682
24033,8.0028277417
24035,0.4754079724
24037,6.396568777
24039,1.5296367113
24041,-2.60756193
24043,2.1557151635
24045,3.3793887194
24047,-2.444513425
24510,4.7212872143
25000,2.9873639221
25001,-5.08666865
25003,-1.640909248
25005,1.6011951713
25007,0.8948278948
25009,2.9307185297
25011,0.4324203684
25013,2.6255832546
25015,-0.168448372
25017,4.3563368827
25019,6.4560305194
25021,2.7192945709
25023,1.8743503672
25025,6.7771145054
25027,2.7647338152
26000,2.4305903312
26001,-13.22949897
26003,-6.537670691
26005,3.880320845
26007,-4.27306601
26009,-1.718028562
26011,-5.202980473
26013,-3.644231864
26015,2.272226273
26017,-1.119486529
26019,-3.283693868
26021,0.9250221686
26023,0.7296357522
26025,1.2525848459
26027,-0.557649412
26029,0.2294718323
26031,-4.106219373
26033,-0.513590899
26035,-2.912762755
26037,2.7751290567
26039,-3.143979993
26041,-1.734911018
26043,-1.148545176
26045,1.9822431768
26047,-1.006880349
26049,1.8399964771
26051,-4.978413908
26053,-6.468667392
26055,1.667192358
26057,0.8324216334
26059,1.0122111429
26061,0.7072328156
26063,-5.642527484
26065,4.7254022154
26067,4.4932210289
26069,-6.855889209
26071,-9.25886236
26073,2.7321437419
26075,1.3641198924
26077,4.5240406101
26079,-1.342125226
26081,7.1894202315
26083,-0.920386562
26085,-3.315447367
26087,1.2592958154
26089,-2.569673184
26091,1.8853087067
26093,2.1544517112
26095,-1.538343204
26097,-3.169141615
26099,1.337757102
26101,-4.813039697
26103,1.4931882526
26105,-2.617663997
26107,1.3340693716
26109,-3.403432845
26111,2.0892279407
26113,3.8116891802
26115,0.9923916639
26117,2.7539924977
26119,-8.3607671
26121,2.851389685
26123,1.8711407722
26125,2.9011908099
26127,2.5018479559
26129,-3.827572525
26131,-8.895023388
26133,2.0515450699
26135,-3.956248545
26137,1.0798014827
26139,6.1955887111
26141,-6.098490624
26143,-9.029066172
26145,1.8828883709
26147,-0.037243254
26149,4.1946583647
26151,-0.211737305
26153,-2.971414988
26155,0.3158038284
26157,0.2724597668
26159,3.2400121666
26161,4.8457672892
26163,3.2163435597
26165,0.8901029757
27000,5.3605471563
27001,-3.663913556
27003,6.9806306185
27005,2.5853940445
27007,7.2062883181
27009,6.330585773
27011,-5.415860735
27013,4.6855790865
27015,0.587429019
27017,1.216114937
27019,7.4458967217
27021,2.5003081366
27023,-0.081853155
27025,4.1408253672
27027,6.0941597636
27029,0.0
27031,2.1176244104
27033,1.4600420836
27035,1.3865978149
27037,7.6514414969
27039,6.3755652754
27041,0.5795261684
27043,-4.609421378
27045,0.0
27047,-0.998470086
27049,2.27669424
27051,-0.33554232
27053,7.0370381386
27055,1.4346439957
27057,0.7322431047
27059,3.5887830882
27061,-0.487496815
27063,0.3901868019
27065,-1.118116595
27067,3.9491575525
27069,-6.41805909
27071,-3.485112509
27073,-5.578411547
27075,-0.278151222
27077,-5.529027394
27079,4.220550836
27081,-0.864902266
27083,5.2855560522
27085,1.99236261
27087,8.5625797049
27089,4.1204437401
27091,-1.022320668
27093,3.1581907461
27095,2.330911775
27097,1.5370242006
27099,3.6824929207
27101,-3.719632686
27103,5.4557027248
27105,7.2883271444
27107,-4.923535994
27109,7.9730542195
27111,-1.18787667
27113,3.0508354323
27115,1.7341335283
27117,0.1056747332
27119,1.4908566081
27121,0.5504334664
27123,7.1718257968
27125,5.6483300589
27127,-0.439629455
27129,-0.260501465
27131,3.7702476261
27133,-0.943396226
27135,2.4493216024
