county_fips,rate_natural_increase_population
27137,-0.199614245
27139,10.490176667
27141,7.8778485864
27143,2.5789386675
27145,5.7510305029
27147,3.8419846595
27149,5.4523944242
27151,0.9322560597
27153,5.7323940819
27155,-7.253735674
27157,2.5027808676
27159,0.2934810521
27161,2.2939965069
27163,5.6896423771
27165,3.7698590791
27167,-0.607441154
27169,1.4800677715
27171,9.405155477
27173,-0.587170328
28000,3.4783792899
28001,-0.123789187
28003,-0.214791049
28005,0.4601050573
28007,-0.830521671
28009,-0.80649807
28011,4.2180402336
28013,-1.345261317
28015,-2.975761939
28017,5.0282840981
28019,0.8294821661
28021,1.7770344431
28023,-0.240789791
28025,0.0489081261
28027,5.6346785319
28029,2.1603086155
28031,1.1302918208
28033,5.4704826914
28035,4.1260955835
28037,-2.895813661
28039,5.7678442682
28041,0.0697934115
28043,0.3239465951
28045,1.9554034686
28047,5.4236759315
28049,5.7960266182
28051,4.5263157895
28053,6.0455575947
28055,1.4367816092
28057,3.1781480845
28059,2.5716306281
28061,1.0171722611
28063,6.2851905198
28065,-1.155687634
28067,4.0338550453
28069,-1.354096141
28071,3.9138546398
28073,7.1330874842
28075,2.6723511096
28077,0.7076584369
28079,2.7555919141
28081,4.1816964894
28083,2.4817843393
28085,2.6679289126
28087,4.0933072748
28089,3.3535881855
28091,-0.037737273
28093,1.3095611606
28095,0.575224269
28097,-3.554890313
28099,3.7983831661
28101,3.122524118
28103,4.0983606557
28105,5.7565278612
28107,3.8026124819
28109,2.0282506338
28111,4.9695614362
28113,2.483793249
28115,6.0265032963
28117,4.6536391063
28119,1.1350022069
28121,6.0134613263
28123,7.5442431079
28125,6.4175551185
28127,2.1156687155
28129,0.6694255112
28131,0.1668891856
28133,2.107925801
28135,-0.395713108
28137,3.4574282322
28139,0.0455072925
28141,-4.534685247
28143,9.9866844208
28145,2.1220547344
28147,0.6570302234
28149,3.045590627
28151,4.6380158051
28153,2.5706940874
28155,-0.098619329
28157,0.5251825009
28159,-1.052050183
28161,-1.445318773
28163,4.0631017365
29000,3.2943231714
29001,2.1429128029
29003,0.8693132425
29005,-6.675085694
29007,1.8021194492
29009,1.2450481041
29011,1.0553661309
29013,-0.416902415
29015,-7.942352199
29017,2.9011201547
29019,6.965833393
29021,2.8832559641
29023,1.5120498744
29025,-2.286834368
29027,2.7958468147
29029,-1.590529533
29031,2.9024175967
29033,-0.21820959
29035,-2.538675129
29037,3.4126116957
29039,-0.503216994
29041,-2.335993771
29043,5.2050762127
29045,-0.142959257
29047,6.2894470675
29049,-1.648964547
29051,3.9353607196
29053,-0.398962697
29055,-1.572739187
29057,-3.132341425
29059,4.1340882538
29061,4.3389176811
29063,-0.703399766
29065,-1.534575914
29067,1.1762111299
29069,-0.532489703
29071,3.3013545408
29073,-5.870972046
29075,0.2942907593
29077,3.3124631426
29079,2.1376864403
29081,-1.930830825
29083,-2.383200683
29085,-8.5003673
29087,-2.94148545
29089,3.9186872398
29091,0.9861811368
29093,-1.889644747
29095,5.377798473
29097,5.2368936997
29099,3.7137584282
29101,6.6467450499
29103,-0.486914181
29105,2.7828531272
29107,0.8451426933
29109,1.6648457416
29111,-0.589999508
29113,5.4554347417
29115,-3.268364622
29117,-2.191453332
29119,4.7539088907
29121,-2.125672324
29123,-2.923383004
29125,-0.549661958
29127,0.8343182924
29129,-2.405773857
29131,-1.176470588
29133,0.6314017118
29135,4.7171314741
29137,-0.920863309
29139,-1.158604709
29141,-1.680672269
29143,-2.363367799
29145,3.4470989761
29147,0.5132591959
29149,1.4538845979
29151,2.3059739137
29153,-3.534303534
29155,2.4269167126
29157,1.5259543792
29159,4.3097834452
29161,3.558954861
29163,2.4722543197
29165,6.0426922215
29167,0.8027743883
29169,8.7663432361
29171,-3.225481302
29173,1.4633432515
29175,-0.039513197
29177,-0.344627049
29179,-1.677724396
29181,-0.639023005
29183,5.5478955155
29185,-6.139438085
29186,-2.939219166
29187,0.3348732429
29189,2.4969999515
29195,2.6837060703
29197,2.9626253418
29199,6.3917525773
29201,2.3241558972
29203,0.7166746297
29205,0.3212593366
29207,-1.508422023
29209,-2.280857978
29211,1.3616763749
29213,2.3874262219
29215,0.2706935556
29217,-0.380825439
29219,3.9790640017
29221,2.3509254278
29223,-4.621175418
29225,6.4201053556
29227,1.4292520248
29229,1.7237664296
29510,6.2026426201
30000,3.0713123139
30001,2.4772470246
30003,11.362327742
30005,5.4319124859
30007,-0.348280366
30009,-1.779535344
30011,-8.722197994
30013,4.7876769359
30015,-3.40599455
30017,0.2547121752
30019,2.2637238257
30021,-0.657282138
30023,-7.137064071
30025,8.0591000672
30027,-5.863819359
30029,3.062334921
30031,6.6106716682
30033,4.8038430745
30035,6.460138012
30037,-2.414001207
30039,-4.574415945
30041,9.6980786825
30043,-2.20332261
30045,-4.485422377
30047,5.0354377554
30049,2.8525362768
30051,-3.772003353
30053,-2.505753004
30055,-7.038123167
30057,-1.829228458
30059,-1.062981664
30061,0.7187350264
30063,4.1123066425
30065,-3.602076491
30067,-1.350482315
30069,-4.024144869
30071,-2.648368846
30073,0.4861054849
30075,-7.44558992
30077,-0.847158489
30079,0.0
30081,-0.12352389
30083,2.8675205506
30085,10.583992882
30087,11.24799143
30089,-3.161361142
30091,-2.009184845
30093,0.9582020645
30095,0.0
30097,-2.232765839
30099,2.310803004
30101,1.9284543438
30103,-2.787456446
30105,-0.935828877
30107,-1.894387876
30109,-8.928571429
30111,4.5121712502
31000,5.7082140513
31001,3.5811923452
31003,0.6073950345
31005,6.3357972545
31007,8.9619118745
31009,-6.166495375
31011,-2.214839424
31013,0.7978723404
31015,-4.832085045
31017,-2.601626016
31019,8.1091667461
31021,-0.742721331
31023,0.1211533802
31025,1.7076028036
31027,0.2292132256
31029,0.2500625156
31031,0.5234688536
31033,3.0904196989
31035,-0.155799642
31037,7.671180983
31039,1.8682345184
31041,-0.919667081
31043,11.896447923
31045,2.945026178
31047,7.3869649119
31049,-3.575076609
31051,-0.673060744
31053,-0.516866159
31055,8.7342950474
31057,-16.68773704
31059,-6.412478336
31061,-5.949585095
31063,-1.472482974
31065,-3.062161886
31067,-1.652816675
31069,-7.416563659
31071,-10.48951049
31073,4.4215180545
31075,-1.588562351
31077,-0.800160032
31079,6.4221027369
31081,2.6492990396
31083,-6.426172046
31085,1.0689470871
31087,-1.396160558
31089,1.4409914021
31091,-12.32032854
31093,1.2705471294
31095,-6.231355651
31097,0.5767567048
31099,4.4427422444
31101,0.2429248148
31103,-9.900990099
31105,-6.044678055
31107,-0.466499504
31109,7.2032845057
31111,2.9720983848
31113,5.1150895141
31115,4.9099836334
31117,1.8867924528
31119,5.2790024112
31121,-0.7689843
31123,-0.201653559
31125,-2.700877785
31127,-2.084781098
31129,-5.632533514
31131,-0.50906777
31133,-5.016123253
31135,0.3404834866
31137,2.2885789015
31139,1.2516514846
31141,7.3947929611
31143,-5.659309564
31145,0.8147376997
31147,-3.969924812
31149,-10.32346869
31151,2.435460302
31153,11.071437276
31155,2.8819828042
31157,1.4080502566
31159,3.1545741325
31161,-1.122859549
31163,-1.941747573
31165,3.028009084
31167,4.7281323877
31169,-4.265632574
31171,-4.288777698
31173,11.715360139
31175,-2.368545713
31177,2.809341059
31179,1.8997361478
31181,-4.538779869
31183,3.7220843672
31185,1.6654598117
32000,5.2390389402
32001,2.3342479217
32003,6.2285679431
32005,-1.981231559
32007,7.6087281274
32009,-15.37475977
32011,2.5201612903
32013,8.1874814595
32015,8.6742069904
32017,-4.323308271
32019,0.7815858377
32021,-4.523424879
32023,-6.601112367
32027,1.1975151561
32029,-2.841275991
32031,4.310719479
32033,2.878554767
32510,-1.96351892
33000,1.3968962735
33001,-1.573199308
33003,-1.677606056
33005,-0.104007541
33007,-5.179499108
33009,0.2459570805
33011,3.3031105737
33013,0.1972977018
33015,1.5815543651
33017,2.6195153897
33019,0.3920166953
34000,4.0183196356
34001,3.3063268093
34003,2.3071255611
34005,2.1560792664
34007,4.0618296394
34009,-2.978383371
34011,4.7264608554
34013,5.9505390885
34015,2.6022837283
34017,10.183500233
34019,0.8664009704
34021,3.7177347907
34023,5.4877757806
34025,1.7521245106
34027,1.9890712148
34029,1.6913932248
34031,7.1075125494
34033,0.3351410639
34035,3.6257603388
34037,1.3417088492
34039,5.2987299855
34041,0.6304907165
35000,5.0722702536
35001,5.2087286386
35003,-2.72071827
35005,4.0460889075
35006,5.3909337607
35007,-2.307921382
35009,11.170186335
35011,-6.06520091
35013,7.7226037009
35015,3.4657891583
35017,-1.433373718
35019,0.2170138889
35021,-4.246284501
35023,2.0783539437
35025,9.2936237527
35027,0.0
35028,2.4682554919
35029,4.2377116357
35031,9.7168566038
35033,-1.056524036
35035,6.1736822146
35037,0.3360779701
35039,4.301396089
35041,6.5279277511
35043,4.3306415134
35045,7.4845741462
35047,2.1901681981
35049,2.2490421063
35051,-13.23449345
35053,1.5319148936
35055,1.2795320568
35057,0.4294215079
35059,-4.313280363
35061,4.1496204853
36000,4.7621103643
36001,1.0486319449
36003,-0.144315019
36005,9.1069914851
36007,0.3014848127
36009,1.5958482813
36011,0.6784004824
36013,-0.007476272
36015,1.494079849
36017,-0.799480338
36019,1.1624918931
36021,-1.7603239
36023,0.101622918
36025,-2.489477737
36027,0.9745344078
36029,0.469629281
36031,-1.868297802
36033,0.4064411241
36035,-1.273224988
36037,0.1505620985
36039,-1.293050367
36041,-6.438882542
36043,0.0311010551
36045,11.076235257
36047,10.342775197
36049,4.0204341331
36051,0.5553627213
36053,1.5691564408
36055,2.3840518843
36057,-0.220573491
36059,2.5461461163
36061,6.1629773368
36063,-0.613337298
36065,0.9914890071
36067,2.7925070936
36069,0.1381151881
36071,6.5338675254
36073,-0.517409659
36075,2.7604451218
36077,-1.357926898
36079,2.1057698093
36081,7.1992338722
36083,1.3854670152
36085,4.7003350555
36087,8.4185834777
36089,1.593717725
36091,2.5699175372
36093,2.2008519427
36095,0.4021219667
36097,0.0
36099,1.4413294144
36101,1.4641066677
36103,3.0835742758
36105,1.3118246052
36107,0.5931608553
36109,2.7182016847
36111,0.1373679207
36113,-0.777717628
36115,0.9040874268
36117,2.0935663097
36119,3.8844437995
36121,0.5266370633
36123,2.0869839145
37000,4.1261255951
37001,1.3988893864
37003,-0.054092065
37005,-3.369916663
37007,-0.757274569
37009,-2.708217399
37011,-3.278595857
37013,-1.030429205
37015,-1.596053395
37017,-0.889692482
37019,-1.683183467
37021,1.138550452
37023,-1.141173082
37025,4.7275761597
37027,-0.267425182
37029,0.49932591
37031,-1.642157588
37033,-3.182932599
37035,1.7725908291
37037,-0.373145931
37039,-5.386062641
37041,0.1355840282
37043,-5.248359888
37045,-0.349149462
37047,1.1280903166
37049,6.4049488461
37051,10.192463754
37053,0.2086332436
37055,2.3636177942
37057,0.8651288643
37059,-0.048416772
37061,4.7865840812
37063,9.4059246596
37065,1.7543074513
37067,4.3559951806
37069,2.0923408881
37071,2.184243073
37073,1.0863661054
37075,-1.940860829
37077,1.2689031809
37079,2.575810795
37081,4.5365642457
37083,-0.611983755
37085,7.7801990206
37087,-2.113048072
37089,-1.580380965
37091,-0.324425159
37093,13.266500585
37095,-0.696439453
37097,1.5507851236
37099,0.8655225283
37101,6.0317908825
37103,-2.185683771
37105,5.0267043669
37107,0.0337481544
37109,1.3373581445
37111,-1.265935237
37113,-2.777244324
37115,-0.191722386
37117,-3.414461494
37119,9.0680448755
37121,-2.346346868
37123,2.2090244079
37125,-0.334349384
37127,1.4036778455
37129,2.8384789801
37131,-2.407351682
37133,17.355611692
37135,4.115286713
37137,-3.274568785
37139,1.6368235703
37141,2.4324299039
37143,-1.255307366
37145,-0.381218629
37147,5.6432916098
37149,-6.117867627
37151,2.1046852123
37153,0.6020857972
37155,4.2860573814
37157,-1.699153112
37159,0.6683229453
37161,-1.60438532
37163,4.1659461414
37165,1.5200088437
37167,-0.925681037
37169,-1.874873499
37171,0.0
37173,3.5637918746
37175,-3.442917644
37177,-1.891476534
37179,5.9425073313
37181,3.6512098782
37183,8.1994973541
37185,-2.298740482
37187,-0.782288978
37189,0.9065658514
37191,5.253482544
37193,-0.565816008
37195,2.977527053
37197,0.4445257956
37199,-2.945007646
38000,5.6881089959
38001,-4.737295435
38003,-1.537140015
38005,13.373950516
38007,9.0754395916
38009,-3.357497138
38011,-0.314762354
38013,2.8275212064
38015,6.5072200564
38017,9.8353163811
38019,-6.354047528
38021,-7.637960665
38023,-6.832156684
38025,2.6034886748
38027,-10.64735945
38029,-6.020642202
38031,-2.974862413
38033,-1.122334456
38035,7.9859352186
38037,-6.795497983
38039,-8.483563097
38041,-4.359889021
38043,1.2272448353
38045,-2.689486553
38047,-3.577817531
38049,2.1237058667
38051,-11.98257081
38053,4.5366602175
38055,1.2996859092
38057,3.0769230769
38059,4.5874847681
38061,7.9562997269
38063,-11.12201505
38065,3.2458750338
38067,-1.235076163
38069,-5.446499489
38071,0.2596615744
38073,-1.834525775
38075,0.0
38077,2.4008125827
38079,12.029654497
38081,-1.301236174
38083,-1.538461538
38085,15.413358244
38087,2.6791694575
38089,7.6410620692
38091,0.5099439062
38093,-0.904783447
38095,1.3181019332
38097,0.1239310943
38099,-0.181414123
38101,9.9944217181
38103,-5.691924582
38105,8.290803856
39000,2.2816724956
39001,0.2114462926
39003,1.4959854567
39005,1.2583222995
39007,-0.754953138
39009,1.6963659216
39011,1.3113177651
39013,-3.203867526
39015,1.5746260263
39017,3.936960035
39019,-2.266466753
39021,0.4534176354
39023,-0.85096479
39025,4.2676467192
39027,1.3376009172
39029,-0.467204575
39031,1.0846869322
39033,-2.114164905
39035,0.7774685514
39037,1.9777879203
39039,1.7473532737
39041,6.6951749142
39043,-2.011559939
39045,3.5385007216
39047,1.2145608495
39049,8.0374982404
39051,1.8419467961
39053,1.6150653294
39055,1.9458685042
39057,2.4580589873
39059,0.5264081418
39061,4.3529060233
39063,3.0191991807
39065,1.8600838614
39067,-2.732414056
39069,1.9345824526
39071,1.3203307776
39073,0.2382167773
39075,11.801538623
39077,1.888383072
39079,0.2424499568
39081,-4.710226571
39083,1.6551000844
39085,-0.570120465
39087,0.6583119917
39089,2.6527021416
39091,1.8235145497
39093,1.7694247381
39095,3.1183227715
39097,1.254282562
39099,-2.993246171
39101,1.2492850477
39103,1.9935066993
39105,-0.29648454
39107,2.309014984
39109,1.5656300445
39111,-1.442555384
39113,2.1536319853
39115,-2.60295001
39117,3.1589225202
39119,0.8370292437
39121,1.6990043834
39123,-2.010610208
39125,1.1393945672
39127,1.27395591
39129,1.4975264073
39131,-0.316622691
39133,0.1051791448
39135,-0.668273706
39137,4.4320037322
39139,0.7730585043
39141,1.2264236196
39143,1.7014106842
39145,-0.467788939
39147,-0.745818091
39149,4.7145847304
39151,0.3469432961
39153,0.8742656307
39155,-2.394086894
39157,1.644167532
39159,5.3073443447
39161,0.9779780304
39163,0.3759257171
39165,4.2261596508
39167,-1.657808767
39169,4.7022353033
39171,2.3433859264
39173,3.1461676626
39175,1.8589005931
40000,4.0443301491
40001,3.6778553229
40003,-1.767408978
40005,1.8440370226
40007,0.8909479686
40009,4.5396447618
40011,0.8208916936
40013,4.5048687235
40015,1.1461318052
40017,6.2175223339
40019,0.7492975336
40021,4.0547177896
40023,-1.707269026
40025,0.0
40027,4.6799213955
40029,-1.183531998
40031,7.9489808441
40033,-0.810372771
40035,-3.428801936
40037,0.5798700243
40039,7.2003688859
40041,-2.710807245
40043,-0.20828994
40045,-2.216748768
40047,4.5677051784
40049,-0.985167752
40051,1.1155544211
40053,-1.538968891
40055,-3.93474875
40057,6.4979480164
40059,-1.077586207
40061,2.8929981626
40063,-2.48057491
40065,7.3697006534
40067,-2.188696944
40069,-0.362992876
40071,1.8354437294
40073,1.5903518654
40075,-0.212935853
40077,0.0
40079,1.4080736165
40081,0.0584709838
40083,3.4105376269
40085,4.0086502453
40087,1.6107154968
40089,2.4604674888
40091,-5.8323448
40093,3.7812112915
40095,0.3753636335
40097,-0.921491361
40099,-2.645113887
40101,1.7835404694
40103,-0.519255733
40105,-1.507017048
40107,0.4864601913
40109,7.3313792937
40111,0.80671591
40113,-1.553903658
40115,-0.218579235
40117,-1.928989089
40119,3.9117499028
40121,-1.161503819
40123,3.9045495917
40125,1.7926883923
40127,-2.823363332
40129,2.1253985122
40131,2.6641922317
40133,-1.652599894
40135,1.4442826532
40137,-0.288937045
40139,10.827966023
40141,0.6317119394
40143,6.5453268376
40145,3.8115944947
40147,0.6408451388
40149,-0.345901072
40151,0.1133658315
40153,6.4245604571
41000,3.0837583195
41001,-1.123104761
41003,1.8965676751
41005,2.4335685608
41007,1.7148292539
41009,0.3244777936
41011,-4.671146503
41013,-2.133591951
41015,-7.106939323
41017,2.2490880602
41019,-2.969867056
41021,-2.562131694
41023,-3.529012555
41025,1.6432728518
41027,4.2231607024
41029,0.2143210285
41031,5.0016060203
41033,-4.544987519
41035,0.5596859708
41037,-1.019692818
41039,0.186149097
41041,-3.237898626
41043,2.7153110554
41045,3.4027383942
41047,5.4991738698
41049,6.9487750557
41051,5.3220657774
41053,3.5625082161
41055,-0.572246066
41057,-1.183548673
41059,6.4365544279
41061,2.3592659202
41063,-5.805515239
41065,-0.158146523
41067,7.6769794335
41069,-13.45132743
41071,2.9160654161
42000,1.2993410048
42001,0.4439445957
42003,-0.356212244
42005,-2.50020104
42007,-2.532567883
42009,-0.382991161
42011,2.9424361726
42013,-1.42792903
42015,1.6493668176
42017,0.6649169973
42019,-0.021644085
42021,-2.710170178
42023,-4.605987784
42025,-3.218206735
42027,2.3030431692
42029,3.9264980174
42031,-0.982875288
42033,-2.468771878
42035,0.7823837466
42037,-0.99909783
42039,0.2956275548
42041,0.9992631484
42043,3.6754479336
42045,2.6534861379
42047,-2.649131936
42049,1.4710611361
42051,-3.074053733
42053,-6.943534652
42055,3.6373736839
42057,0.543459801
42059,-1.282907225
42061,-0.717828243
42063,-0.712500424
42065,-0.80243405
42067,1.4191298707
42069,-2.142172088
42071,4.7619274196
42073,-1.928993099
42075,1.6588046239
42077,2.3044500455
42079,-1.853140918
42081,0.6325597299
42083,-1.321233615
42085,-2.070866787
42087,1.7326017904
42089,0.2835882181
42091,2.361902732
42093,-0.434782609
42095,0.750056924
42097,-2.59531149
42099,2.2020668905
42101,5.7517244502
42103,-2.04683006
42105,-0.171340453
42107,-3.352982899
42109,1.7071701145
42111,-2.203699623
42113,-6.24122328
42115,-1.207140702
42117,0.779285183
42119,0.3101702613
42121,-2.241205107
42123,-2.923870625
42125,-1.955062387
42127,-3.428440821
42129,-3.201218883
42131,0.4586346798
42133,2.8095318171
44000,1.5994156346
44001,-2.091349326
44003,-0.491050454
44005,0.3244841303
44007,3.0477018488
44009,-0.617030029
45000,3.2918153635
45001,1.1177644711
45003,2.4220685575
45005,-1.384904541
45007,1.2255292058
45009,-1.015615082
45011,3.0791887007
45013,4.6704299632
45015,7.5526071225
45017,0.7341898882
45019,5.3991686555
45021,2.5644014454
45023,3.0799255939
45025,0.583361241
45027,-0.608378237
45029,-0.235128145
45031,0.4404510218
45033,2.2123893805
45035,6.6205257518
45037,-0.411599626
45039,-0.936628563
45041,2.8953221318
45043,-1.926830281
45045,5.1049862808
45047,3.2759681273
45049,1.3001709484
45051,1.149526449
45053,5.2128243317
45055,1.832458629
45057,1.4888811122
45059,-0.015076134
45061,-1.652496069
45063,3.9280125488
45065,-6.421189927
45067,0.0
45069,-0.351840124
45071,-1.012887663
45073,0.0268811785
45075,2.0528723834
45077,0.8517567483
45079,5.5786935835
45081,2.8233633316
45083,2.8244160494
45085,5.4763188724
45087,-3.024122653
45089,-1.625535688
45091,4.7098568729
46000,5.40930335
46003,2.1905805038
46005,5.1537728979
46007,14.20495724
46009,-0.85445742
46011,5.7620016023
46013,1.825650388
46015,2.6442534706
46017,21.532298448
46019,-0.389768575
46021,-9.193776521
46023,8.1583813771
46025,-4.450625869
46027,3.2088993475
46029,4.4316902176
46031,10.117211598
46033,-2.640897905
46035,2.2686025408
46037,-3.529827038
46039,-2.287805994
46041,18.476173054
46043,-6.416751098
46045,-2.483854943
46047,-9.048473968
46049,-1.27388535
46051,0.0
46053,-6.380716058
46055,-1.041124414
46057,6.7159167226
46059,-2.055196712
46061,7.6991412496
46063,1.5509887553
46065,4.8352280904
46067,-0.827472073
46069,-0.707213579
46071,10.113780025
46073,-1.453488372
46075,-1.002506266
46077,-0.961538462
46079,2.40250547
46081,-0.410416367
46083,13.130390025
46085,6.0630025043
46087,-4.141159525
46089,-4.919040787
46091,-3.650026838
46093,6.0768961084
46095,-1.940334708
46097,-7.354531689
46099,8.7054976922
46101,5.8502039874
46102,15.823577847
46103,7.4140033682
46105,-4.958677686
46107,-10.1910828
46109,7.276255154
46111,-2.995934089
46115,0.6013229104
46117,7.3899899227
46119,6.4239828694
46121,18.632911392
46123,0.0
46125,-1.200696404
46127,4.3475307384
46129,-2.544298046
46135,1.9519119865
46137,12.242042672
47000,3.0604078101
47001,-1.754922424
47003,3.8673605817
47005,-6.308000243
47007,0.3858322401
47009,0.3229869836
47011,2.5691197777
47013,-1.13272593
47015,-1.308472359
47017,-2.831474814
47019,-2.38817418
47021,2.4802792232
47023,0.8765266172
47025,-3.820319717
47027,-5.568866153
47029,-1.747414109
47031,-0.395976128
47033,-1.165581076
47035,-3.329897725
47037,7.4568453747
47039,-5.060902385
47041,-0.531589719
47043,1.2974569843
47045,2.8831284565
47047,3.003003003
47049,-2.283295742
47051,-1.520632779
47053,-0.301313728
47055,-2.128645735
47057,-0.396109326
47059,-3.044956609
47061,-4.195649774
47063,1.4801492882
47065,2.297655605
47067,-3.142536476
47069,-0.78532563
47071,-1.890760356
47073,-2.63295076
47075,0.8690456792
47077,0.1781864186
47079,-3.73358841
47081,-1.029738858
47083,-5.247152823
47085,-0.92668302
47087,-3.196130091
47089,-0.556579149
47091,-3.573195536
47093,2.7781354586
47095,-1.805519732
47097,0.9387128802
47099,1.5892594525
47101,0.9133178346
47103,-1.437857592
47105,-0.605993273
47107,0.1908834084
47109,-0.804304946
47111,1.8690341099
47113,4.6492937041
47115,-0.745672437
47117,2.5234960126
47119,3.741242924
47121,-3.767929779
47123,-0.400008889
47125,13.346766827
47127,-3.160556258
47129,-1.731601732
47131,-1.651186791
47133,-0.631640687
47135,-0.381752243
47137,-6.488399528
47139,-4.611468783
47141,1.337026072
47143,1.1792269857
47145,-3.327044785
47147,4.8363067386
47149,7.4729973121
47151,0.8581752484
47153,1.1878144215
47155,1.6997722741
47157,7.0884031545
47159,-0.416786059
47161,-1.809136137
47163,-2.854424358
47165,4.1559607702
47167,4.4614871081
47169,0.1281312064
47171,-4.158117905
47173,1.1489450595
47175,-1.605995717
47177,0.0
47179,0.2894356006
47181,0.0588702793
47183,-0.230511014
47185,-2.457710105
47187,5.370541141
47189,3.6110416499
48000,8.0769980965
48001,-1.03045864
48003,9.9711028548
48005,4.8510920678
48007,-4.156400643
48009,-0.339827821
48011,-3.599897146
48013,4.8073785647
48015,3.1137389357
48017,10.339527735
48019,0.0
48021,2.9505220154
48023,-8.510638298
48025,4.3828513226
48027,12.578773398
48029,8.1583499784
48031,-0.755322664
48033,-4.819277108
48035,-3.353030095
48037,3.2931908436
48039,7.9145625153
48041,8.6294033341
48043,3.6543422184
48045,-0.618238022
48047,6.9386622259
48049,-1.081680034
48051,0.0
48053,1.085538092
48055,3.9661965989
48057,3.0279032934
48059,-1.481536353
48061,12.039880446
48063,0.0802922638
48065,-3.407155026
48067,-1.39275766
48069,11.00513573
48071,5.1241569377
48073,4.5327107369
48075,-0.424718624
48077,-4.152706338
48079,4.5826513912
48081,-7.730364873
48083,-5.169442849
48085,8.5448818706
48087,4.5834015387
48089,-2.504213821
48091,2.2556457226
48093,1.4498006524
48095,0.4872700694
48097,2.7216174184
48099,7.002701779
48101,-2.005347594
48103,8.5556681301
48105,6.2525485932
48107,0.8278145695
48109,7.2202166065
48111,10.755001076
48113,9.9715764436
48115,4.7518093428
48117,9.8727342846
48119,-3.272692271
48121,8.9248811738
48123,1.232650445
48125,-5.504975651
48127,9.0379008746
48129,-5.456281544
48131,5.3896826076
48133,-2.48373424
48135,10.382315573
48137,3.0234315949
48139,5.0635061677
48141,11.027680568
48143,4.6216502611
48145,-0.112936925
48147,-3.171357015
48149,-2.226269986
48151,-6.936416185
48153,1.7301038062
48155,0.0
48157,9.0065058722
48159,-0.754752583
48161,-0.818707466
48163,5.4766677018
48165,14.24823968
48167,5.7085010743
48169,1.8492834027
48171,-4.062612021
48173,11.914217633
48175,-3.02634294
48177,5.6948469195
48179,3.4224786644
48181,0.7234343401
48183,6.1771348349
48185,1.6499793753
48187,6.0119803957
48189,7.8745577445
48191,-7.294832827
48193,-3.966822935
48195,4.6787835163
48197,-3.63372093
48199,2.5410193117
48201,10.346025934
48203,4.7211789372
48205,3.300057751
48207,-7.092198582
48209,7.5409371619
48211,7.7028202261
48213,-0.215423021
48215,15.505180968
48217,0.4832497122
48219,6.7818715357
48221,-1.909501215
48223,2.8623655609
48225,-2.100885373
48227,1.730864723
48229,9.7503323977
48231,2.7178607212
48233,3.9050084003
48235,7.5829383886
48237,1.9975585396
48239,3.2487022847
48241,2.8588081823
48243,3.494975972
48245,4.2565912821
48247,9.6536059057
48249,5.0920060332
48251,5.1847899735
48253,0.7972097658
48255,0.2012207392
48257,5.9786920549
48259,1.2576459155
48261,-4.519774011
48263,-7.326007326
48265,-3.985507246
48267,-3.289834412
48269,3.7878787879
48271,1.9321004692
48273,7.7971493622
48275,0.5367686527
48277,1.6278625762
48279,3.9395458778
48281,1.6008804843
48283,6.7801398404
48285,-1.338860424
48287,2.7827349445
48289,1.6681560917
48291,5.1325807299
48293,3.0035746769
48295,0.884825247
48297,0.7771349624
48299,-7.198935809
48301,0.0
48303,5.7853518544
48305,3.7664783427
48307,0.0
48309,6.2612631491
48311,0.0
48313,1.7455180188
48315,-4.124898077
48317,10.340632603
48319,-0.741748053
48321,5.244110618
48323,12.53771673
48325,2.8723620891
48327,-7.243096424
48329,9.9041577988
48331,1.2315018165
48333,-6.587750901
48335,1.6021361816
48337,-2.293811805
48339,7.1319483671
48341,11.865168539
48343,-0.785145056
48345,-5.006257822
48347,5.4744109306
48349,3.699200931
48351,-0.689726523
48353,1.7955112219
48355,5.8564645357
48357,8.358662614
48359,3.3997085964
48361,2.4935241
48363,3.8262797475
48365,1.3747708715
48367,3.1707050403
48369,7.7223851417
48371,5.7031174906
48373,-2.371281151
48375,7.3048105646
48377,8.0660898979
48379,-1.549539696
48381,5.0885873132
48383,5.2401746725
48385,-5.307386112
48387,-4.014957685
48389,4.230864154
48391,-1.783631749
48393,4.2826552463
48395,0.9060159459
48397,5.6547891667
48399,-3.16774658
48401,2.9396716126
48403,-5.835019528
48405,-1.819422333
48407,-0.186143479
48409,4.7641807613
48411,1.8276979314
48413,1.8267620642
48415,3.5301385579
48417,1.7923823749
48419,2.6257360749
48421,5.617049397
48423,4.7804478746
48425,2.0023557126
48427,15.483933599
48429,-0.208877285
48431,-4.235493435
48433,-11.66380789
48435,3.0368214602
48437,5.1121477411
48439,8.9129288405
48441,5.7841363318
48443,4.2757883485
48445,5.0606887281
48447,-5.543578688
48449,7.6540022132
48451,4.7098970043
48453,10.062100579
48455,-7.364581182
48457,-2.454953912
48459,0.5524237592
48461,3.3603177028
48463,5.5874301571
48465,11.189610814
48467,-1.470953445
48469,5.4450878176
48471,1.0655534309
48473,6.9428739427
48475,4.6524611519
48477,-0.058913633
48479,16.165566376
48481,3.2515196001
48483,-0.181241504
48485,3.7180385823
48487,3.141243783
48489,6.8957746479
48491,8.721503351
48493,4.7034764826
48495,5.0908090259
48497,3.4387952588
48499,-4.806155667
48501,7.8622238862
48503,-1.037316081
48505,13.402098025
48507,8.8743773285
