county_fips,rate_domestic_migration
17075,-9.70274323
17077,-16.29642191
17079,-6.662155832
17081,-4.131475041
17083,-13.0748524
17085,-8.113035552
17087,-25.12781895
17089,-3.322365751
17091,-8.05995602
17093,4.0579921023
17095,-7.879789221
17097,-7.244622788
17099,-7.141759404
17101,-13.10993353
17103,-0.202854452
17105,-14.02794587
17107,-2.976903336
17109,-18.21797421
17111,-5.264091123
17113,-9.306463399
17115,-10.46199339
17117,-1.703670536
17119,-2.362514272
17121,-7.90534527
17123,-0.840124338
17125,-8.933110611
17127,-4.757472334
17129,3.8781611053
17131,-5.422993492
17133,2.9267427423
17135,-2.265977718
17137,-1.125459924
17139,-9.266514496
17141,-9.46381454
17143,-13.54421249
17145,-5.592841163
17147,9.1865912271
17149,-1.585439325
17151,-18.64746843
17153,-6.748956576
17155,-0.874355163
17157,-10.7942349
17159,-6.858365318
17161,-12.32145741
17163,-9.893096232
17165,-9.39969215
17167,-7.275952071
17169,-14.24441154
17171,-12.79275733
17173,-4.408523145
17175,5.6276663338
17177,-3.158899211
17179,-4.287301386
17181,-10.0031987
17183,-9.856403491
17185,-11.22334456
17187,-14.15868083
17189,-6.117928343
17191,-1.391451647
17193,-4.525686808
17195,-7.319546717
17197,-1.999701646
17199,-0.919322074
17201,-7.958647135
17203,-1.952648279
18000,-1.313626817
18001,-3.593685381
18003,-1.620578359
18005,-1.967145013
18007,-7.261829289
18009,-8.375415692
18011,12.953428964
18013,4.5348449483
18015,2.2077270447
18017,-9.791277341
18019,4.5484729197
18021,-8.630358331
18023,-7.804273769
18025,2.9331062541
18027,-1.215196026
18029,-0.808971494
18031,5.1413881748
18033,0.8690750223
18035,-2.022262168
18037,-2.972855003
18039,-4.913473196
18041,-2.958833619
18043,-0.065257539
18045,-3.51579075
18047,-9.538394224
18049,-10.97434376
18051,-2.645345381
18053,-11.16677103
18055,-4.733617969
18057,14.015024106
18059,16.691978273
18061,1.4900306845
18063,10.648997963
18065,-4.12371134
18067,-0.413017335
18069,-5.493599956
18071,-4.074107793
18073,-4.545250662
18075,-8.872230393
18077,-2.696545632
18079,-7.714213619
18081,11.480788813
18083,-11.45246561
18085,-2.530534909
18087,-0.205843379
18089,-6.221765914
18091,-6.957481555
18093,0.7679985957
18095,-1.051341814
18097,-5.026708699
18099,-6.665309315
18101,-4.704498677
18103,1.2214249032
18105,0.1517220452
18107,-2.928831997
18109,-1.235703201
18111,-0.35761542
18113,-6.679801502
18115,3.0607039619
18117,-8.847520904
18119,4.2181957626
18121,-5.367464905
18123,-18.02131216
18125,0.2419549964
18127,-1.780119411
18129,-0.351205807
18131,-14.39697899
18133,-8.564333177
18135,-2.626865672
18137,-1.585819252
18139,-4.738057396
18141,-0.505366735
18143,0.4224132469
18145,-4.471039855
18147,-5.835014952
18149,6.538939384
18151,-6.773452717
18153,-6.108118507
18155,-1.599623618
18157,2.3076004933
18159,-4.603446008
18161,-4.468025691
18163,-3.085986041
18165,3.2065670493
18167,-0.538725543
18169,-8.773452417
18171,-12.04745969
18173,5.3915338347
18175,-0.396382112
18177,-4.640649092
18179,-3.122980831
18181,-10.13485563
18183,-2.659932157
19000,-1.777257154
19001,-14.13427562
19003,-12.62422777
19005,-4.688908927
19007,-4.624830556
19009,-11.64329188
19011,-1.677983298
19013,-11.23780822
19015,0.2270190507
19017,-3.596468187
19019,-9.071048632
19021,-13.16985675
19023,-10.27617213
19025,3.2633081787
19027,-3.283428487
19029,-9.499754967
19031,5.3002568166
19033,4.1125013069
19035,-4.633474669
19037,-5.856877707
19039,3.0258820987
19041,-11.95377062
19043,-3.786701331
19045,-7.63664747
19047,-7.781190581
19049,31.040945178
19051,7.4740954646
19053,-12.47683755
19055,-8.765606528
19057,-7.397436059
19059,7.2113270601
19061,-5.929353917
19063,-13.06850594
19065,-13.1
19067,-5.981049517
19069,-13.85636222
19071,6.4939750343
19073,7.9130677069
19075,-8.667125673
19077,-0.469682025
19079,-12.21404285
19081,-13.50673055
19083,-1.857818805
19085,-4.896221394
19087,-2.671640286
19089,-6.031233172
19091,-2.20056586
19093,0.1435853256
19095,-4.98860627
19097,0.103201837
19099,-2.6671747
19101,-4.559481776
19103,0.0753757653
19105,-2.596448255
19107,-1.474853744
19109,-3.436653228
19111,-11.93909332
19113,2.3278993082
19115,-13.68523949
19117,-2.796387999
19119,-4.080418243
19121,3.6172103059
19123,-9.034113893
19125,-0.694287224
19127,-9.666157268
19129,8.685485218
19131,-2.251407129
19133,-1.699524133
19135,-9.771573604
19137,-1.874414246
19139,-7.392254405
19141,1.2207381876
19143,-12.07670339
19145,-7.144944951
19147,-12.32529988
19149,7.548074043
19151,-14.47073294
19153,5.095684811
19155,-3.955505904
19157,-4.203400933
19159,5.0190724754
19161,-12.7388535
19163,-4.191397462
19165,-7.848490019
19167,-2.754741886
19169,-8.556857112
19171,-2.848092069
19173,-7.223693715
19175,-4.033884631
19177,-6.466258513
19179,-10.32225223
19181,14.658979392
19183,-4.38210115
19185,12.025612994
19187,-9.506141075
19189,2.5465692054
19191,-16.90469251
19193,-6.29697141
19195,-3.071991452
19197,-2.959501558
20000,-6.241048961
20001,-0.631089023
20003,0.6398771436
20005,-2.866377996
20007,-31.16773718
20009,-13.06512205
20011,-9.333378751
20013,-10.12972247
20015,3.8524917044
20017,-4.538577912
20019,0.2964280421
20021,-14.51300532
20023,-1.872308556
20025,-5.788712012
20027,-22.56372728
20029,-10.73502027
20031,8.0577269994
20033,14.188267394
20035,-3.025125347
20037,-7.264820618
20039,-29.2123109
20041,-11.84424296
20043,-10.18960402
20045,2.5315071719
20047,-17.4239836
20049,-20.05899705
20051,-8.871093008
20053,2.2215169787
20055,-23.98930207
20057,-23.90829852
20059,0.3529965485
20061,-68.647085
20063,-28.57142857
20065,-5.433727925
20067,-15.97506332
20069,-17.00652192
20071,-17.06087631
20073,-13.44673957
20075,12.3029604
20077,-16.07267645
20079,-3.566908296
20081,-22.4276032
20083,-17.20430108
20085,-3.615138392
20087,1.1164867882
20089,-28.75235324
20091,1.4497739125
20093,-19.95140043
20095,-23.78263469
20097,-32.30254087
20099,-14.94834029
20101,-12.41079739
20103,7.5048787987
20105,-17.36613603
20107,3.2315229855
20109,2.4977698483
20111,0.5112628192
20113,-6.23718836
20115,0.9970918155
20117,-7.741672609
20119,-20.38186717
20121,3.2581720741
20123,-13.43892489
20125,-18.70427634
20127,-10.19131057
20129,-52.58575657
20131,-5.053758113
20133,-13.3275745
20135,-16.73080141
20137,-7.980411717
20139,-1.704760702
20141,-8.023239729
20143,-1.182532308
20145,-4.596678529
20147,0.184808723
20149,11.898647492
20151,-16.61992313
20153,0.0
20155,-6.499447862
20157,-2.995613566
20159,-15.73045111
20161,-45.39338527
20163,-10.87695445
20165,-5.201560468
20167,-5.408867696
20169,-11.90389912
20171,4.4323562003
20173,-3.942685576
20175,-36.90708252
20177,-5.680051759
20179,3.2258064516
20181,-3.35598624
20183,-5.71817563
20185,-7.856207594
20187,0.9580838323
20189,-34.2597448
20191,-10.51502146
20193,-11.94257401
20195,-13.89130057
20197,-3.485585651
20199,-5.986032591
20201,-3.5932447
20203,-16.75197766
20205,-16.30279884
20207,18.000947418
20209,-6.728225362
21000,-0.846555307
21001,2.6027432914
21003,1.7399289529
21005,8.6146312711
21007,-18.32492928
21009,2.7946717979
21011,3.272117469
21013,-4.104518635
21015,3.0039120715
21017,-2.034941433
21019,-6.77074706
21021,5.389391936
21023,8.524432705
21025,-10.77618689
21027,-1.45141513
21029,4.6232085067
21031,-3.304484658
21033,-8.588763691
21035,-2.145007688
21037,-1.279958347
21039,-13.07732226
21041,-7.137490609
21043,-7.306870285
21045,2.283974115
21047,-34.00266444
21049,4.2510942373
21051,-15.09615385
21053,1.6680567139
21055,-0.65577354
21057,1.6335016335
21059,-0.300726254
21061,8.642539577
21063,-8.245229071
21065,-0.766871166
21067,1.941891188
21069,-7.43315324
21071,-12.69815702
21073,2.6902612543
21075,-12.36848446
21077,8.7699053773
21079,7.5168406141
21081,2.9005357934
21083,-3.599006245
21085,-1.3784917
21087,4.4708029197
21089,-1.976889879
21091,5.067956692
21093,0.0844135137
21095,-15.19210304
21097,-4.407417361
21099,3.3006871923
21101,-3.738277367
21103,17.453896869
21105,1.952489424
21107,-8.575824032
21109,1.7235565214
21111,-2.625929092
21113,1.6149498212
21115,-8.872265472
21117,-2.221952404
21119,-10.13730271
21121,0.8897928054
21123,-6.186006826
21125,0.3833429169
21127,-1.261829653
21129,-19.17602996
21131,-17.08185053
21133,-10.43485854
21135,-6.843518893
21137,-0.861998194
21139,-5.084654081
21141,-4.791853848
21143,-20.22498803
21145,4.7907133864
21147,-21.05500833
21149,-2.989536622
21151,10.700783149
21153,-9.822410813
21155,-5.215531854
21157,9.9777025618
21159,-24.92777548
21161,5.7281468276
21163,7.5066446376
21165,13.414443925
21167,1.3557103455
21169,10.22812735
21171,-4.348442596
21173,1.7740125267
21175,-0.603159046
21177,-2.788684991
21179,5.7388175829
21181,4.5255267996
21183,5.77014882
21185,10.618161673
21187,-2.990095309
21189,11.214534036
21191,4.8139742796
21193,-7.513285688
21195,-19.94894118
21197,1.2248897599
21199,2.8152492669
21201,0.4695938014
21203,-2.425748432
21205,-10.35508989
21207,7.2770350313
21209,16.935025573
21211,9.5521741485
21213,1.3373081102
21215,12.304987915
21217,-8.897250475
21219,-10.88534107
21221,6.1009817672
21223,-12.9263085
21225,-11.50895141
21227,7.3121764502
21229,6.717531929
21231,4.9350460846
21233,2.3541919806
21235,-3.960286359
21237,-2.356202356
21239,6.7336180692
22000,-2.813728658
22001,-3.76200534
22003,-0.857515932
22005,8.9817873923
22007,-7.973014413
22009,-2.928186233
22011,7.1016543317
22013,-2.101220882
22015,-4.485553178
22017,-13.35513873
22019,5.0373667353
22021,1.0934937124
22023,8.5999562714
22025,-15.67996784
22027,-5.12235011
22029,-13.0354744
22031,1.8050873994
22033,-5.205175137
22035,-7.855567806
22037,-0.051212455
22039,-7.389710792
22041,-1.913828639
22043,-2.19824589
22045,-16.18070039
22047,-9.181818182
22049,-2.198354375
22051,-4.950977749
22053,-4.170712682
22055,-0.615887825
22057,-3.546387562
22059,0.5999800007
22061,-7.797106641
22063,11.946101618
22065,-7.725694444
22067,-15.67199923
22069,-2.793868868
22071,-1.210360997
22073,-4.506385108
22075,-11.12061591
22077,-5.687460504
22079,-3.429113324
22081,-10.73159474
22083,-6.293911007
22085,-7.210940738
22087,-0.285093971
22089,-1.613393061
22091,-5.372733378
22093,-3.914806357
22095,-7.569831117
22097,-2.974608313
22099,-6.895782606
22101,-20.44880652
22103,9.4974451434
22105,7.7737289606
22107,-24.81968604
22109,-14.5399717
22111,0.5331556148
22113,-1.683445563
22115,-14.07027363
22117,0.3450320772
22119,-7.592843181
22121,6.7631911379
22123,-14.3602551
22125,-2.409638554
22127,-6.786865017
23000,2.0003165915
23001,-0.998041227
23003,-6.376722773
23005,2.2490911502
23007,0.9333488891
23009,5.2415721038
23011,4.3792550318
23013,3.7462129307
23015,8.7664925175
23017,4.6468563842
23019,-3.996544242
23021,2.3635772742
23023,2.6467072685
23025,-0.473957048
23027,7.1547696342
23029,-3.344956531
23031,6.5232250587
24000,-4.956090579
24001,-2.809396948
24003,0.9130472865
24005,-3.62030292
24009,2.8315035063
24011,4.1262321388
24013,-1.651547428
24015,-1.073856952
24017,4.473458015
24019,-5.008115001
24021,1.837398374
24023,-0.544365814
24025,-0.420060489
24027,3.1912534126
24029,3.0471547193
24031,-8.991822983
24033,-10.38409697
24035,-0.387569227
24037,-0.098772083
24039,4.5025812211
24041,-5.258357032
24043,0.8705259986
24045,-1.884311147
24047,3.9249594388
24510,-16.55381078
25000,-4.430806774
25001,3.0133166135
25003,-4.668039619
25005,-1.530136788
25007,2.0815866316
25009,-4.920627579
25011,-4.311319688
25013,-9.629722134
25015,0.9065141736
25017,-6.035037936
25019,-0.998185118
25021,-4.055818526
25023,1.3275531902
25025,-7.12813308
25027,-4.316308775
26000,-2.725239945
26001,14.403093282
26003,-7.941688425
26005,3.0468241878
26007,1.8471726061
26009,4.2937069003
26011,-6.043685334
26013,-1.284221587
26015,4.5120601161
26017,-6.086392429
26019,12.026113847
26021,-7.234594161
26023,-7.140807072
26025,-3.401930242
26027,-0.370283754
26029,-0.267175573
26031,5.781256145
26033,-8.19498784
26035,-4.36044129
26037,3.8027239921
26039,-3.185981681
26041,-3.60826872
26043,-4.3393276
26045,1.2577807973
26047,0.0911867962
26049,-5.264911452
26051,0.6748575852
26053,-7.125275295
26055,3.4877764335
26057,-8.045110954
26059,-3.709522563
26061,-1.79243592
26063,-5.375579061
26065,-3.012653839
26067,-1.294417629
26069,4.8195626839
26071,-3.735491617
26073,1.6757023164
26075,-6.934537587
26077,-0.280241084
26079,4.2305351917
26081,0.8664956574
26083,9.3852651337
26085,15.881104034
26087,-1.971235818
26089,-4.543347242
26091,0.9243881008
26093,4.6311329242
26095,-7.67724246
26097,-5.569737758
26099,-0.252668887
26101,2.0867003539
26103,-12.38626007
26105,2.8845485508
26107,1.0215216029
26109,-7.582897781
26111,-5.434392282
26113,8.0267558528
26115,-1.983169856
26117,1.4795252792
26119,-0.216333153
26121,1.6200234903
26123,-2.131817374
26125,-3.195987865
26127,-3.571835696
26129,4.9847820356
26131,-5.344021376
26133,0.1294582174
26135,0.3628447025
26137,9.3805928699
26139,2.8375527613
26141,1.4880952381
26143,4.9904594158
26145,-5.909614009
26147,-0.852480185
26149,-2.878431502
26151,-0.724034319
26153,-14.54500249
26155,0.3940254073
26157,-7.738173118
26159,-0.106434639
26161,-2.199942396
26163,-8.666044152
26165,4.4868879794
27000,-0.449804703
27001,1.3288616086
27003,-1.181406743
27005,5.3303157989
27007,1.3971816227
27009,-1.618020706
27011,5.0025012506
27013,3.5447026388
27015,-0.158378207
27017,4.81934502
27019,9.7183976201
27021,10.601441242
27023,-7.711442786
27025,4.8728014931
27027,4.599757235
27029,2.2691173134
27031,10.205045828
27033,-6.406599675
27035,6.3800626979
27037,-0.591569414
27039,0.4884004884
27041,10.305095748
27043,-6.679115197
27045,6.0977073581
27047,-3.641075265
27049,2.8823440175
27051,11.358820039
27053,-1.056327569
27055,0.1069833373
27057,1.5478752993
27059,8.4091410478
27061,-1.127881904
27063,-15.05183413
27065,1.0062893082
27067,-9.70464135
27069,-14.43464314
27071,-11.02058488
27073,-17.03002276
27075,-0.284967941
27077,-20.65629494
27079,-3.38574027
27081,-1.401910103
27083,-6.06212715
27085,-3.46547797
27087,2.1986075486
27089,-8.627116839
27091,-5.658487732
27093,-2.68927975
27095,3.210147197
27097,1.8875679296
27099,-4.831834453
27101,-10.77908857
27103,-0.505606281
27105,-11.64443222
27107,-10.64234132
27109,0.4989020872
27111,4.1789491937
27113,-6.750342791
27115,-4.593255167
27117,-7.873591113
27119,0.9810902761
27121,3.8345658724
27123,-4.257359714
27125,-13.96857072
27127,-13.9029405
27129,-12.71633062
27131,-0.533573187
27133,-4.247637252
27135,-7.826031176
27137,-1.893754856
27139,3.8505048518
27141,11.936547825
27143,-4.713646005
27145,-3.984318132
27147,-2.1845091
27149,-15.54562081
27151,6.5894356467
27153,-1.478166253
