FIPStxt,year,rate_natural_increase_population
21127,2020,-3.300970874
21129,2020,-3.597371152
21131,2020,-6.790493309
21133,2020,-3.551169119
21135,2020,0.0
21137,2020,1.667988853
21139,2020,-3.037205771
21141,2020,1.9598779699
21143,2020,-9.401135462
21145,2020,-1.361637024
21147,2020,-0.057935749
21149,2020,-0.541565123
21151,2020,2.3447545571
21153,2020,-3.675869956
21155,2020,2.0207777404
21157,2020,-4.462136047
21159,2020,-4.351687389
21161,2020,1.0541727672
21163,2020,0.6294256491
21165,2020,-4.64180721
21167,2020,-2.291738283
21169,2020,-1.489499032
21171,2020,0.1870732392
21173,2020,2.0971812462
21175,2020,-3.972864585
21177,2020,-1.758012794
21179,2020,2.8898594181
21181,2020,-1.659292035
21183,2020,0.3329310417
21185,2020,2.8804824808
21187,2020,0.0
21189,2020,-1.124985938
21191,2020,1.0281719103
21193,2020,-3.38682985
21195,2020,-3.867042486
21197,2020,-0.566114032
21199,2020,-0.555714209
21201,2020,0.0
21203,2020,-4.713885077
21205,2020,2.1649000266
21207,2020,-1.176042338
21209,2020,4.6914279645
21211,2020,3.3167495854
21213,2020,2.5963488844
21215,2020,3.0230376316
21217,2020,0.8579841273
21219,2020,3.5772357724
21221,2020,-0.682384251
21223,2020,-1.416848692
21225,2020,-0.623873562
21227,2020,5.4846271136
21229,2020,1.1609586201
21231,2020,0.392512818
21233,2020,2.7699765321
21235,2020,1.5200718579
21237,2020,-2.089718585
21239,2020,1.8036636919
22000,2020,2.6115960451
22001,2020,2.0280221151
22003,2020,2.8518967066
22005,2020,6.0128369296
22007,2020,0.2263980077
22009,2020,1.4401708341
22011,2020,3.1790131702
22013,2020,-4.890159494
22015,2020,3.5503284644
22017,2020,1.2131575842
22019,2020,4.1661235622
22021,2020,0.301780505
22023,2020,2.86000286
22025,2020,-0.942408377
22027,2020,-4.181846982
22029,2020,0.7723001673
22031,2020,0.9473665033
22033,2020,4.1649803824
22035,2020,2.3096355106
22037,2020,-1.926030036
22039,2020,1.6743657592
22041,2020,-0.248886234
22043,2020,2.0970440602
22045,2020,1.9469215192
22047,2020,1.1655726643
22049,2020,-3.790750569
22051,2020,2.8440274846
22053,2020,-0.826643351
22055,2020,4.9599694771
22057,2020,2.4642756717
22059,2020,0.1342597254
22061,2020,2.1096596842
22063,2020,4.4114025476
22065,2020,0.0903056847
22067,2020,-0.637475597
22069,2020,1.8235340089
22071,2020,1.9432937164
22073,2020,2.5856748416
22075,2020,3.2201279464
22077,2020,-0.779655576
22079,2020,1.561694631
22081,2020,-1.532296087
22083,2020,0.1982897509
22085,2020,1.1719158732
22087,2020,4.9774525653
22089,2020,2.3612750885
22091,2020,-0.590580245
22093,2020,2.5090538973
22095,2020,2.6292521755
22097,2020,1.1400434187
22099,2020,2.3552942716
22101,2020,1.8147173578
22103,2020,1.5391915194
22105,2020,4.2443083453
22107,2020,-2.044525216
22109,2020,3.1585026892
22111,2020,-0.856801425
22113,2020,2.1441074734
22115,2020,9.6723542343
22117,2020,-0.754456683
22119,2020,-2.048436447
22121,2020,4.8425234087
22123,2020,-5.227679186
22125,2020,0.2575660013
22127,2020,-4.564581699
23000,2020,-1.686003155
23001,2020,1.1471337845
23003,2020,-3.7507535
23005,2020,0.027179637
23007,2020,-3.460092491
23009,2020,-3.955487099
23011,2020,-2.267276731
23013,2020,-3.648303539
23015,2020,-3.418654846
23017,2020,-4.078493722
23019,2020,-1.421216258
23021,2020,-6.262861233
23023,2020,-2.487909876
23025,2020,-1.703425668
23027,2020,-2.922945119
23029,2020,-4.944178628
23031,2020,-1.344586588
24000,2020,3.0853830681
24001,2020,-3.310766358
24003,2020,3.673500139
24005,2020,1.2046671488
24009,2020,1.8419199307
24011,2020,1.4390214654
24013,2020,0.2851084303
24015,2020,1.2262833396
24017,2020,4.2065327515
24019,2020,-1.721736136
24021,2020,3.9067814729
24023,2020,-2.923624607
24025,2020,1.3783002142
24027,2020,4.9420725547
24029,2020,-7.309038501
24031,2020,5.6174690329
24033,2020,5.669217228
24035,2020,1.3926329716
24037,2020,3.9340494187
24039,2020,-2.342743352
24041,2020,-3.770789846
24043,2020,0.1988697569
24045,2020,1.9162557524
24047,2020,-5.257300741
24510,2020,1.1405321201
25000,2020,1.7212168764
25001,2020,-6.532836531
25003,2020,-3.723414858
25005,2020,0.5560922653
25007,2020,1.4425434927
25009,2020,2.1037054508
25011,2020,-2.514365265
25013,2020,0.9328597715
25015,2020,-2.04988679
25017,2020,3.0085377507
25019,2020,7.4346152144
25021,2020,1.7943198783
25023,2020,0.8002893354
25025,2020,4.9892536281
25027,2020,1.4099137422
26000,2020,1.3508635477
26001,2020,-10.59475078
26003,2020,-5.157467354
26005,2020,3.060521819
26007,2020,-2.183521457
26009,2020,-5.145025404
26011,2020,-6.423338129
26013,2020,-6.653359947
26015,2020,0.7167232715
26017,2020,-1.759916452
26019,2020,-3.321417513
26021,2020,0.0520848593
26023,2020,2.2047931284
26025,2020,0.7606037106
26027,2020,-0.637607234
26029,2020,-2.828205618
26031,2020,-5.947223316
26033,2020,-1.497126053
26035,2020,-2.464132285
26037,2020,2.342362764
26039,2020,-2.649101453
26041,2020,-2.568863697
26043,2020,-2.647698083
26045,2020,0.5636927329
26047,2020,-0.660264106
26049,2020,0.1058460236
26051,2020,-5.278188085
26053,2020,-5.637482383
26055,2020,0.3771185984
26057,2020,-1.401989842
26059,2020,0.6352196436
26061,2020,0.2792243149
26063,2020,-4.341394392
26065,2020,3.2019561041
26067,2020,2.4346180984
26069,2020,-6.052160064
26071,2020,-7.668019847
26073,2020,2.8503224427
26075,2020,0.7569163229
26077,2020,3.0240907907
26079,2020,-0.111594688
26081,2020,5.8322299007
26083,2020,-6.181645269
26085,2020,-3.961397446
26087,2020,-1.583792899
26089,2020,-2.162162162
26091,2020,-0.559534467
26093,2020,0.7985698814
26095,2020,-3.66358713
26097,2020,-4.633920297
26099,2020,0.6686638802
26101,2020,-3.754106053
26103,2020,-1.638112414
26105,2020,-0.721302466
26107,2020,0.8980691513
26109,2020,-2.931717242
26111,2020,1.3463237548
26113,2020,1.9193222807
26115,2020,-0.146337894
26117,2020,1.799349105
26119,2020,-11.18099231
26121,2020,1.7340457707
26123,2020,0.1431214795
26125,2020,1.6418232192
26127,2020,-0.414922108
26129,2020,-4.250340266
26131,2020,-13.54049128
26133,2020,0.5978179644
26135,2020,-5.223200729
26137,2020,-1.338498043
26139,2020,4.4666957798
26141,2020,-6.40569395
26143,2020,-8.989985574
26145,2020,0.2622400545
26147,2020,-1.980142004
26149,2020,2.3630575339
26151,2020,-1.578397805
26153,2020,-5.45296815
26155,2020,-0.851344905
26157,2020,-2.1739545
26159,2020,0.8335648791
26161,2020,2.7812298191
26163,2020,2.5007163659
26165,2020,0.6261460709
27000,2020,4.346835966
27001,2020,-5.224561735
27003,2020,5.7773360625
27005,2020,1.1625879207
27007,2020,4.3652779404
27009,2020,5.1106278947
27011,2020,0.0
27013,2020,3.6287963505
27015,2020,0.0398938823
27017,2020,0.0
27019,2020,5.8287237204
27021,2020,-1.517962557
27023,2020,2.1940002532
27025,2020,3.5361747119
27027,2020,6.2071600683
27029,2020,4.0832529915
27031,2020,1.1021307862
27033,2020,0.8906702293
27035,2020,-0.600697734
27037,2020,5.667042518
27039,2020,4.6042061341
27041,2020,-0.157685182
27043,2020,-0.876264194
27045,2020,0.9023770511
27047,2020,-1.250802324
27049,2020,1.0578697957
27051,2020,-0.501630298
27053,2020,5.7517172735
27055,2020,0.4304315076
27057,2020,0.7947267542
27059,2020,3.0044943262
27061,2020,-1.352834854
27063,2020,-1.114431893
27065,2020,2.3325046804
27067,2020,4.5988224227
27069,2020,3.2687368667
27071,2020,-4.298459043
27073,2020,-6.020922706
27075,2020,-2.729283328
27077,2020,-2.40738264
27079,2020,4.2105263158
27081,2020,-0.884407889
27083,2020,4.5047691795
27085,2020,1.3106525376
27087,2020,5.442670537
27089,2020,2.1368662856
27091,2020,0.5069066025
27093,2020,2.2429745293
27095,2020,1.9474196689
27097,2020,-0.661216639
27099,2020,4.1145080046
27101,2020,0.2431906615
27103,2020,2.7456077578
27105,2020,9.0378807092
27107,2020,-1.400342306
27109,2020,6.2164111984
27111,2020,-0.613204333
27113,2020,2.474197653
27115,2020,-0.914525717
27117,2020,2.1914205884
27119,2020,2.4532058941
27121,2020,-0.089509488
27123,2020,6.1081175007
27125,2020,3.2310177706
27127,2020,2.1694826113
27129,2020,1.4404774154
27131,2020,3.7891836032
27133,2020,1.0686044027
27135,2020,2.968044059
27137,2020,-1.043247107
27139,2020,7.3462883688
27141,2020,7.0809285955
27143,2020,2.4110910187
27145,2020,6.2045764207
27147,2020,2.2619810048
27149,2020,5.4200542005
27151,2020,1.5062671472
27153,2020,4.7528130966
27155,2020,-0.305343511
27157,2020,2.2647439453
27159,2020,0.6568144499
27161,2020,2.9509604035
27163,2020,3.8746381913
27165,2020,4.4740686633
27167,2020,-1.606296683
27169,2020,0.3161461781
27171,2020,6.5674032546
27173,2020,1.3327865491
28000,2020,1.4913124002
28001,2020,-2.883198082
28003,2020,-1.247237775
28005,2020,-1.624431449
28007,2020,-0.657498219
28009,2020,-0.484789722
28011,2020,0.2267463518
28013,2020,-0.138922655
28015,2020,-1.711380682
28017,2020,1.8127064877
28019,2020,-3.15629742
28021,2020,1.3289036545
28023,2020,-0.192764891
28025,2020,-1.084710744
28027,2020,3.2641015896
28029,2020,1.0626051536
28031,2020,0.2669442887
28033,2020,3.783284316
28035,2020,3.1506785307
28037,2020,-0.517096503
28039,2020,4.0320921621
28041,2020,1.2326879849
28043,2020,-1.964448278
28045,2020,-0.421451902
28047,2020,2.818777693
28049,2020,3.5538335215
28051,2020,-0.116096825
28053,2020,-1.838235294
28055,2020,-3.796507213
28057,2020,0.1280655696
28059,2020,1.10202829
28061,2020,-0.243842965
28063,2020,0.1420151956
28065,2020,-3.132972296
28067,2020,1.027191219
28069,2020,-2.362002567
28071,2020,2.1941038109
28073,2020,5.6358152088
28075,2020,0.6561196548
28077,2020,-0.399456739
28079,2020,1.097044562
28081,2020,1.8276395332
28083,2020,1.7253824891
28085,2020,0.2925559147
28087,2020,2.7949384347
28089,2020,1.510003775
28091,2020,-1.175874303
28093,2020,-1.498656864
28095,2020,-0.734515149
28097,2020,-3.13622338
28099,2020,1.9907669601
28101,2020,0.6135982819
28103,2020,3.1478036915
28105,2020,3.6828685904
28107,2020,2.2239129163
28109,2020,-1.280917931
28111,2020,1.0882759198
28113,2020,0.2288096812
28115,2020,4.7459214737
28117,2020,0.3584657665
28119,2020,-4.333068535
28121,2020,2.8107947441
28123,2020,4.9253228921
28125,2020,3.4498620055
28127,2020,-0.299765808
28129,2020,0.3756456409
28131,2020,1.9816695566
28133,2020,-1.247052863
28135,2020,0.0
28137,2020,0.9529187549
28139,2020,0.8625777455
28141,2020,-4.540060878
28143,2020,6.8528178378
28145,2020,2.4725753091
28147,2020,-1.94972495
28149,2020,1.2681199029
28151,2020,-0.966889651
28153,2020,1.9763334074
28155,2020,-4.00472352
28157,2020,-3.905576934
28159,2020,-3.322351117
28161,2020,-1.634721484
28163,2020,1.1567970332
29000,2020,1.8200430033
29001,2020,2.912296582
29003,2020,1.6396223215
29005,2020,-6.004261089
29007,2020,1.456377556
29009,2020,0.1958014573
29011,2020,1.6139993204
29013,2020,0.6158393891
29015,2020,-6.763035622
29017,2020,-0.904530877
29019,2020,4.7785405147
29021,2020,1.9939952258
29023,2020,-1.598777406
29025,2020,-0.994969875
29027,2020,0.758107852
29029,2020,-3.339911948
29031,2020,2.0443276257
29033,2020,-3.447285263
29035,2020,-2.818068794
29037,2020,1.2823618255
29039,2020,-1.474460242
29041,2020,-2.150104146
29043,2020,4.1107043424
29045,2020,0.7336757153
29047,2020,5.0291351338
29049,2020,-0.930870609
29051,2020,2.3327794611
29053,2020,1.018819867
29055,2020,-1.921149348
29057,2020,-5.685950413
29059,2020,0.3565062389
29061,2020,4.4546111245
29063,2020,-1.276833453
29065,2020,-0.642673522
29067,2020,-1.883664858
29069,2020,-3.071200669
29071,2020,1.3385785067
29073,2020,-3.06268291
29075,2020,-1.063102741
29077,2020,1.6982230287
29079,2020,3.3291298865
29081,2020,-3.344082169
29083,2020,-2.475247525
29085,2020,-5.262603936
29087,2020,-3.176403857
29089,2020,1.9940179462
29091,2020,-0.09969717
29093,2020,-5.317053958
29095,2020,3.5603489113
29097,2020,2.9034299351
29099,2020,1.3971358715
29101,2020,5.7204944142
29103,2020,0.2523977789
29105,2020,2.1873554032
29107,2020,-0.459770115
29109,2020,1.0702306216
29111,2020,2.2431812388
29113,2020,5.5390736199
29115,2020,-3.255561584
29117,2020,-0.789265983
29119,2020,6.288209607
29121,2020,-0.726456215
29123,2020,-3.460207612
29125,2020,-1.717524475
29127,2020,1.2616085509
29129,2020,1.6567720558
29131,2020,0.9816625437
29133,2020,-3.687815158
29135,2020,2.4754007055
29137,2020,-0.578703704
29139,2020,-1.128521203
29141,2020,-0.877171609
29143,2020,-2.212647025
29145,2020,1.2543601904
29147,2020,0.406183008
29149,2020,-3.319580784
29151,2020,0.8068361022
29153,2020,-5.590879193
29155,2020,-0.748573033
29157,2020,0.0
29159,2020,3.6093418259
29161,2020,0.8976257798
29163,2020,0.9238126291
29165,2020,4.8073674354
29167,2020,0.3418112891
29169,2020,7.2463768116
29171,2020,0.0
29173,2020,2.4339190965
29175,2020,2.142279709
29177,2020,-0.739725431
29179,2020,-4.30210325
29181,2020,-5.017223304
29183,2020,3.2492426343
29185,2020,-4.471414883
29186,2020,0.279556065
29187,2020,-1.209388438
29189,2020,0.8293857921
29195,2020,-0.04381065
29197,2020,5.8353144586
29199,2020,6.7073170732
29201,2020,0.7289673397
29203,2020,1.345154387
29205,2020,4.1921690283
29207,2020,-2.058707475
29209,2020,-4.713053587
29211,2020,2.4346696965
29213,2020,1.0748161617
29215,2020,-0.864372152
29217,2020,0.7307270734
29219,2020,2.9255130299
29221,2020,0.1208142883
29223,2020,-5.921938089
29225,2020,4.9256706148
29227,2020,2.4758603615
29229,2020,0.0
29510,2020,2.8443944072
30000,2020,1.6417438739
30001,2020,-2.332361516
30003,2020,8.3945435467
30005,2020,2.6755852843
30007,2020,1.4623446259
30009,2020,-1.214045573
30011,2020,3.2232070911
30013,2020,3.2995204043
30015,2020,-3.516483516
30017,2020,-1.913542663
30019,2020,1.7548990933
30021,2020,-1.156537327
30023,2020,-5.58322842
30025,2020,3.8207711011
30027,2020,-2.345829386
30029,2020,1.9045490543
30031,2020,5.749261441
30033,2020,1.5904572565
30035,2020,6.961313948
30037,2020,8.5209981741
30039,2020,-5.333333333
30041,2020,7.7986961555
30043,2020,-2.714373843
30045,2020,-1.011889704
30047,2020,-0.461452256
30049,2020,1.289350544
30051,2020,-1.683147486
30053,2020,-6.23475878
30055,2020,0.600060006
30057,2020,-2.918855809
30059,2020,-2.688894864
30061,2020,-4.365808824
30063,2020,2.0483546004
30065,2020,-6.260118726
30067,2020,-0.721717688
30069,2020,-12.01201201
30071,2020,-1.247816321
30073,2020,3.538033864
30075,2020,2.3515579071
30077,2020,-3.900888536
30079,2020,4.6576618537
30081,2020,-2.621533367
30083,2020,4.063163727
30085,2020,3.1712952476
30087,2020,4.3388774545
30089,2020,-1.335559265
30091,2020,-2.389843167
30093,2020,-1.579234502
30095,2020,-0.522875817
30097,2020,0.2688172043
30099,2020,2.6092628832
30101,2020,3.9703270296
30103,2020,8.765522279
30105,2020,3.6481556546
30107,2020,2.3201856148
30109,2020,0.0
30111,2020,2.3153839212
31000,2020,5.0574841283
31001,2020,2.3856100005
31003,2020,3.3317467872
31005,2020,0.0
31007,2020,8.1632653061
31009,2020,4.2328042328
31011,2020,-1.150196492
31013,2020,2.5097601785
31015,2020,-2.584647196
31017,2020,-1.68861871
31019,2020,5.3125410308
31021,2020,-5.252993434
31023,2020,0.2490815119
31025,2020,1.3349352556
31027,2020,1.1865915159
31029,2020,-2.035364457
31031,2020,3.4928396787
31033,2020,0.219876869
31035,2020,1.7734784361
31037,2020,11.285734272
31039,2020,2.4745514875
31041,2020,-0.277687786
31043,2020,11.59188568
31045,2020,-0.462588181
31047,2020,8.7876803481
31049,2020,-1.106500692
31051,2020,3.7050105857
31053,2020,1.4735980352
31055,2020,7.4535166008
31057,2020,-4.628290425
31059,2020,-0.181867782
31061,2020,2.6702269693
31063,2020,3.44365793
31065,2020,0.2132878319
31067,2020,-1.255580357
31069,2020,0.5366246311
31071,2020,-5.579507989
31073,2020,1.003512293
31075,2020,9.375
31077,2020,2.5472298875
31079,2020,7.0124511778
31081,2020,2.3676280672
31083,2020,-2.364765001
31085,2020,16.313213703
31087,2020,-6.111810174
31089,2020,1.8797922335
31091,2020,-1.47275405
31093,2020,2.0151914432
31095,2020,-1.272624434
31097,2020,-3.141566856
31099,2020,2.7620070585
31101,2020,0.3741348132
31103,2020,-2.481389578
31105,2020,-2.496532594
31107,2020,0.119495728
31109,2020,5.4687020643
31111,2020,1.9411378493
31113,2020,-2.661343979
31115,2020,3.1225604996
31117,2020,2.0325203252
31119,2020,3.6421579786
31121,2020,0.645661157
31123,2020,0.6440532417
31125,2020,2.5622775801
31127,2020,4.8819010697
31129,2020,-4.308797127
31131,2020,2.3753711517
31133,2020,0.7639419404
31135,2020,2.4167098222
31137,2020,2.6607538803
31139,2020,2.7985727279
31141,2020,5.3926929011
31143,2020,-0.382665264
31145,2020,1.1199776004
31147,2020,-3.543630956
31149,2020,-0.738552437
31151,2020,4.1316526611
31153,2020,7.6550538978
31155,2020,2.1002520302
31157,2020,1.8450442391
31159,2020,1.8520126168
31161,2020,-1.149976042
31163,2020,-0.330851944
31165,2020,7.6530612245
31167,2020,5.0462573591
31169,2020,-5.178251344
31171,2020,8.356545961
31173,2020,9.5185542833
31175,2020,0.0
31177,2020,1.4995404634
31179,2020,2.8872373416
31181,2020,-2.278877653
31183,2020,2.523659306
31185,2020,2.5522295548
32000,2020,3.3801080868
32001,2020,2.7117272083
32003,2020,4.0638083346
32005,2020,-5.380208226
32007,2020,7.6720757333
32009,2020,-1.176470588
32011,2020,0.993295257
32013,2020,6.4863578208
32015,2020,7.0403466017
32017,2020,-1.343570058
32019,2020,0.7941900585
32021,2020,-9.503812576
32023,2020,-7.763687315
32027,2020,1.4914243102
32029,2020,-2.467917078
32031,2020,2.6221506551
32033,2020,0.8368200837
32510,2020,-0.701956479
33000,2020,-0.089194361
33001,2020,-4.851038808
33003,2020,-5.262942333
33005,2020,-1.079046754
33007,2020,-6.153943758
33009,2020,-1.659362871
33011,2020,1.8228712627
33013,2020,-0.54959426
33015,2020,0.465977193
33017,2020,0.6988442192
33019,2020,-1.205657315
34000,2020,2.6764646871
34001,2020,-0.284274503
34003,2020,2.0428757256
34005,2020,0.6988025984
34007,2020,2.3340679131
34009,2020,-6.125159227
34011,2020,2.1455080923
34013,2020,4.6421227571
34015,2020,0.50414894
34017,2020,8.4027487462
34019,2020,-0.296976459
34021,2020,2.8112417043
34023,2020,3.1770179151
34025,2020,-0.359893936
34027,2020,1.4437794124
34029,2020,2.4225094815
34031,2020,5.6377604579
34033,2020,-1.150793968
34035,2020,1.2744361758
34037,2020,-0.419497385
34039,2020,4.570687032
34041,2020,-0.398491425
35000,2020,2.2613299217
35001,2020,1.7404054806
35003,2020,-5.08402768
35005,2020,2.8489807926
35006,2020,1.6092513239
35007,2020,-1.166083625
35009,2020,9.0750010174
35011,2020,-1.701162461
35013,2020,4.6615978488
35015,2020,4.3894000293
35017,2020,-2.541389661
35019,2020,-0.463284688
35021,2020,-10.98039216
35023,2020,-2.372760707
35025,2020,8.2353694182
35027,2020,-1.688411358
35028,2020,3.2327867143
35029,2020,2.7318959358
35031,2020,2.4428035009
35033,2020,-1.554174067
35035,2020,4.7559057466
35037,2020,-0.606244316
35039,2020,-1.077696808
35041,2020,5.7972570386
35043,2020,1.7817738244
35045,2020,2.4132415607
35047,2020,-0.876600252
35049,2020,-0.013328047
35051,2020,-12.69549218
35053,2020,1.6196274857
35055,2020,-1.406254777
35057,2020,0.1937171084
35059,2020,0.2448879638
35061,2020,1.7386416372
36000,2020,2.9810758859
36001,2020,0.8103370251
36003,2020,-0.324594527
36005,2020,5.9846457944
36007,2020,-1.009379911
36009,2020,-0.615010174
36011,2020,0.3903784719
36013,2020,-0.912039312
36015,2020,-1.003638188
36017,2020,-1.373452225
36019,2020,0.1489166315
36021,2020,-3.136373547
36023,2020,1.0492849123
36025,2020,-5.098070177
36027,2020,-0.615481921
36029,2020,-0.009791022
36031,2020,-2.831218907
36033,2020,-1.595198453
36035,2020,-0.897062122
36037,2020,-1.533541872
36039,2020,-3.299178378
36041,2020,-7.911392405
36043,2020,-1.609337408
36045,2020,8.9670726207
36047,2020,7.6170056814
36049,2020,1.9324769808
36051,2020,-1.173420441
36053,2020,0.5631502626
36055,2020,1.4400855699
36057,2020,1.6224712265
36059,2020,1.9812426643
36061,2020,2.9449674178
36063,2020,-1.50235727
36065,2020,-0.034923441
36067,2020,1.600560413
36069,2020,-0.911099469
36071,2020,5.6292418123
36073,2020,-0.715987507
36075,2020,0.9972766676
36077,2020,-2.732538159
36079,2020,0.1623261335
36081,2020,4.8904010036
36083,2020,-0.389940786
36085,2020,2.4674428787
36087,2020,8.9450354746
36089,2020,-0.870100478
36091,2020,0.2304182526
36093,2020,1.9717892376
36095,2020,-2.44589267
36097,2020,-2.297497969
36099,2020,0.1466383166
36101,2020,-0.428782832
36103,2020,1.341028751
36105,2020,0.0
36107,2020,-1.386532014
36109,2020,1.0361731973
36111,2020,-1.741617063
36113,2020,-2.262814161
36115,2020,-2.220807002
36117,2020,0.7550605714
36119,2020,2.6873735289
36121,2020,-0.425627801
36123,2020,1.9653457404
37000,2020,2.3853722088
37001,2020,1.9641512635
37003,2020,-0.962206661
37005,2020,-3.052749719
37007,2020,-0.776841933
37009,2020,-4.935361497
37011,2020,-4.845375517
37013,2020,-4.019138756
37015,2020,-5.308385673
37017,2020,-3.977350356
37019,2020,-5.084018591
37021,2020,-1.102891728
37023,2020,-1.669522914
37025,2020,4.2611844411
37027,2020,-2.375094395
37029,2020,3.0636401615
37031,2020,-5.226367962
37033,2020,-1.547371679
37035,2020,-0.263953393
37037,2020,-1.395692324
37039,2020,-4.562924484
37041,2020,-3.9274493
37043,2020,-6.799373742
37045,2020,-1.197139144
37047,2020,-3.646914046
37049,2020,2.9832206067
37051,2020,8.1681588306
37053,2020,0.9127585389
37055,2020,-0.760704195
37057,2020,-0.305419398
37059,2020,-0.491751455
37061,2020,1.2061291747
37063,2020,6.1115139858
37065,2020,-0.869935045
37067,2020,2.671005409
37069,2020,1.2089432671
37071,2020,0.7066837523
37073,2020,-3.978378378
37075,2020,-3.194888179
37077,2020,0.0332165219
37079,2020,-0.80616479
37081,2020,2.8211381582
37083,2020,-3.298756011
37085,2020,5.6823226494
37087,2020,-2.882285217
37089,2020,-3.078014851
37091,2020,-2.649563663
37093,2020,8.8238772298
37095,2020,-3.211883971
37097,2020,1.0384908007
37099,2020,-0.205624986
37101,2020,3.6550647888
37103,2020,-2.837326608
37105,2020,3.4312569621
37107,2020,-2.858699828
37109,2020,-0.669788429
37111,2020,-1.666282983
37113,2020,-2.361806219
37115,2020,-1.934592354
37117,2020,-2.971175166
37119,2020,7.1257915908
37121,2020,-5.473965287
37123,2020,-0.036866359
37125,2020,-0.300473245
37127,2020,0.2123232409
37129,2020,0.6984781318
37131,2020,-6.32959853
37133,2020,14.471208272
37135,2020,2.0441482041
37137,2020,-6.151662132
37139,2020,2.342362764
37141,2020,1.4551036561
37143,2020,-2.235136343
37145,2020,-0.785545954
37147,2020,3.446964756
37149,2020,-7.392732895
37151,2020,-0.243973846
37153,2020,0.0668769575
37155,2020,2.4303928627
37157,2020,-3.336508339
37159,2020,0.0353087396
37161,2020,-2.989447251
37163,2020,2.2068791576
37165,2020,0.2587173369
37167,2020,-0.096010753
37169,2020,-3.71012711
37171,2020,-1.920106858
37173,2020,-5.469845722
37175,2020,-3.879926486
37177,2020,-4.181527487
37179,2020,3.8260291913
37181,2020,1.0317371313
37183,2020,5.8319572008
37185,2020,-5.360303413
37187,2020,-2.227076106
37189,2020,-0.356471291
37191,2020,1.8184179764
37193,2020,-2.146377076
37195,2020,0.0
37197,2020,-1.25086496
37199,2020,-1.669356185
38000,2020,5.6389468879
38001,2020,-3.561887801
38003,2020,-3.438067042
38005,2020,10.152284264
38007,2020,5.4171180932
38009,2020,-4.574132492
38011,2020,0.3283533082
38013,2020,4.2765502495
38015,2020,4.4106400142
38017,2020,7.702565037
38019,2020,1.584576786
38021,2020,1.2241150668
38023,2020,0.4416961131
38025,2020,11.425959781
38027,2020,-1.740644038
38029,2020,-5.215523853
38031,2020,1.8700327256
38033,2020,6.2429057889
38035,2020,6.4088808778
38037,2020,0.8643042351
38039,2020,-4.036779547
38041,2020,5.1979208317
38043,2020,4.4597607946
38045,2020,2.709025982
38047,2020,-2.140754616
38049,2020,0.6924608327
38051,2020,-7.900454276
38053,2020,13.977217136
38055,2020,1.3699351915
38057,2020,0.8509086489
38059,2020,4.6137579699
38061,2020,8.5642802156
38063,2020,-9.368494101
38065,2020,8.1967213115
38067,2020,-2.044392523
38069,2020,-3.480422623
38071,2020,3.8096887311
38073,2020,-4.596820532
38075,2020,-3.842049093
38077,2020,3.9498858236
38079,2020,2.7344434706
38081,2020,3.0971738289
38083,2020,3.7636432066
38085,2020,0.9294760079
38087,2020,10.589013898
38089,2020,8.7204642365
38091,2020,7.4034902168
38093,2020,0.4329108444
38095,2020,-1.371742112
38097,2020,0.4982561036
38099,2020,-0.375833881
38101,2020,8.9838497569
38103,2020,-1.291655903
38105,2020,13.441375346
39000,2020,1.4158517273
39001,2020,0.7221259388
39003,2020,1.3165850709
39005,2020,0.1119507417
39007,2020,-0.328494878
39009,2020,-0.259847454
39011,2020,1.4443277311
39013,2020,-3.686663347
39015,2020,-0.643663364
39017,2020,2.582554167
39019,2020,-1.259352545
39021,2020,0.3604995494
39023,2020,-0.796691126
39025,2020,2.1847099433
39027,2020,0.2855341273
39029,2020,-1.996515884
39031,2020,1.420842669
39033,2020,-1.036419292
39035,2020,0.3997109161
39037,2020,0.2734054603
39039,2020,0.9714345726
39041,2020,4.1615572528
39043,2020,-1.855100518
39045,2020,2.0793733815
39047,2020,0.7345482528
39049,2020,6.4729654244
39051,2020,1.3745215835
39053,2020,-1.203148238
39055,2020,1.2580359713
39057,2020,1.3437064299
39059,2020,-0.92442801
39061,2020,3.4331178908
39063,2020,2.0962011298
39065,2020,1.4972205852
39067,2020,-3.906379316
39069,2020,1.8855019687
39071,2020,1.1135211627
39073,2020,-1.483548507
39075,2020,10.377905984
39077,2020,1.8691588785
39079,2020,0.2161194214
39081,2020,-4.256325372
39083,2020,1.7871230539
39085,2020,-1.255836489
39087,2020,-3.069697224
39089,2020,1.4864067535
39091,2020,1.1208298536
39093,2020,0.2649926885
39095,2020,1.7180288125
39097,2020,1.0547576302
39099,2020,-2.528941972
39101,2020,0.0459699663
39103,2020,0.7415171553
39105,2020,-2.784364056
39107,2020,6.3075349472
39109,2020,0.9670044923
39111,2020,-5.830691301
39113,2020,1.045813595
39115,2020,-1.7188628
39117,2020,1.8455161057
39119,2020,0.3597414503
39121,2020,0.0
39123,2020,-4.797402022
39125,2020,0.8018388838
39127,2020,1.4132708908
39129,2020,0.2917603446
39131,2020,-1.615682895
39133,2020,-0.652371926
39135,2020,-0.537286459
39137,2020,3.2809659637
39139,2020,-0.644252729
39141,2020,-0.065125366
39143,2020,-0.358184516
39145,2020,-1.763995915
39147,2020,0.5073750589
39149,2020,3.5180841871
39151,2020,-0.288466464
39153,2020,0.195867202
39155,2020,-2.209259217
39157,2020,0.5432833875
