county_fips,rate_international_migration
0,
1000,1.1891881655
1001,-0.054492448
1003,0.8768938471
1005,0.6527289831
1007,0.6201275691
1009,0.3825421666
1011,0.7696377892
1013,1.3939363768
1015,0.885255292
1017,0.3838148241
1019,-0.077669903
1021,1.5531142224
1023,-0.152230172
1025,-0.203923488
1027,-0.149209191
1029,-0.604798065
1031,1.9771937552
1033,1.8546743302
1035,0.0794344269
1037,1.5630028042
1039,-0.133443647
1041,0.2881221638
1043,0.7673054789
1045,2.2283671134
1047,0.1974918535
1049,1.2799684931
1051,0.6293343863
1053,0.0266183986
1055,0.6120872662
1057,0.5412068914
1059,1.5207679878
1061,-0.225882353
1063,0.1177163037
1065,-0.201052173
1067,0.1755772101
1069,0.3357668435
1071,-0.07678796
1073,1.2765010244
1075,-0.071800395
1077,0.7031435927
1079,-0.060275459
1081,3.3151757866
1083,0.9652300284
1085,-0.097096806
1087,0.2607154031
1089,1.7190216794
1091,0.4581201802
1093,0.3661845237
1095,1.1808242575
1097,1.458873629
1099,-0.092453484
1101,2.4601220379
1103,1.8047283884
1105,0.1043187982
1107,1.2165154133
1109,3.7933094385
1111,-0.266087188
1113,-0.187987593
1115,0.4946736304
1117,1.3896787796
1119,3.3622435334
1121,0.7422068283
1123,0.2216994494
1125,1.9405151849
1127,0.1235864796
1129,1.375063522
1131,0.0
1133,0.1672345674
2000,3.1143632594
2013,27.612826603
2016,20.895002612
2020,3.967746925
2050,0.6115017928
2060,2.2148394241
2068,15.045135406
2070,0.4016870858
2090,3.2356480534
2100,2.3776500892
2105,5.6430754761
2110,2.829593861
2122,1.1674621433
2130,3.0646867817
2150,7.4195308238
2158,1.3435114504
2164,3.7558685446
2170,0.7992942816
2180,0.6042600332
2185,1.0265886459
2188,1.5520920908
2195,2.7637033625
2198,0.7676364474
2220,4.2251912756
2230,0.0
2240,3.9505450289
2261,0.0
2275,4.0412204486
2282,1.6038492382
2290,0.5510653931
4000,2.9137124577
4001,0.8708293245
4003,1.6816054573
4005,1.2170283747
4007,0.5454511257
4009,0.9515376584
4011,1.0405827263
4012,3.3565208931
4013,3.401570379
4015,-0.804905533
4017,0.8051641563
4019,2.9400585445
4021,2.6470363038
4023,1.7860601235
4025,0.2110557277
4027,4.9414086652
5000,1.1280225122
5001,0.0
5003,-0.193386192
5005,0.2674154299
5007,3.2419543346
5009,-0.188227702
5011,-0.091082977
5013,0.0
5015,2.2709658814
5017,0.2743609676
5019,0.6649673058
5021,0.0
5023,0.0395820139
5025,0.0
5027,1.0801603623
5029,-0.143506338
5031,1.8442028813
5033,0.885903662
5035,0.1627256547
5037,0.3500583431
5039,-0.267934892
5041,0.2506893958
