county_fips,rate_international_migration
18131,1.1269873214
18133,1.0657856172
18135,0.4042772533
18137,0.3170465354
18139,0.4214836224
18141,2.955058788
18143,0.8393310532
18145,0.7170788002
18147,-0.098371944
18149,-0.087058721
18151,0.4342728102
18153,-0.096700109
18155,1.2103156131
18157,10.627674567
18159,0.4626569729
18161,-1.420151956
18163,1.1970069311
18165,1.0964912281
18167,1.8096592897
18169,0.3215744284
18171,0.4835297673
18173,0.9245090538
18175,0.0
18177,1.0611688016
18179,1.099700243
18181,1.1609826889
18183,0.3528840923
19000,0.8449022223
19001,0.2811753128
19003,0.0
19005,1.1619884527
19007,0.0
19009,0.1823652777
19011,0.2340550029
19013,1.4299242064
19015,-0.570928329
19017,0.9199448033
19019,0.1888886265
19021,2.0280890331
19023,0.4143074161
19025,0.4128179989
19027,0.3472394464
19029,0.542972386
19031,0.0
19033,0.3525595826
19035,0.2663115846
19037,0.5024073686
19039,2.0109012012
19041,0.249050495
19043,0.5129812762
19045,0.2584368876
19047,2.2412928721
19049,1.2540483954
19051,0.0
19053,0.3807106599
19055,0.293323947
19057,-0.307235394
19059,0.2908752436
19061,0.6178146865
19063,0.5409791723
19065,0.6610897811
19067,-0.318532204
19069,0.5953857604
19071,0.2869234632
19073,-0.11202599
19075,0.0
19077,0.4670932785
19079,0.0674331569
19081,0.0937207123
19083,0.5920137347
19085,-0.071037863
19087,0.3000975317
19089,-0.43644299
19091,0.5230946278
19093,0.1459214942
19095,-0.123689663
19097,0.1029177173
19099,0.2689111786
19101,7.769965254
19103,3.1688261753
19105,0.5319920685
19107,0.3910259543
19109,0.336802398
19111,-0.148003434
19113,0.7425923102
19115,1.5323598341
19117,-0.232328513
19119,0.4242681375
19121,0.1843657817
19123,0.6800716342
19125,0.1202790474
19127,0.8832027455
19129,0.1988269212
19131,0.0945313608
19133,0.0
19135,0.5169628433
19137,0.1006137438
19139,1.0989267928
19141,0.0725926464
19143,0.3337226765
19145,0.06592827
19147,1.3491483501
19149,0.6772773451
19151,0.0
19153,0.7889392763
19155,-0.085804687
19157,0.4868680858
19159,0.2033760423
19161,0.0
19163,0.3759985654
19165,-0.0869074
19167,0.6890908308
19169,3.6617190482
19171,0.1779201139
19173,0.1628531879
19175,0.3260116549
19177,0.0
19179,2.487135506
19181,0.0195160031
19183,-0.045430798
19185,0.0
19187,0.7751616074
19189,0.0957258412
19191,0.199960008
19193,0.9726585677
19195,0.0
19197,0.8712181213
20000,1.4091778199
20001,0.6433453961
20003,-0.50935948
20005,-0.124046393
20007,0.2249212776
20009,0.1929161201
20011,0.619067272
20013,-0.104307917
20015,0.2990788372
20017,0.0
20019,0.0
20021,0.5003252114
20023,0.7544322897
20025,0.0
20027,0.1249609497
20029,0.5707762557
20031,0.1218694778
20033,-0.582072177
20035,0.5424154617
20037,2.187085901
20039,1.406717074
20041,0.1076773985
20043,0.1310787783
20045,3.1803688242
20047,0.711997152
20049,0.0
20051,1.5384884351
20053,0.3261312678
20055,2.8769093774
20057,7.1115325353
20059,0.3517754891
20061,0.7447980511
20063,0.762340385
20065,1.2104095219
20067,-1.246192191
20069,2.6525198939
20071,1.6253555465
20073,0.0
20075,5.837711617
20077,0.365497076
20079,1.0785285373
20081,0.753958281
20083,3.3185840708
20085,-0.226920313
20087,-0.105543682
20089,0.0
20091,1.5609798355
20093,1.2855122766
20095,-0.139159477
20097,0.4029008864
20099,-0.151806497
20101,0.0
20103,0.2082631466
20105,0.0
20107,0.0
20109,0.0
20111,1.4136401233
20113,0.0
20115,0.4200445247
20117,0.3089280198
20119,1.721805436
20121,0.3530761762
20123,0.3308793118
20125,1.9086357947
20127,1.4315111389
20129,-0.757575758
20131,0.4912556494
20133,2.3726273726
20135,2.524341868
20137,0.185528757
20139,0.1881644557
20141,0.2906976744
20143,0.1745810056
20145,-0.154000154
20147,0.0
20149,0.2469542311
20151,0.4323389537
20153,2.7821939587
20155,0.6112813583
20157,1.0766580534
20159,0.7360672976
20161,5.5859920507
20163,0.0
20165,0.0
20167,-1.017589766
20169,0.0368286822
20171,-0.411015208
20173,1.2083230535
20175,4.8926840526
20177,0.7454152725
20179,0.7931786635
20181,-0.169004563
20183,0.0
20185,0.0
20187,5.9538576036
20189,4.1738499229
20191,0.3925417076
20193,1.4205462646
20195,0.7142857143
20197,0.2889547063
20199,0.0
20201,0.5526897568
20203,0.0
20205,0.1163399453
20207,0.0
20209,3.0234315949
21000,0.1713551143
21001,-0.052081977
21003,0.0471286849
21005,0.2643870627
21007,0.0
21009,0.0
21011,-0.160359205
21013,0.1904072812
21015,0.0
21017,-0.150360866
21019,-0.234017658
21021,-0.066509261
21023,0.2412399735
21025,0.0
21027,0.4413279066
21029,-0.098349571
21031,0.0
21033,-0.07854534
21035,0.3591355095
21037,-0.010692443
21039,0.0
21041,0.0
21043,0.1114475175
21045,-0.124668848
21047,-0.878354926
21049,-0.276079124
21051,-0.150041261
21053,-0.196367207
21055,-0.225963168
21057,0.0
21059,0.4150320662
21061,-0.409852863
21063,0.0
21065,0.070781427
21067,0.7497157586
21069,0.0
21071,0.0
21073,0.5501414649
21075,0.0
21077,0.0
21079,-0.113684809
21081,-0.558503211
21083,0.5094858215
21085,-0.037936267
21087,0.0
21089,-0.08519097
21091,0.0
21093,-0.533364672
21095,0.0
21097,-0.10619657
21099,0.0
21101,-0.110226847
21103,0.0
21105,0.0
21107,0.1560584104
21109,-0.074816699
21111,0.6502230174
21113,0.6489172352
21115,-0.179456695
21117,-0.150019503
21119,-0.133859849
21121,-0.096084554
21123,-0.209081089
21125,-0.148181077
21127,-0.258899676
21129,0.0
21131,-0.099860196
21133,0.0461190795
21135,-0.075349433
21137,-0.040682655
21139,0.0
21141,-0.110936489
21143,-0.366278005
21145,-0.137693632
21147,-0.231742997
21149,0.0
21151,0.0216106411
21153,0.081685999
21155,-0.207259255
21157,0.0321016982
21159,-0.088809947
21161,0.6442166911
21163,-0.489553283
21165,0.0
21167,0.275008594
21169,-0.099299935
21171,-0.187073239
21173,-0.355454449
21175,0.0749597092
21177,-0.065111585
21179,-0.152097864
21181,0.0
21183,-0.291314661
21185,-0.015002513
21187,0.0
21189,0.0
21191,0.2056343821
21193,0.1924335142
21195,-0.017186855
21197,0.1617468662
21199,-0.030873012
21201,0.0
21203,0.0
21205,-0.204235852
21207,0.3920141125
21209,-0.106221011
21211,0.5150232275
21213,0.1622718053
21215,0.5212133848
21217,0.2729949496
21219,0.406504065
21221,-0.068238425
21223,-0.118070724
21225,-0.623873562
21227,0.8420381876
21229,0.4146280786
21231,0.0490641022
21233,0.1538875851
21235,-0.165826021
21237,-0.557258289
21239,0.0375763269
22000,0.6531675835
22001,0.2736220314
22003,-0.117201235
22005,0.3022325441
22007,-0.090559203
22009,0.1241526581
22011,0.2938583603
22013,0.225699669
22015,0.3227571331
22017,0.0786689218
22019,0.2852835497
22021,-0.201187003
22023,-0.572000572
22025,1.1518324607
22027,0.0
22029,-0.411893423
22031,-0.10931152
22033,1.4510546787
22035,-0.433056658
22037,0.0520548658
22039,1.7939633135
22041,0.0
22043,-0.044617959
22045,0.0852666359
22047,-0.245383719
22049,-0.189537528
22051,2.384643175
22053,0.1907638503
22055,0.7548671495
22057,0.5112605128
22059,0.2685194509
22061,1.8113239713
22063,-0.049967343
22065,0.0
22067,-0.039842225
22069,0.5991611744
22071,1.1291074163
22073,0.2598668183
22075,0.5152204714
22077,-0.229310463
22079,0.123089232
22081,1.0608203678
22083,-0.049572438
22085,-0.083708277
22087,0.9572024164
22089,0.4911452184
22091,-0.196860082
22093,0.2367031979
22095,0.3490157755
22097,0.0727687289
22099,0.2056209285
22101,0.7662139955
22103,0.4050503998
22105,0.007446155
22107,0.0
22109,-0.009024293
22111,0.2254740592
22113,0.0670033585
22115,0.649010782
22117,-0.344894484
22119,0.1296478764
22121,-0.340489927
22123,0.5502820195
22125,0.4507405023
22127,-0.142643178
23000,0.6350462812
23001,0.8510992595
23003,0.5804737559
23005,1.5492393099
23007,-0.03327012
23009,0.7473500971
23011,0.327404582
23013,0.0754821422
23015,0.4345747686
23017,0.3283533082
23019,0.4079417038
23021,0.8350481644
23023,0.0559080871
23025,0.0396145504
23027,0.8063296881
23029,0.9888357257
23031,0.024183212
24000,2.4849600405
24001,0.5942401155
24003,0.755137228
24005,2.0867203269
24009,0.2817054012
24011,1.2891233961
24013,0.1247349383
24015,-0.116788889
24017,0.4003288856
24019,0.2504343471
24021,1.2633870435
24023,-0.034395584
24025,0.5340422482
24027,2.4031676155
24029,0.411776817
24031,5.4297754442
24033,4.3882556162
24035,0.4575794049
24037,0.5304336295
24039,0.7028230057
24041,0.2424079187
24043,0.7689630599
24045,1.7904409808
24047,0.3261828927
24510,2.1573114882
25000,4.1271455865
25001,1.4866541137
25003,1.3952839403
25005,1.4345055251
25007,-0.05770174
25009,4.1034302826
25011,1.4489562543
25013,0.7852282939
25015,3.0437712948
25017,5.5680307462
25019,5.3104394389
25021,3.7517597455
25023,2.500904173
25025,9.7134259334
25027,2.5968924055
26000,1.3165136184
26001,0.2889477486
26003,0.4389333919
26005,0.4165710254
26007,0.2817447041
26009,0.3001264819
26011,0.0
26013,0.4838807234
26015,0.3257833052
26017,-0.048349353
26019,-0.225180848
26021,1.4062911999
26023,0.6660312575
26025,1.4764660264
26027,-0.096607157
26029,0.7643798968
26031,-0.039385585
26033,0.0802031814
26035,0.1945367593
26037,0.5918873651
26039,0.4295840195
26041,-0.083767294
26043,0.0
26045,0.9364572821
26047,0.150060024
26049,0.2879996455
26051,0.0787789266
26053,0.2062493555
26055,0.0754237197
26057,0.1721741911
26059,0.0438082513
26061,1.7870356151
26063,0.3537432467
26065,4.431370266
26067,0.0775356082
26069,-0.15926737
26071,0.0
26073,1.7244450778
26075,0.1892290807
26077,1.1439444564
26079,0.1673920321
26081,1.5538367021
26083,0.0
26085,0.2528551561
26087,0.1139419352
26089,0.4140310523
26091,0.0508667698
26093,0.2766287824
26095,0.1592863969
26097,2.5023169601
26099,1.4667096413
26101,0.489666007
26103,0.4508566276
26105,0.1373909459
26107,0.4375208686
26109,-0.087513948
26111,0.7693278599
26113,0.3309176346
26115,-0.066517225
26117,-0.031293028
26119,0.2150190829
26121,0.1843503809
26123,0.224905182
26125,2.8771679186
26127,1.584248048
26129,0.238783161
26131,0.347192084
26133,0.3416102654
26135,0.1214697844
26137,-0.040560547
26139,1.0143766398
26141,0.2372479241
26143,0.0836277728
26145,0.6556001364
26147,0.1382956321
26149,0.3610226788
26151,0.0971321726
26153,-0.123931094
26155,0.1174268834
26157,0.1334884342
26159,0.5160163537
26161,3.1475381368
26163,1.4458604325
26165,0.1788988774
27000,1.6206822747
27001,-0.062946527
27003,0.6588190247
27005,0.7556821485
27007,0.6175271233
27009,1.2285163208
27011,0.2003807234
27013,1.5255756086
27015,0.3191510582
27017,0.0557934526
27019,0.4505756823
27021,0.2361275089
27023,1.7720771275
27025,0.3553944434
27027,1.5595879569
27029,0.567118471
27031,4.041146216
27033,-0.356268092
27035,0.0924150359
27037,0.9999285765
27039,0.2877628834
27041,0.0525617272
27043,-0.146044032
27045,0.7598964641
27047,0.8228962657
27049,0.0647675385
27051,0.0
27053,2.8917079541
27055,0.0
27057,0.0934972652
27059,0.3227969111
27061,0.1774209645
27063,0.7091839319
27065,0.552435319
27067,4.4826905434
27069,0.7004436143
27071,0.2433090024
27073,0.451569203
27075,0.470566091
27077,-0.26748696
27079,1.0439321444
27081,0.0
27083,3.6821591555
27085,0.139431121
27087,0.0
27089,0.2136866286
27091,0.0506906602
27093,0.6470118835
27095,0.2672928957
27097,0.0901659053
27099,3.1419879308
27101,0.6079766537
27103,0.9930921677
27105,4.0117123556
27107,1.2447487164
27109,2.6886931871
27111,0.5280370648
27113,0.6362222536
27115,0.1016139685
27117,2.5201336767
27119,1.1150935882
27121,0.44754744
27123,3.4206913618
27125,0.2485398285
27127,0.2629675892
27129,0.5487533011
27131,2.7108388623
27133,-0.534302201
27135,0.3957392079
27137,0.4112801093
27139,0.8507650133
27141,0.2070446958
27143,0.4018485031
27145,3.4670798894
27147,-0.163516699
27149,3.1702203814
27151,0.4303620421
27153,-0.243734005
27155,0.3053435115
27157,0.1848770568
27159,0.0729793833
27161,-0.214615302
27163,0.4756981542
27165,3.9262235208
27167,-0.803148341
27169,0.4939784033
27171,0.2985183298
27173,0.2050440845
28000,0.4797580864
28001,4.8917180945
28003,-0.189797053
28005,-0.162443145
28007,0.0
28009,-0.363592292
28011,0.7450237274
28013,0.4862292918
28015,-0.201338904
28017,1.1110136538
28019,0.1213960546
28021,0.1107419712
28023,0.0
28025,0.2066115702
28027,-0.312996043
28029,0.3896218897
28031,0.2669442887
28033,0.3597936093
28035,2.0559512446
28037,0.3878223774
28039,0.0822875951
28041,0.9426437532
