FIPStxt,year,rate_international_migration
21177,2012,-0.063582896
21179,2012,-0.045216644
21181,2012,0.0
21183,2012,0.3332916719
21185,2012,0.9603099034
21187,2012,-0.092648353
21189,2012,-0.210814799
21191,2012,-0.273841309
21193,2012,-0.105276087
21195,2012,-0.092671249
21197,2012,-0.159432421
21199,2012,0.314901121
21201,2012,0.0
21203,2012,0.1170788819
21205,2012,0.1267052414
21207,2012,2.5469055098
21209,2012,1.5482592405
21211,2012,3.0518819939
21213,2012,-0.229588176
21215,2012,0.0571689915
21217,2012,1.0387534958
21219,2012,1.2776491256
21221,2012,-0.069871437
21223,2012,-0.22652622
21225,2012,0.0659108885
21227,2012,4.7159497708
21229,2012,1.1058653396
21231,2012,0.0
21233,2012,0.7410701052
21235,2012,0.0279243808
21237,2012,0.0
21239,2012,1.8377579353
22000,2012,0.9049106112
22001,2012,0.3552340508
22003,2012,-0.038939294
22005,2012,0.1709455538
22007,2012,0.1297100979
22009,2012,0.5037964662
22011,2012,1.270314679
22013,2012,-0.210874073
22015,2012,2.4003880079
22017,2012,0.661196883
22019,2012,0.4841118607
22021,2012,0.0991817506
22023,2012,-0.300661455
22025,2012,0.4871869824
22027,2012,0.2366303833
22029,2012,-0.193503132
22031,2012,0.0371733393
22033,2012,1.234569297
22035,2012,-0.131259434
22037,2012,-0.050068845
22039,2012,1.2723775706
22041,2012,-0.145123839
22043,2012,-0.178691088
22045,2012,0.3806959939
22047,2012,0.2099328215
22049,2012,-0.367940148
22051,2012,2.066717893
22053,2012,-0.063454796
22055,2012,0.924838098
22057,2012,0.8545468585
22059,2012,0.2684293527
22061,2012,2.3808511543
22063,2012,-0.214308129
22065,2012,-0.082685629
22067,2012,0.2187625333
22069,2012,-0.152429343
22071,2012,1.6755142213
22073,2012,0.2710499313
22075,2012,0.8859264259
22077,2012,0.0439589423
22079,2012,0.6362865107
22081,2012,0.5508124484
22083,2012,0.0956983588
22085,2012,0.0
22087,2012,0.2716082915
22089,2012,0.6487930541
22091,2012,0.0
22093,2012,0.092127689
22095,2012,0.6905385087
22097,2012,-0.13180914
22099,2012,0.3985802949
22101,2012,0.8167129161
22103,2012,0.4622722784
22105,2012,0.2354412087
22107,2012,0.0
22109,2012,0.4387869779
22111,2012,0.0883450759
22113,2012,0.5820223565
22115,2012,9.4181784002
22117,2012,-0.255855356
22119,2012,-0.146070698
22121,2012,-0.082887811
22123,2012,-0.086884747
22125,2012,0.0645307005
22127,2012,-0.198327439
23000,2012,0.3584319806
23001,2012,0.3908340119
23003,2012,-0.098484049
23005,2012,1.0805962349
23007,2012,0.4886709778
23009,2012,0.8807097052
23011,2012,0.1068275105
23013,2012,0.3027130659
23015,2012,0.4384618757
23017,2012,-0.121489812
23019,2012,0.3191080604
23021,2012,0.0577583966
23023,2012,0.1708525542
23025,2012,0.0
23027,2012,0.7456450472
23029,2012,0.153233221
23031,2012,-0.256854489
24000,2012,4.3559789948
24001,2012,0.9291740451
24003,2012,2.4891885574
24005,2012,3.9691638761
24009,2012,1.329259915
24011,2012,1.4652909213
24013,2012,0.4849050843
24015,2012,0.7574267165
24017,2012,1.4939906892
24019,2012,0.4296125815
24021,2012,3.0864132816
24023,2012,0.4657506903
24025,2012,1.3527291816
24027,2012,5.0104003765
24029,2012,0.2983145229
24031,2012,9.1070118982
24033,2012,6.355588518
24035,2012,0.4340681487
24037,2012,2.7545917566
24039,2012,1.3384321224
24041,2012,0.6584752347
24043,2012,1.396849701
24045,2012,4.0672289013
24047,2012,0.4462207046
24510,2012,3.2831847375
25000,2012,5.7606668219
25001,2012,1.6087635768
25003,2012,2.06263826
25005,2012,1.9047134388
25007,2012,-0.178965579
25009,2012,5.5830784474
25011,2012,2.1899999303
25013,2012,5.88773649
25015,2012,4.3609411897
25017,2012,7.6239155202
25019,2012,5.3800254328
25021,2012,4.6536684386
25023,2012,2.6701975285
25025,2012,12.090759311
25027,2012,4.3724259081
26000,2012,2.4184565913
26001,2012,0.4691311691
26003,2012,0.0
26005,2012,0.6377379167
26007,2012,0.1367381123
26009,2012,0.0429507141
26011,2012,0.1284686536
26013,2012,0.455528983
26015,2012,0.2034829498
26017,2012,0.4291365027
26019,2012,-0.172825993
26021,2012,2.8771379176
26023,2012,1.2312603318
26025,2012,2.3569347989
26027,2012,0.1730636105
26029,2012,2.6389260718
26031,2012,0.2711654303
26033,2012,1.6691704223
26035,2012,0.0970920918
26037,2012,1.4862065564
26039,2012,0.571632726
26041,2012,0.0
26043,2012,-0.153139357
26045,2012,1.7877239865
26047,2012,0.5797189888
26049,2012,0.4903483497
26051,2012,0.4667263039
26053,2012,0.4353910745
26055,2012,0.4280629027
26057,2012,0.4518860296
26059,2012,0.1292184438
26061,2012,5.4130511656
26063,2012,0.5519863843
26065,2012,7.1905223547
26067,2012,0.1878698688
26069,2012,0.6268241562
26071,2012,0.0
26073,2012,3.4116406311
26075,2012,0.4630498717
26077,2012,2.3427364343
26079,2012,0.7002392484
26081,2012,2.6709161733
26083,2012,0.4601932812
26085,2012,0.0
26087,2012,0.7828055069
26089,2012,1.0278692737
26091,2012,0.272210348
26093,2012,0.3563342525
26095,2012,0.6153372817
26097,2012,1.3582035494
26099,2012,3.5055611968
26101,2012,0.5662399644
26103,2012,0.5026574316
26105,2012,0.6282393592
26107,2012,1.472076548
26109,2012,0.5882476523
26111,2012,2.0414741592
26113,2012,1.06994784
26115,2012,0.4895798875
26117,2012,0.3323784049
26119,2012,0.0
26121,2012,0.4938489351
26123,2012,0.5613422316
26125,2012,4.5085851523
26127,2012,1.5541782756
26129,2012,0.5601325647
26131,2012,0.1533624722
26133,2012,0.2564431337
26135,2012,0.1163602513
26137,2012,0.7060240463
26139,2012,2.5548436042
26141,2012,0.1524622656
26143,2012,1.1544011544
26145,2012,1.1277192382
26147,2012,0.8069371768
26149,2012,1.2780599705
26151,2012,0.1882109374
26153,2012,0.3565697985
26155,2012,0.0574188779
26157,2012,0.3087877357
26159,2012,1.2034330904
26161,2012,6.2730038629
26163,2012,2.5478464446
26165,2012,0.2148524424
27000,2012,2.0940453349
27001,2012,0.2484009191
27003,2012,1.2436583886
27005,2012,0.8820756152
27007,2012,0.3991175068
27009,2012,0.1033565024
27011,2012,0.0
27013,2012,1.1443328462
27015,2012,0.1174858038
27017,2012,0.1131269709
27019,2012,0.5142489822
27021,2012,0.2112936453
27023,2012,1.8826225751
27025,2012,0.2424807647
27027,2012,0.7492819381
27029,2012,0.0
27031,2012,1.3475791703
27033,2012,0.0
27035,2012,0.6215783308
27037,2012,1.3765154071
27039,2012,0.8896137594
27041,2012,0.3035613263
27043,2012,0.0698397178
27045,2012,0.5760230409
27047,2012,0.5797568242
27049,2012,0.1084140114
27051,2012,0.0
27053,2012,3.8809507522
27055,2012,-0.106269926
27057,2012,0.3905296558
27059,2012,0.5763009339
27061,2012,0.0443178922
27063,2012,-0.195093401
27065,2012,0.0
27067,2012,2.4120603015
27069,2012,0.0
27071,2012,0.378816577
27073,2012,0.2789205774
27075,2012,0.5563024431
27077,2012,1.005277708
27079,2012,0.1442923363
27081,2012,0.0
27083,2012,2.1375410505
27085,2012,0.3043887321
27087,2012,0.0
27089,2012,0.1056524036
27091,2012,0.0
27093,2012,0.648943304
27095,2012,0.0776970592
27097,2012,0.1808263765
27099,2012,2.0317202321
27101,2012,1.2786237359
27103,2012,0.6061891916
27105,2012,8.7183153816
27107,2012,0.2983961209
27109,2012,3.1564276345
27111,2012,0.9083762774
27113,2012,0.7094966122
27115,2012,0.1360104728
27117,2012,0.3170241995
27119,2012,0.7930088341
27121,2012,0.0
27123,2012,5.5592259135
27125,2012,0.4911591356
27127,2012,0.3768252473
27129,2012,0.586128297
27131,2012,1.3963880097
27133,2012,-0.104821803
27135,2012,1.0312933063
27137,2012,0.7186112837
27139,2012,1.4719122531
27141,2012,0.6490272983
27143,2012,0.79351959
27145,2012,2.0972794724
27147,2012,0.4939694562
27149,2012,0.7201275655
27151,2012,0.6215040398
27153,2012,0.2422138344
27155,2012,0.0
27157,2012,0.3707823508
27159,2012,0.073370263
27161,2012,0.2606814212
27163,2012,1.1338055462
27165,2012,0.538551297
27167,2012,-0.455580866
27169,2012,1.5190169234
27171,2012,0.5365357151
27173,2012,0.0
28000,2012,0.6624685726
28001,2012,2.011574289
28003,2012,0.1610932864
28005,2012,-0.076684176
28007,2012,-0.311445627
28009,2012,-0.57607005
28011,2012,0.1474839243
28013,2012,-0.201789198
28015,2012,-0.095992321
28017,2012,0.6285355123
28019,2012,0.0
28021,2012,0.1045314378
28023,2012,0.0601974476
28025,2012,0.0
28027,2012,-0.077719704
28029,2012,0.2400342906
28031,2012,0.3596383066
28033,2012,-0.090771284
28035,2012,1.6819752697
28037,2012,0.0
28039,2012,1.1360905377
28041,2012,-0.069793412
28043,2012,0.046278085
28045,2012,0.7554967947
28047,2012,3.2864460102
28049,2012,0.6852048158
28051,2012,-0.052631579
28053,2012,0.4318255425
28055,2012,0.0
28057,2012,-0.042947947
28059,2012,2.0215874104
28061,2012,-0.059833662
28063,2012,0.0
28065,2012,0.0
28067,2012,-0.088011383
28069,2012,-0.096721153
28071,2012,0.2636275146
28073,2012,-0.017313319
28075,2012,1.2678130846
28077,2012,-0.078628715
28079,2012,-0.301392866
28081,2012,0.1066154912
28083,2012,0.3499952273
28085,2012,0.0573748153
28087,2012,2.3821706272
28089,2012,1.3537420198
28091,2012,-0.339635458
28093,2012,-0.163695145
28095,2012,-0.109566527
28097,2012,0.0
28099,2012,-0.067228021
28101,2012,0.6058628886
28103,2012,0.4454739843
28105,2012,1.6358478454
28107,2012,-0.087082729
28109,2012,-0.018109381
28111,2012,-0.331304096
28113,2012,-0.09935173
28115,2012,-0.299660385
28117,2012,-0.276063337
28119,2012,0.378334069
28121,2012,0.4413549597
28123,2012,2.0447014031
28125,2012,0.0
28127,2012,0.3647704682
28129,2012,0.0
28131,2012,0.3337783712
28133,2012,-0.10539629
28135,2012,-0.725474031
28137,2012,-0.069847035
28139,2012,0.2275364627
28141,2012,-0.254757598
28143,2012,0.2853338406
28145,2012,1.0976145178
28147,2012,0.0
28149,2012,0.5593941968
28151,2012,-0.099528236
28153,2012,-0.194014648
28155,2012,-0.098619329
28157,2012,-0.1050365
28159,2012,-0.105205018
28161,2012,0.0
28163,2012,0.5653011112
29000,2012,1.076226447
29001,2012,3.2338502299
29003,2012,-0.115908432
29005,2012,0.0
29007,2012,0.0391765098
29009,2012,1.0469722694
29011,2012,0.0811820101
29013,2012,0.1191149757
29015,2012,0.0
29017,2012,0.0
29019,2012,3.1516367022
29021,2012,2.1262621203
29023,2012,-0.116311529
29025,2012,0.0
29027,2012,0.834244614
29029,2012,0.5226025608
29031,2012,1.4837471122
29033,2012,0.3273143855
29035,2012,-0.158667196
29037,2012,0.2494599193
29039,2012,0.0
29041,2012,0.2595548634
29043,2012,-0.214772562
29045,2012,0.1429592566
29047,2012,0.8170981092
29049,2012,-0.290993744
29051,2012,1.0590173365
29053,2012,0.056994671
29055,2012,0.0
29057,2012,0.0
29059,2012,-0.419400258
29061,2012,0.1205254911
29063,2012,-0.156311059
29065,2012,0.3197033153
29067,2012,-0.441079174
29069,2012,-0.187937542
29071,2012,0.0197095793
29073,2012,-0.066715591
29075,2012,0.2942907593
29077,2012,0.6847191128
29079,2012,0.6801729583
29081,2012,-0.227156568
29083,2012,-0.044966051
29085,2012,0.1049428062
29087,2012,0.0
29089,2012,0.587803086
29091,2012,0.2465452842
29093,2012,0.4724111867
29095,2012,0.9416321131
29097,2012,0.9954426041
29099,2012,0.1592911091
29101,2012,4.9524767038
29103,2012,0.0
29105,2012,-0.168657765
29107,2012,-0.060367335
29109,2012,-0.130066074
29111,2012,0.2949997542
29113,2012,0.1693065954
29115,2012,0.0
29117,2012,0.3320383836
29119,2012,1.0031183898
29121,2012,0.1288286257
29123,2012,1.2180762516
29125,2012,0.5496619579
29127,2012,0.1390530487
29129,2012,0.0
29131,2012,-0.162271805
29133,2012,-0.631401712
29135,2012,0.6374501992
29137,2012,0.0
29139,2012,0.413787396
29141,2012,-0.049431537
29143,2012,-0.053712905
29145,2012,0.1535836177
29147,2012,0.8126603935
29149,2012,-0.636074512
29151,2012,0.1441233696
29153,2012,-0.51975052
29155,2012,-0.386100386
29157,2012,0.0
29159,2012,0.6393634781
29161,2012,3.116848667
29163,2012,-0.053744659
29165,2012,1.5953581634
29167,2012,0.1284439021
29169,2012,14.685498071
29171,2012,-0.201592581
29173,2012,0.0
29175,2012,0.1185395922
29177,2012,0.0
29179,2012,0.0
29181,2012,-0.142005112
29183,2012,1.086167964
29185,2012,-0.416233091
29186,2012,1.9964507542
29187,2012,0.0304430221
29189,2012,1.4634139027
29195,2012,1.3205537806
29197,2012,-0.227894257
29199,2012,-0.618556701
29201,2012,0.3575624457
29203,2012,0.0
29205,2012,0.0
29207,2012,0.0
29209,2012,0.0937338895
29211,2012,3.3285422498
29213,2012,0.5305391604
29215,2012,0.0386705079
29217,2012,1.3804922169
29219,2012,-0.3979064
29221,2012,0.0
29223,2012,-0.223605262
29225,2012,-0.082309043
29227,2012,0.0
29229,2012,-0.215470804
29510,2012,2.4140522262
30000,2012,0.3258209614
30001,2012,0.1077063924
30003,2012,0.0
30005,2012,4.0739343644
30007,2012,-1.044841097
30009,2012,1.0874938211
30011,2012,0.0
30013,2012,2.6448547779
30015,2012,0.6811989101
30017,2012,-0.424520292
30019,2012,0.0
30021,2012,-0.876376184
30023,2012,-0.432549338
30025,2012,0.0
30027,2012,0.0
30029,2012,-0.273422761
30031,2012,0.4131669793
30033,2012,0.0
30035,2012,0.2202319777
30037,2012,0.0
30039,2012,0.3267439961
30041,2012,0.7319304666
30043,2012,0.2643987133
30045,2012,0.0
30047,2012,0.8622324924
30049,2012,0.2635495473
30051,2012,0.4191114837
30053,2012,-0.204551266
30055,2012,0.0
30057,2012,-0.261318351
30059,2012,0.5314908318
30061,2012,-0.239578342
30063,2012,0.1536466218
30065,2012,-0.423773705
30067,2012,-0.128617363
30069,2012,0.0
30071,2012,2.6483688456
30073,2012,0.8101758082
30075,2012,0.0
30077,2012,0.0
30079,2012,1.7528483786
30081,2012,-0.024704778
30083,2012,-0.860256165
30085,2012,0.0
30087,2012,-0.107123728
30089,2012,0.2634467618
30091,2012,0.0
30093,2012,0.2032549834
30095,2012,0.0
30097,2012,0.0
30099,2012,-0.165057357
30101,2012,-0.192845434
30103,2012,0.0
30105,2012,-0.267379679
30107,2012,0.0
30109,2012,0.0
30111,2012,-0.03317773
31000,2012,1.7157668907
31001,2012,-0.095924795
31003,2012,0.3036975173
31005,2012,0.0
31007,2012,2.9873039582
31009,2012,0.0
31011,2012,0.0
31013,2012,0.0886524823
31015,2012,0.4832085045
31017,2012,0.0
31019,2012,2.4348672997
31021,2012,0.1485442662
31023,2012,0.1211533802
31025,2012,0.1588467724
31027,2012,0.0
31029,2012,-0.500125031
31031,2012,-0.348979236
31033,2012,-0.199381916
31035,2012,0.0
31037,2012,2.7464722038
31039,2012,1.538546074
31041,2012,-0.183933416
31043,2012,0.626128838
31045,2012,0.9816753927
31047,2012,1.9504907352
31049,2012,0.0
31051,2012,0.1682651859
31053,2012,0.2176278564
31055,2012,2.1650889829
31057,2012,-1.011378003
31059,2012,0.1733102253
31061,2012,0.0
31063,2012,0.3681207436
31065,2012,0.0
31067,2012,-0.045911574
31069,2012,0.0
31071,2012,0.0
31073,2012,0.0
31075,2012,0.0
31077,2012,0.0
31079,2012,3.679329693
31081,2012,0.0
31083,2012,0.2920987294
31085,2012,0.0
31087,2012,0.3490401396
31089,2012,0.2881982804
31091,2012,0.0
31093,2012,0.1588183912
31095,2012,0.2651640703
31097,2012,0.0
31099,2012,-0.306396017
31101,2012,-0.364387222
31103,2012,1.2376237624
31105,2012,0.5256241787
31107,2012,0.4664995043
31109,2012,2.8010868354
31111,2012,0.527755788
31113,2012,0.0
31115,2012,0.0
31117,2012,0.0
31119,2012,1.2555465194
31121,2012,0.0
31123,2012,0.0
31125,2012,0.0
31127,2012,-0.138985407
31129,2012,0.2253013405
31131,2012,2.2271714922
31133,2012,0.0
31135,2012,0.0
31137,2012,0.3269398431
31139,2012,0.1390723872
31141,2012,1.0432487995
31143,2012,0.3772873043
31145,2012,-0.181052822
31147,2012,-0.120300752
31149,2012,0.0
31151,2012,3.8967364832
31153,2012,3.0892783153
31155,2012,0.4803304674
31157,2012,0.0
31159,2012,0.2976013333
31161,2012,0.1871432582
31163,2012,0.0
31165,2012,0.0
31167,2012,0.6521561914
31169,2012,0.0
31171,2012,2.8591851322
31173,2012,0.0
31175,2012,0.0
31177,2012,0.1003336093
31179,2012,2.110817942
31181,2012,-0.266987051
31183,2012,0.0
31185,2012,0.2172338885
32000,2012,1.230774644
32001,2012,4.0542200745
32003,2012,1.6531899961
32005,2012,-0.255642782
32007,2012,-0.438199002
32009,2012,-1.281229981
32011,2012,-0.504032258
32013,2012,-0.533966182
32015,2012,0.51024747
32017,2012,-0.187969925
32019,2012,-0.547110086
32021,2012,3.0156165859
32023,2012,-0.342618289
32027,2012,-0.299378789
32029,2012,-0.258297817
32031,2012,0.2889474092
32033,2012,-0.397042037
32510,2012,-0.935882849
33000,2012,2.4511861517
33001,2012,1.2254394608
33003,2012,0.7129825739
33005,2012,0.6500471284
33007,2012,0.3721795766
33009,2012,4.0135723589
33011,2012,4.1629600628
33013,2012,2.6124937069
33015,2012,1.0128677955
33017,2012,2.4427382775
33019,2012,0.9915716411
34000,2012,3.1230586623
34001,2012,3.2699135184
34003,2012,3.2730771356
34005,2012,1.6098429126
34007,2012,1.7223719913
34009,2012,1.6915557124
34011,2012,1.3313077073
34013,2012,4.2658476239
34015,2012,0.5936244049
34017,2012,8.973930301
34019,2012,0.6143570517
34021,2012,3.7938287777
34023,2012,4.9824354467
34025,2012,0.6031382285
34027,2012,2.2293752499
34029,2012,0.2381757806
34031,2012,4.0285174539
34033,2012,-0.015233685
34035,2012,2.6956074755
34037,2012,0.298157522
34039,2012,3.9689685391
34041,2012,1.0569991423
35000,2012,1.7515408161
35001,2012,2.1772485709
35003,2012,-0.272071827
35005,2012,0.0608434422
35006,2012,1.2384577558
35007,2012,0.8189398451
35009,2012,8.0298136646
35011,2012,0.5054334091
35013,2012,0.9495387954
35015,2012,0.9401874844
35017,2012,0.716686859
35019,2012,-0.217013889
35021,2012,0.0
35023,2012,0.0
35025,2012,1.4602092967
35027,2012,-0.39408867
35028,2012,4.7171104956
35029,2012,-0.95948188
35031,2012,0.4423035723
35033,2012,-0.422609614
35035,2012,8.934395146
35037,2012,-0.11202599
35039,2012,1.0939966931
35041,2012,0.8834789438
35043,2012,0.177971569
35045,2012,0.146454077
35047,2012,2.4981606009
35049,2012,2.3584180142
35051,2012,-0.25128785
35053,2012,1.6453900709
35055,2012,1.127206812
35057,2012,3.0672964849
35059,2012,0.0
35061,2012,0.7284600225
36000,2012,4.5857700313
36001,2012,3.2638669286
36003,2012,1.0720544274
36005,2012,9.745691357
36007,2012,2.230987614
36009,2012,0.376972035
36011,2012,0.7537783138
36013,2012,1.3831103535
36015,2012,0.6403199353
36017,2012,0.179883076
36019,2012,1.1869654067
36021,2012,0.6401177817
36023,2012,0.1829212524
36025,2012,0.4008481102
36027,2012,1.9221851078
36029,2012,2.8156014761
36031,2012,1.4076216313
36033,2012,0.793527909
36035,2012,0.3092117828
36037,2012,0.7695396146
36039,2012,1.0878042773
36041,2012,0.0
36043,2012,0.4198642439
36045,2012,9.4963170257
36047,2012,6.7242522264
36049,2012,1.4385039559
36051,2012,1.079871958
36053,2012,0.2752906036
36055,2012,2.882012188
36057,2012,1.8648486064
36059,2012,2.4281865497
36061,2012,7.5880111528
36063,2012,0.7109136867
36065,2012,2.6026586436
36067,2012,3.036450242
36069,2012,0.9852216749
36071,2012,1.4362205735
36073,2012,0.6114841426
36075,2012,0.4189961346
36077,2012,0.436476503
36079,2012,1.0729398552
36081,2012,8.7218599096
36083,2012,1.8995316996
36085,2012,1.951924047
36087,2012,3.5090603305
36089,2012,1.593717725
36091,2012,1.8575544304
36093,2012,2.065315606
36095,2012,0.7423790154
36097,2012,0.7043970632
36099,2012,0.4521817771
36101,2012,0.4139887819
36103,2012,2.2237250298
36105,2012,2.0391729011
36107,2012,-0.197720285
36109,2012,8.262159797
36111,2012,1.5330259955
36113,2012,0.2592392092
36115,2012,0.1268894634
36117,2012,0.5797568242
36119,2012,3.6161551523
36121,2012,0.2633185316
36123,2012,0.3543934949
37000,2012,2.2188823165
37001,2012,0.3922119775
37003,2012,0.1081841294
37005,2012,0.0910788287
37007,2012,0.1514549138
37009,2012,0.6306807642
37011,2012,0.3391650886
37013,2012,-0.147204172
37015,2012,0.241826272
37017,2012,0.3156973324
37019,2012,0.1350147166
37021,2012,0.1980087743
37023,2012,0.9195860755
37025,2012,0.62377741
37027,2012,0.1701796611
37029,2012,1.1983821841
37031,2012,2.1303666006
37033,2012,0.3441008215
37035,2012,1.0027429873
37037,2012,0.2487639541
37039,2012,0.03689084
37041,2012,1.4236322961
37043,2012,-0.093720712
37045,2012,0.4826477852
37047,2012,0.190907592
37049,2012,6.490601951
37051,2012,8.9509574739
37053,2012,-0.125179946
37055,2012,0.2626241994
37057,2012,0.3865469394
37059,2012,0.338917401
37061,2012,1.6348544221
37063,2012,4.6779275493
37065,2012,0.0895054822
37067,2012,1.2666368965
37069,2012,0.3923139165
37071,2012,0.6220029943
37073,2012,0.2506998705
37075,2012,0.0
37077,2012,0.1390578828
37079,2012,-0.093665847
37081,2012,2.7544860854
37083,2012,0.2596294717
37085,2012,3.4385331135
37087,2012,-0.426017756
37089,2012,-0.139445379
37091,2012,1.1354880571
37093,2012,5.1825394443
37095,2012,1.3928789066
37097,2012,1.4148597343
37099,2012,1.6073989812
37101,2012,0.2479608107
37103,2012,1.192191148
37105,2012,0.8830696861
37107,2012,0.2193630036
37109,2012,-0.050946977
37111,2012,0.2220939013
37113,2012,0.3249966762
37115,2012,-0.095861193
37117,2012,-0.083279549
37119,2012,4.0776896162
37121,2012,0.3910578114
37123,2012,-0.253494604
37125,2012,1.0922079876
37127,2012,0.157128117
37129,2012,1.0843086087
37131,2012,0.1851808986
37133,2012,15.982069417
37135,2012,4.84151378
37137,2012,0.6092220995
37139,2012,2.7280392838
37141,2012,0.1309769948
37143,2012,0.1476832195
37145,2012,-0.177902027
37147,2012,1.1053870164
37149,2012,-0.246688211
37151,2012,0.1830161054
37153,2012,0.1075153209
37155,2012,0.3547081971
37157,2012,0.2043285388
37159,2012,0.1089656976
37161,2012,0.2971083926
37163,2012,1.1318797063
37165,2012,0.5527304886
37167,2012,0.2810103147
37169,2012,0.0213053807
37171,2012,-0.068124068
37173,2012,0.0
37175,2012,-0.213278084
37177,2012,0.0
37179,2012,0.3293321096
37181,2012,-0.442570894
37183,2012,3.7110939912
37185,2012,0.6704659739
37187,2012,0.7040600798
37189,2012,0.2121749865
37191,2012,3.5559560252
37193,2012,0.0580324111
37195,2012,0.8858758174
37197,2012,-0.261485762
37199,2012,0.0566347624
38000,2012,1.6330051695
38001,2012,1.2919896641
38003,2012,0.4521000045
38005,2012,0.1485994502
38007,2012,6.8065796937
38009,2012,0.7630675315
38011,2012,0.0
38013,2012,-0.471253534
38015,2012,-0.070987855
38017,2012,2.9866405765
38019,2012,0.0
38021,2012,0.0
38023,2012,2.2773855614
38025,2012,1.8224420724
38027,2012,0.4258943782
38029,2012,0.2866972477
38031,2012,0.5949724825
38033,2012,0.0
38035,2012,3.0841205042
38037,2012,1.2741558717
38039,2012,0.0
38041,2012,0.0
38043,2012,0.0
38045,2012,0.0
38047,2012,0.5111167902
38049,2012,0.3539509778
38051,2012,1.0893246187
38053,2012,-0.266862366
38055,2012,0.6498429546
38057,2012,0.4733727811
38059,2012,-0.179198624
38061,2012,-0.118750742
38063,2012,0.0
38065,2012,0.0
38067,2012,1.235076163
38069,2012,0.0
38071,2012,0.8655385814
38073,2012,0.1834525775
38075,2012,0.0
38077,2012,-0.246237188
38079,2012,0.0
38081,2012,0.0
38083,2012,0.0
38085,2012,0.233535731
38087,2012,0.0
38089,2012,0.9215351239
38091,2012,0.0
38093,2012,0.0
38095,2012,0.0
38097,2012,0.2478621886
38099,2012,0.997777677
38101,2012,5.9501673485
38103,2012,0.948654097
38105,2012,-0.821258873
39000,2012,1.5072583357
39001,2012,0.0704820975
39003,2012,0.3219209211
39005,2012,1.6715027561
39007,2012,0.4569453205
39009,2012,4.1792287704
39011,2012,0.7212247708
39013,2012,-0.18593874
39015,2012,-0.157462603
39017,2012,1.6687526074
39019,2012,0.0
39021,2012,0.5289872413
39023,2012,0.2909281335
39025,2012,0.4870138021
39027,2012,0.2627430373
39029,2012,0.0840968235
39031,2012,0.1898202131
39033,2012,0.0929303255
39035,2012,2.2969228094
39037,2012,0.0570515746
39039,2012,0.8736766369
39041,2012,1.601503634
39043,2012,0.574731411
39045,2012,1.0323457
39047,2012,0.2776139085
39049,2012,4.4263386901
39051,2012,0.0944588101
39053,2012,0.7429300515
39055,2012,0.3314391408
39057,2012,3.4400627019
39059,2012,0.1002682175
39061,2012,2.1284200848
39063,2012,1.2236401966
39065,2012,0.5990100571
39067,2012,0.0635445129
39069,2012,0.1791280049
39071,2012,0.0926547914
39073,2012,0.1701548409
39075,2012,-0.046554393
39077,2012,0.3709323891
39079,2012,-0.060612489
39081,2012,-0.247141518
39083,2012,0.0491613886
39085,2012,0.8312443423
39087,2012,-0.578030042
39089,2012,0.7886411772
39091,2012,0.2636406578
39093,2012,1.5672994403
39095,2012,0.890297131
39097,2012,1.2078276523
39099,2012,0.9301047425
39101,2012,-0.10536139
39103,2012,0.4551648244
39105,2012,-0.084709869
39107,2012,0.2702038811
39109,2012,0.6320866639
39111,2012,0.0686931135
39113,2012,1.8505143644
39115,2012,0.0
39117,2012,0.1435873873
39119,2012,0.4766416527
39121,2012,0.407761052
39123,2012,0.1695695356
39125,2012,0.2589533107
39127,2012,0.0276946937
39129,2012,0.2317600392
39131,2012,0.2110817942
39133,2012,2.1283309307
39135,2012,0.5489391155
39137,2012,0.4665267087
39139,2012,0.1464742429
39141,2012,0.2452847239
39143,2012,0.198222604
39145,2012,0.3287165515
39147,2012,0.763575665
39149,2012,1.097360239
39151,2012,0.4003191878
39153,2012,1.5877255323
39155,2012,-0.004807403
39157,2012,0.5949290412
39159,2012,0.9632546675
39161,2012,0.174638934
39163,2012,-0.075185143
39165,2012,1.7847895243
39167,2012,-0.032506054
39169,2012,0.9491549038
39171,2012,-0.159776313
39173,2012,1.275684898
39175,2012,-0.265557228
40000,2012,1.7083831053
40001,2012,0.1772460397
40003,2012,-0.176740898
40005,2012,0.2836980035
40007,2012,0.3563791875
40009,2012,-0.484816431
40011,2012,1.6417833872
40013,2012,0.6468529449
40015,2012,0.4719366257
40017,2012,0.4382030368
40019,2012,0.2289520241
40021,2012,0.250807286
40023,2012,0.1969925799
40025,2012,0.0
40027,2012,2.3853968278
40029,2012,0.0
40031,2012,6.808887974
40033,2012,0.6482982172
40035,2012,0.2016942315
40037,2012,0.4667246537
40039,2012,1.3123825063
40041,2012,0.2638838911
40043,2012,0.2082899396
40045,2012,0.4926108374
40047,2012,4.2238994123
40049,2012,0.9851677522
40051,2012,0.9264774006
40053,2012,0.0
40055,2012,-0.327895729
40057,2012,1.7099863201
40059,2012,7.2737068966
40061,2012,0.5473239767
40063,2012,0.3647904279
40065,2012,4.4826014284
40067,2012,0.3126709919
40069,2012,0.2722446572
40071,2012,0.0437010412
40073,2012,0.0662646611
40075,2012,0.7452754858
40077,2012,0.0901266279
40079,2012,1.0907612522
40081,2012,0.0
40083,2012,-0.233598468
40085,2012,0.6329447756
40087,2012,0.5369051656
40089,2012,0.0600114022
40091,2012,0.0494266509
