FIPStxt,year,rate_natural_increase_population
2240,2016,8.1937230229
2261,2016,7.084205442
2275,2016,1.6164881794
2282,2016,8.0192461909
2290,2016,4.4085231447
4000,2016,4.2009337474
4001,2016,4.3681922566
4003,2016,1.7212659634
4005,2016,5.526740619
4007,2016,-4.457652303
4009,2016,7.4801432593
4011,2016,8.5327783559
4012,2016,-2.724132899
4013,2016,5.7247271578
4015,2016,-6.273384945
4017,2016,5.0623539483
4019,2016,1.8846782275
4021,2016,3.6290405891
4023,2016,7.1012029007
4025,2016,-4.822847905
4027,2016,7.3078536393
5000,2016,2.5060464487
5001,2016,0.7674597084
5003,2016,-0.580158577
5005,2016,-8.216946845
5007,2016,7.3257204832
5009,2016,0.0537793434
5011,2016,-0.455414883
5013,2016,-4.254084888
5015,2016,0.9011769371
5017,2016,-1.737619461
5019,2016,1.0639476892
5021,2016,-4.097006542
5023,2016,-5.897720076
5025,2016,-5.081977131
5027,2016,-0.166178517
5029,2016,-1.10021526
5031,2016,6.2170550742
5033,2016,2.3033495212
5035,2016,6.6717518434
5037,2016,0.4084014002
5039,2016,-3.483153594
5041,2016,-0.083563132
5043,2016,0.3228757467
5045,2016,4.7484668121
5047,2016,-2.881030392
5049,2016,-5.033626274
5051,2016,-2.539572454
5053,2016,-0.776053215
5055,2016,2.1790407728
5057,2016,4.3973978285
5059,2016,-1.314708299
5061,2016,2.0235329386
5063,2016,2.0498435646
5065,2016,-4.670991659
5067,2016,-0.808150778
5069,2016,0.1686826587
5071,2016,4.0979682503
5073,2016,-1.295150381
5075,2016,-3.419829009
5077,2016,-1.0521332
5079,2016,-0.869754294
5081,2016,-3.708481135
5083,2016,0.0
5085,2016,4.2469370364
5087,2016,3.0172549266
5089,2016,-5.338897242
5091,2016,1.6684760871
5093,2016,3.6015652957
5095,2016,-3.820700007
5097,2016,-6.123698714
5099,2016,-0.829089186
5101,2016,-1.529246846
5103,2016,-2.731279356
5105,2016,-1.748166853
5107,2016,1.8654782879
5109,2016,-0.092323316
5111,2016,-0.375187594
5113,2016,-1.487394333
5115,2016,4.1253284185
5117,2016,-4.833544801
5119,2016,4.6945198019
5121,2016,-2.12149881
5123,2016,3.1699309408
5125,2016,2.3499653914
5127,2016,-1.6273393
5129,2016,-3.923305701
5131,2016,2.9438316913
5133,2016,6.4265474834
5135,2016,-4.790773325
5137,2016,-3.213496686
5139,2016,1.0004376915
5141,2016,-5.078113332
5143,2016,7.4495049855
5145,2016,1.3432003649
5147,2016,-4.960168345
5149,2016,0.6510416667
6000,2016,5.8970742739
6001,2016,6.0471990767
6003,2016,-4.708097928
6005,2016,-3.867848509
6007,2016,0.2705927756
6009,2016,-3.211979576
6011,2016,7.2553654598
6013,2016,4.1394136111
6015,2016,-0.036648831
6017,2016,0.2266931142
6019,2016,8.9224885142
6021,2016,4.1372115194
6023,2016,1.0980426836
6025,2016,11.077200682
6027,2016,-0.055509298
6029,2016,9.030745859
6031,2016,9.8374779191
6033,2016,-1.935035853
6035,2016,1.226261355
6037,2016,5.9950104808
6039,2016,7.8430862479
6041,2016,1.4267140704
6043,2016,-2.109584355
6045,2016,1.5826414056
6047,2016,8.678211397
6049,2016,-2.553144253
6051,2016,5.7848324515
6053,2016,8.596827086
6055,2016,1.4483390249
6057,2016,-1.568913249
6059,2016,5.7815112635
6061,2016,1.3993381078
6063,2016,-3.127358999
6065,2016,6.0957739875
6067,2016,5.502118209
6069,2016,7.0162890302
6071,2016,7.9993012148
6073,2016,6.7800840421
6075,2016,3.8223787303
6077,2016,6.5233526679
6079,2016,0.957499822
6081,2016,5.6648538352
6083,2016,5.5585070085
6085,2016,6.8203814492
6087,2016,4.0080379778
6089,2016,-0.85181501
6091,2016,-0.673854447
6093,2016,-3.578437031
6095,2016,4.5192584381
6097,2016,1.74405278
6099,2016,6.5363377487
6101,2016,5.3815227406
6103,2016,2.9697261691
6105,2016,-5.940899622
6107,2016,9.2492765136
6109,2016,-4.116031103
6111,2016,4.9636028055
6113,2016,5.2985521344
6115,2016,7.731699296
8000,2016,5.4357489164
8001,2016,8.64622431
8003,2016,3.505806492
8005,2016,6.6302658248
8007,2016,2.3004918293
8009,2016,-7.904022583
8011,2016,-3.583006313
8013,2016,3.1504340059
8014,2016,5.1301958456
8015,2016,-2.86305074
8017,2016,2.1756867011
8019,2016,2.3659730064
8021,2016,1.3651877133
8023,2016,-5.227679186
8025,2016,-4.215156236
8027,2016,-6.207049435
8029,2016,-2.489254717
8031,2016,7.1623059726
8033,2016,0.0
8035,2016,6.5698414749
8037,2016,9.7596074018
8039,2016,3.5752304819
8041,2016,7.6122494821
8043,2016,-3.367003367
8045,2016,8.0011675523
8047,2016,2.0479563103
8049,2016,4.146463802
8051,2016,4.4898210222
8053,2016,0.0
8055,2016,-10.93653728
8057,2016,0.0
8059,2016,2.8953595922
8061,2016,-2.934702861
8063,2016,2.5250931128
8065,2016,4.52368281
8067,2016,3.5817204985
8069,2016,3.7454242013
8071,2016,-3.556693698
8073,2016,-1.081665765
8075,2016,-1.113412163
8077,2016,1.8538357945
8079,2016,4.0
8081,2016,6.3642985853
8083,2016,0.8508992458
8085,2016,0.0244759096
8087,2016,5.5269171494
8089,2016,-2.085162423
8091,2016,0.0
8093,2016,0.7631571223
8095,2016,4.4150110375
8097,2016,5.1232075734
8099,2016,1.6763054228
8101,2016,0.8725364574
8103,2016,2.6328016107
8105,2016,-0.352593768
8107,2016,4.9345458994
8109,2016,4.2637189104
8111,2016,4.347826087
8113,2016,5.1725225509
8115,2016,-2.514142049
8117,2016,7.4261102035
8119,2016,0.6744509548
8121,2016,-2.286902287
8123,2016,8.8181025603
8125,2016,5.1761895282
9000,2016,1.6111062497
9001,2016,3.5134891944
9003,2016,1.7258414315
9005,2016,-1.935053078
9007,2016,-1.174254471
9009,2016,1.235094614
9011,2016,0.7285717206
9013,2016,1.0366594475
9015,2016,0.3525532162
10000,2016,2.7288507454
10001,2016,4.0037967038
10003,2016,3.6083301911
10005,2016,-0.539223932
11000,2016,7.1494951202
11001,2016,7.1494951202
12000,2016,1.5177897278
12001,2016,3.892843554
12003,2016,3.9826933869
12005,2016,2.7333329682
12007,2016,0.1495662579
12009,2016,-3.152404124
12011,2016,4.018303028
12013,2016,-3.340757238
12015,2016,-8.712966322
12017,2016,-10.37122339
12019,2016,2.6071799979
12021,2016,0.3132423914
12023,2016,0.4800453861
12027,2016,2.0583285816
12029,2016,-3.961240782
12031,2016,5.719301226
12033,2016,1.9362612438
12035,2016,-4.644971252
12037,2016,-3.314917127
12039,2016,1.7797842554
12041,2016,0.9714285714
12043,2016,-3.471043199
12045,2016,-4.0636429
12047,2016,1.7497812773
12049,2016,6.4342966395
12051,2016,7.4162830296
12053,2016,-5.622171224
12055,2016,-5.539672961
12057,2016,5.0065815067
12059,2016,-2.637635437
12061,2016,-4.969975853
12063,2016,-2.600404507
12065,2016,-3.134461264
12067,2016,-1.25922958
12069,2016,-2.320976507
12071,2016,-0.227801163
12073,2016,4.4041016471
12075,2016,-3.902414462
12077,2016,1.6757436112
12079,2016,-1.848127412
12081,2016,-1.314503856
12083,2016,-3.99332416
12085,2016,-4.16714455
12086,2016,4.6886689442
12087,2016,-0.455966649
12089,2016,0.4303634039
12091,2016,5.0022749039
12093,2016,1.3643749302
12095,2016,6.7552468335
12097,2016,6.4839223803
12099,2016,0.2845072911
12101,2016,-1.817219197
12103,2016,-3.140119165
12105,2016,1.3208089803
12107,2016,-1.829369699
12109,2016,0.8499750645
12111,2016,-0.106162747
12113,2016,3.254789956
12115,2016,-6.400653517
12117,2016,2.9106576295
12119,2016,-10.93335006
12121,2016,-2.056884277
12123,2016,-0.224951635
12125,2016,-6.097760876
12127,2016,-3.526655141
12129,2016,2.4603737876
12131,2016,2.8796687603
12133,2016,-3.877076276
13000,2016,4.9494302755
13001,2016,1.5196331171
13003,2016,5.7887120116
13005,2016,1.6884386386
13007,2016,-0.940881292
13009,2016,-0.044048982
13011,2016,1.1442271018
13013,2016,6.0271484876
13015,2016,3.9536276481
13017,2016,-0.404530744
13019,2016,1.2635901756
13021,2016,3.008821317
13023,2016,-1.09469075
13025,2016,1.7909475741
13027,2016,-0.700748527
13029,2016,7.3905225751
13031,2016,4.9540464814
13033,2016,2.5202838636
13035,2016,-0.296258676
13037,2016,-2.637089894
13039,2016,8.279835548
13043,2016,-2.209741276
13045,2016,4.329004329
13047,2016,0.7421824709
13049,2016,1.3036309957
13051,2016,5.67376874
13053,2016,14.984114941
13055,2016,-0.160833116
13057,2016,5.7888515354
13059,2016,5.0952645432
13061,2016,-1.973035186
13063,2016,10.064251077
13065,2016,0.8844339623
13067,2016,7.112551522
13069,2016,3.4227836312
13071,2016,3.080477474
13073,2016,6.7168715038
13075,2016,1.3437719093
13077,2016,4.220469276
13079,2016,0.0
13081,2016,2.2239665097
13083,2016,-1.543876984
13085,2016,1.9133873334
13087,2016,2.3823704586
13089,2016,8.9020250656
13091,2016,-0.809600914
13093,2016,-2.079822139
13095,2016,2.7157480402
13097,2016,5.6699439747
13099,2016,-0.096302003
13101,2016,5.0087653393
13103,2016,6.3226085079
13105,2016,-2.08127374
13107,2016,1.1141564721
13109,2016,2.7181554035
13111,2016,-5.376561426
13113,2016,-0.144561549
13115,2016,1.2857468738
13117,2016,5.7443176422
13119,2016,-0.269160891
13121,2016,6.0868060195
13123,2016,0.5384938999
13125,2016,-4.001333778
13127,2016,1.1349381757
13129,2016,3.6730621507
13131,2016,3.7631610553
13133,2016,-0.537538076
13135,2016,8.5109420025
13137,2016,0.2958041322
13139,2016,6.1997301779
13141,2016,-5.46162338
13143,2016,-1.772926371
13145,2016,0.5989099838
13147,2016,-2.122599792
13149,2016,-1.642532959
13151,2016,4.2212618051
13153,2016,5.8482446959
13155,2016,-1.301730216
13157,2016,3.4246841896
13159,2016,2.1857923497
13161,2016,1.6011741944
13163,2016,-0.568325335
13165,2016,-1.016317543
13167,2016,-0.826104915
13169,2016,1.6486889415
13171,2016,0.7625272331
13173,2016,7.0534808445
13175,2016,2.0893789901
13177,2016,4.5924225029
13179,2016,17.370251211
13181,2016,0.7703665661
13183,2016,10.38023869
13185,2016,6.6753915205
13187,2016,0.1913875598
13189,2016,3.4950370474
13191,2016,-1.495300484
13193,2016,-0.809835824
13195,2016,2.4443474465
13197,2016,1.0572066252
13199,2016,-1.420219187
13201,2016,-4.947961099
13205,2016,1.158026011
13207,2016,-0.037304385
13209,2016,0.8925085067
13211,2016,0.4992372764
13213,2016,2.741917057
13215,2016,5.008596656
13217,2016,5.0335173595
13219,2016,2.5830562502
13221,2016,0.6792555359
13223,2016,6.4582349012
13225,2016,0.5570513416
13227,2016,-0.888333224
13229,2016,2.6702968742
13231,2016,-0.61414773
13233,2016,1.7882603127
13235,2016,-3.086011551
13237,2016,-1.027509224
13239,2016,1.3057671382
13241,2016,-4.650024474
13243,2016,-1.817546312
13245,2016,4.4323252355
13247,2016,3.5750334102
13249,2016,3.2748988634
13251,2016,0.1425415152
13253,2016,-5.532015066
13255,2016,0.8413573899
13257,2016,-1.68353464
13259,2016,-4.29929723
13261,2016,0.2291363197
13263,2016,-5.286069652
13265,2016,-9.222256379
13267,2016,0.7096532555
13269,2016,-2.312560857
13271,2016,-0.863850924
13273,2016,-0.67136623
13275,2016,0.9805450939
13277,2016,3.8722407202
13279,2016,3.2429842826
13281,2016,-7.246697009
13283,2016,1.3320506179
13285,2016,2.694683733
13287,2016,0.7534848675
13289,2016,-4.217883827
13291,2016,-5.689072054
13293,2016,-1.10526717
13295,2016,-1.065755665
13297,2016,2.5825431313
13299,2016,1.3244100035
13301,2016,-7.836551917
13303,2016,-0.924956795
13305,2016,1.6160527911
13307,2016,3.4305317324
13309,2016,0.2511616225
13311,2016,-0.419470419
13313,2016,5.3922864352
13315,2016,-3.246571509
13317,2016,-2.941176471
13319,2016,-3.093922652
13321,2016,1.7395085888
15000,2016,5.1908839487
15001,2016,3.1550301681
15003,2016,5.7983232258
15005,2016,0.0
15007,2016,4.1667251224
15009,2016,4.4160435409
16000,2016,5.6182219024
16001,2016,4.7780356255
16003,2016,-2.042900919
16005,2016,6.2300130285
16007,2016,4.2351346773
16009,2016,-3.108175612
16011,2016,7.4138007347
16013,2016,4.7599432468
16015,2016,-1.280409731
16017,2016,-1.214907631
16019,2016,9.9744556623
16021,2016,3.9130434783
16023,2016,1.9462826002
16025,2016,2.7881040892
16027,2016,7.9144379912
16029,2016,4.2647058824
16031,2016,6.8542722125
16033,2016,4.555808656
16035,2016,-5.579773322
16037,2016,-3.684145892
16039,2016,9.5067644285
16041,2016,8.9058039962
16043,2016,4.5090569852
16045,2016,-0.356675782
16047,2016,5.2765227715
16049,2016,-2.643144728
16051,2016,10.444529359
16053,2016,10.128437204
16055,2016,3.1086095256
16057,2016,5.626493333
16059,2016,-2.978117312
16061,2016,-1.047531753
16063,2016,4.5240339303
16065,2016,24.557892959
16067,2016,7.3581365885
16069,2016,-0.44926433
16071,2016,2.34082397
16073,2016,4.7677909235
16075,2016,2.4957309865
16077,2016,7.1577303488
16079,2016,-3.459929192
16081,2016,10.232983097
16083,2016,5.1305520763
16085,2016,2.150012216
16087,2016,-0.401545952
17000,2016,3.9043686311
17001,2016,0.555097142
17003,2016,-3.025489751
17005,2016,-2.347135291
17007,2016,3.1544858095
17009,2016,2.5392083645
17011,2016,-1.495058831
17013,2016,0.2055709734
17015,2016,-2.325740475
17017,2016,1.2541642171
17019,2016,5.1766051766
17021,2016,-2.36906422
17023,2016,-1.323877069
17025,2016,-1.946472019
17027,2016,2.7370323129
17029,2016,0.0769511937
17031,2016,5.2543091755
17033,2016,-1.094091904
17035,2016,1.3807069219
17037,2016,4.3404153163
17039,2016,-0.86630983
17041,2016,4.4487134119
17043,2016,4.9998257247
17045,2016,-4.156938671
17047,2016,1.9927952786
17049,2016,3.0421810098
17051,2016,0.6879787185
17053,2016,-3.348089729
17055,2016,-0.892197099
17057,2016,-4.242407215
17059,2016,-1.734438235
17061,2016,-3.778147197
17063,2016,4.3901470004
17065,2016,-1.338688086
17067,2016,-0.439306993
17069,2016,-7.446016381
17071,2016,-2.881221638
17073,2016,0.4034861201
17075,2016,-2.963747023
17077,2016,4.5107681872
17079,2016,0.6245771092
17081,2016,2.118034673
17083,2016,-1.990634967
17085,2016,-2.91704649
17087,2016,-0.713408109
17089,2016,6.6994750285
17091,2016,1.6425077413
17093,2016,8.4069955904
17095,2016,-2.561420317
17097,2016,4.5798849918
17099,2016,-0.497211098
17101,2016,-4.533341502
17103,2016,-0.753459393
17105,2016,-0.660138629
17107,2016,-1.505560308
17109,2016,-2.02065559
17111,2016,3.6861651682
17113,2016,5.2106952119
17115,2016,1.1229331013
17117,2016,-2.380770365
17119,2016,1.0044447621
17121,2016,-0.732945919
17123,2016,-2.856422751
17125,2016,-4.72074951
17127,2016,-3.723239218
17129,2016,-0.161590046
17131,2016,-3.70039556
17133,2016,2.2763554662
17135,2016,-2.128645735
17137,2016,-1.240891711
17139,2016,-0.068136136
17141,2016,1.1099535572
17143,2016,4.1720050387
17145,2016,-0.605891126
17147,2016,1.5817971649
17149,2016,-1.648856898
17151,2016,-7.081317125
17153,2016,-3.019270047
17155,2016,-1.923581359
17157,2016,-1.563937443
17159,2016,-1.321336437
17161,2016,2.0684655216
17163,2016,3.003531896
17165,2016,-1.395587481
17167,2016,1.7081355625
17169,2016,-3.666878217
17171,2016,0.1968116512
17173,2016,0.5969875092
17175,2016,-4.719978215
17177,2016,-0.987156004
17179,2016,0.991671451
17181,2016,-0.407106924
17183,2016,0.9640755023
17185,2016,1.2086678753
17187,2016,2.4173357507
17189,2016,-0.070321015
17191,2016,2.7829032941
17193,2016,-4.454972952
17195,2016,-0.440936549
17197,2016,5.0676573
17199,2016,0.6969054433
17201,2016,2.6691648654
17203,2016,1.3360225068
18000,2016,3.2366447814
18001,2016,10.096544643
18003,2016,5.3883551808
18005,2016,4.3863668298
18007,2016,2.996945421
18009,2016,-2.709693312
18011,2016,4.1972882688
18013,2016,-4.134711571
18015,2016,1.5554440542
18017,2016,2.5531018872
18019,2016,1.7360583663
18021,2016,1.4827487881
18023,2016,2.105915144
18025,2016,-0.567697985
18027,2016,6.2582595355
18029,2016,0.6876257698
18031,2016,2.8353243611
18033,2016,3.030018321
18035,2016,-0.354327987
18037,2016,4.0109948447
18039,2016,7.2251172422
18041,2016,-3.387650086
18043,2016,2.4014774307
18045,2016,-1.454809965
18047,2016,1.7501640779
18049,2016,0.0988679618
18051,2016,0.8322434907
18053,2016,-1.416346125
18055,2016,-1.144731143
18057,2016,7.4287636346
18059,2016,1.4913324851
18061,2016,1.4900306845
18063,2016,4.0295204808
18065,2016,-2.329896907
18067,2016,-0.327984354
18069,2016,-1.043783992
18071,2016,3.8009832484
18073,2016,2.2427223659
18075,2016,3.4634910092
18077,2016,0.1239791095
18079,2016,1.0814318157
18081,2016,3.5473973551
18083,2016,-0.426138255
18085,2016,3.9166067943
18087,2016,13.122515406
18089,2016,2.0349075975
18091,2016,1.2214044342
18093,2016,-0.570513242
18095,2016,0.2009918173
18097,2016,6.6899033056
18099,2016,2.4218004908
18101,2016,2.2542389493
18103,2016,-0.749510736
18105,2016,2.3241058744
18107,2016,1.9874217126
18109,2016,1.6954997414
18111,2016,0.5721846726
18113,2016,3.9825945866
18115,2016,-2.550586635
18117,2016,-0.102283479
18119,2016,-1.102482983
18121,2016,3.2440721954
18123,2016,0.5223568742
18125,2016,-2.258246633
18127,2016,2.0728236099
18129,2016,1.2487317568
18131,2016,-1.337424278
18133,2016,0.2953218337
18135,2016,1.2338308458
18137,2016,1.6210596797
18139,2016,0.4198278706
18141,2016,3.4706803685
18143,2016,0.0422413247
18145,2016,1.2645365248
18147,2016,-1.215628115
18149,2016,0.4795222215
18151,2016,2.412860839
18153,2016,-1.683339746
18155,2016,3.0110562221
18157,2016,6.3764041219
18159,2016,-1.381033802
18161,2016,-0.558503211
18163,2016,1.6752495653
18165,2016,-4.168537164
18167,2016,1.1424696851
18169,2016,-2.493175327
18171,2016,-1.095223608
18173,2016,1.6676516065
18175,2016,-1.189146337
18177,2016,-1.377224892
18179,2016,2.5845358604
18181,2016,0.7032348805
18183,2016,3.3473303546
19000,2016,3.286454284
19001,2016,-5.93639576
19003,2016,-4.029008864
19005,2016,0.9377817854
19007,2016,-1.11633841
19009,2016,-3.351856752
19011,2016,2.8876921876
19013,2016,4.1982472318
19015,2016,-0.756730169
19017,2016,2.38417554
19019,2016,4.1318389058
19021,2016,5.7003857589
19023,2016,-2.501436636
19025,2016,-2.753416276
19027,2016,1.0781406974
19029,2016,-4.523692841
19031,2016,-0.163925469
19033,2016,-2.091102359
19035,2016,-3.409537964
19037,2016,0.2474737059
19039,2016,1.5129410493
19041,2016,-0.97581801
19043,2016,-0.621697233
19045,2016,0.3164356686
19047,2016,4.0953634635
19049,2016,9.9466881774
19051,2016,4.6429986977
19053,2016,0.8647313156
19055,2016,2.191401632
19057,2016,0.2264521242
19059,2016,-1.524345557
19061,2016,3.7807378637
19063,2016,-0.726028108
19065,2016,-2.35
19067,2016,1.4480435672
19069,2016,-1.073380172
19071,2016,-1.876037232
19073,2016,-1.448871552
19075,2016,-0.89101292
19077,2016,-0.75149124
19079,2016,2.2447430099
19081,2016,0.1825233858
19083,2016,-2.322273506
19085,2016,-1.561114068
19087,2016,1.0585744531
19089,2016,0.3231017771
19091,2016,-1.467043907
19093,2016,-1.29226793
19095,2016,-0.431114122
19097,2016,1.2384220439
19099,2016,1.8506926489
19101,2016,-0.278017181
19103,2016,7.4827577937
19105,2016,-0.097979179
19107,2016,0.7865886633
19109,2016,-0.528715881
19111,2016,-0.490252624
19113,2016,4.7597630515
19115,2016,3.9100684262
19117,2016,-3.262452665
19119,2016,6.4606622179
19121,2016,0.9518974489
19123,2016,1.9326711313
19125,2016,1.5395064523
19127,2016,1.1927392001
19129,2016,2.2715884416
19131,2016,-0.844277674
19133,2016,-7.13800136
19135,2016,-2.284263959
19137,2016,-0.986533813
19139,2016,2.7662838812
19141,2016,-1.220738188
19143,2016,0.3263973888
19145,2016,-2.143483485
19147,2016,-1.870804446
19149,2016,2.7556460792
19151,2016,-2.60473193
19153,2016,7.6722023915
19155,2016,3.1109519406
19157,2016,-1.637688675
19159,2016,-3.613732182
19161,2016,-2.527550298
19163,2016,4.2960370657
19165,2016,-3.497696639
19167,2016,6.3703406124
19169,2016,3.8443850792
19171,2016,0.8137405911
19173,2016,1.4447387431
19175,2016,-2.339653086
19177,2016,-1.238219715
19179,2016,1.1312057239
19181,2016,3.4142950605
19183,2016,3.4785751395
19185,2016,1.7179447134
19187,2016,0.054166046
19189,2016,-3.112473473
19191,2016,0.631497134
19193,2016,5.9460565948
19195,2016,-1.335648457
19197,2016,1.0124610592
20000,2016,4.2526832713
20001,2016,-1.49883643
20003,2016,-0.639877144
20005,2016,0.3049338294
20007,2016,-0.631778456
20009,2016,2.1836889539
20011,2016,0.681268522
20013,2016,3.3076644788
20015,2016,1.7155627121
20017,2016,-3.78214826
20019,2016,-8.299985179
20021,2016,0.2451521169
20023,2016,-1.123385134
20025,2016,-1.929570671
20027,2016,-0.853762654
20029,2016,-2.738525578
20031,2016,-2.525556224
20033,2016,-8.185538881
20035,2016,-0.728270917
20037,2016,1.2534373601
20039,2016,-5.564249696
20041,2016,-1.467428332
20043,2016,0.9028763059
20045,2016,4.5752156197
20047,2016,-2.391527161
20049,2016,-3.933136676
20051,2016,3.9695552372
20053,2016,-2.697556331
20055,2016,12.102710953
20057,2016,11.448230005
20059,2016,1.1766551616
20061,2016,23.086337339
20063,2016,-1.127819549
20065,2016,-6.986221618
20067,2016,9.7408922657
20069,2016,4.4580203088
20071,2016,-4.652966266
20073,2016,-6.318347509
20075,2016,4.2291426374
20077,2016,-4.367575122
20079,2016,-0.172592337
20081,2016,5.6685150955
20083,2016,-0.537634409
20085,2016,2.6360384108
20087,2016,0.6379924504
20089,2016,0.3422899196
20091,2016,6.4390550219
20093,2016,7.6736155519
20095,2016,-5.447419119
20097,2016,6.302934804
20099,2016,-0.586209423
20101,2016,-11.16971765
20103,2016,4.8442863149
20105,2016,-3.537546229
20107,2016,-0.416970708
20109,2016,8.9206066012
20111,2016,3.819434002
20113,2016,-1.64689805
20115,2016,-4.653095139
20117,2016,1.7316899256
20119,2016,2.811292023
20121,2016,1.2484584583
20123,2016,-1.279897608
20125,2016,-1.598913945
20127,2016,-4.648667978
20129,2016,-5.223750653
20131,2016,4.0628251499
20133,2016,0.1851052015
20135,2016,-6.357704534
20137,2016,-0.544118981
20139,2016,-1.894178558
20141,2016,-7.193249412
20143,2016,-4.054396486
20145,2016,-2.669039146
20147,2016,-3.696174459
20149,2016,8.1749700394
20151,2016,1.0387451958
20153,2016,-5.193767479
20155,2016,-0.978072251
20157,2016,-4.493420349
20159,2016,0.1014867813
20161,2016,8.4407017728
20163,2016,-1.165387977
20165,2016,-9.102730819
20167,2016,1.2810476123
20169,2016,2.8264965937
20171,2016,1.8132366274
20173,2016,5.5283520883
20175,2016,12.908815248
20177,2016,2.3358792737
20179,2016,0.4032258065
20181,2016,1.8457924323
20183,2016,-3.267528931
20185,2016,0.7142006904
20187,2016,7.1856287425
20189,2016,4.7194546408
20191,2016,-0.214592275
20193,2016,3.9385084487
20195,2016,-5.556520229
20197,2016,2.4689565028
20199,2016,3.9906883937
20201,2016,2.335609055
20203,2016,-0.930665426
20205,2016,-0.570027931
20207,2016,-3.789673141
20209,2016,8.2930705368
21000,2016,2.022978381
21001,2016,2.134249499
21003,2016,1.3049467147
21005,2016,2.8564303688
21007,2016,-2.705694257
21009,2016,1.786757379
21011,2016,0.3272117469
21013,2016,-2.052259318
21015,2016,5.6973422752
21017,2016,0.2481635894
21019,2016,-0.496935564
21021,2016,-0.033474484
21023,2016,0.7203745948
21025,2016,-3.391107762
21027,2016,1.301268737
21029,2016,2.3179374157
21031,2016,-0.629425649
21033,2016,-0.315183989
21035,2016,-0.180904263
21037,2016,1.3667351842
21039,2016,-1.245459263
21041,2016,0.6574004508
21043,2016,2.1189923826
21045,2016,-0.444106078
21047,2016,13.77777471
21049,2016,1.1187090098
21051,2016,-1.971153846
21053,2016,-0.588725899
21055,2016,-3.169572108
21057,2016,-2.524502525
21059,2016,3.6788845061
21061,2016,-1.495824158
21063,2016,0.6649378283
21065,2016,-3.276631344
21067,2016,5.438554251
21069,2016,0.6882549296
21071,2016,-2.657753795
21073,2016,0.1992786114
21075,2016,-0.642518673
21077,2016,2.6540503116
21079,2016,2.5441614386
21081,2016,4.6328002256
21083,2016,1.1549049889
21085,2016,-0.650954414
21087,2016,-2.828467153
21089,2016,-2.979256578
21091,2016,4.3768716886
21093,2016,4.971018027
21095,2016,-3.669590107
21097,2016,0.6449879065
21099,2016,2.9219198095
21101,2016,0.8859501275
21103,2016,-0.191101061
21105,2016,-2.820262501
21107,2016,-2.073036344
21109,2016,1.198995841
21111,2016,2.590690481
21113,2016,3.7297650633
21115,2016,-2.652981342
21117,2016,4.3467702768
21119,2016,-2.181444886
21121,2016,-1.302910894
21123,2016,-0.497724687
21125,2016,2.4500612515
21127,2016,-0.883280757
21129,2016,-3.445692884
21131,2016,-3.036773428
21133,2016,-2.401327279
21135,2016,-3.826483682
21137,2016,2.5859945817
21139,2016,-4.760101693
21141,2016,2.3210542078
