county_fips,year,unemployment
13251,2008,8.5
13253,2008,7.9
13255,2008,9.1
13257,2008,6.7
13259,2008,8.5
13261,2008,8.3
13263,2008,7.1
13265,2008,8.9
13267,2008,7.2
13269,2008,8.1
13271,2008,11.6
13273,2008,7.1
13275,2008,6.3
13277,2008,7.7
13279,2008,7.7
13281,2008,6.4
13283,2008,9.2
13285,2008,8.8
13287,2008,8.8
13289,2008,7.5
13291,2008,6.3
13293,2008,8.9
13295,2008,7.1
13297,2008,6.9
13299,2008,7.1
13301,2008,11.0
13303,2008,8.5
13305,2008,8.3
13307,2008,5.6
13309,2008,7.6
13311,2008,5.9
13313,2008,8.2
13315,2008,8.9
13317,2008,9.0
13319,2008,7.4
13321,2008,7.2
15000,2008,4.0
15001,2008,5.6
15003,2008,3.6
15007,2008,4.5
15009,2008,4.5
16000,2008,5.0
16001,2008,4.8
16003,2008,10.4
16005,2008,4.6
16007,2008,3.3
16009,2008,9.8
16011,2008,3.9
16013,2008,3.8
16015,2008,5.9
16017,2008,6.5
16019,2008,3.5
16021,2008,8.6
16023,2008,4.2
16025,2008,4.4
16027,2008,6.4
16029,2008,3.6
16031,2008,3.8
16033,2008,3.5
16035,2008,10.7
16037,2008,4.5
16039,2008,5.6
16041,2008,3.3
16043,2008,4.8
16045,2008,7.0
16047,2008,3.4
16049,2008,7.4
16051,2008,3.7
16053,2008,4.2
16055,2008,5.7
16057,2008,4.1
16059,2008,6.7
16061,2008,3.8
16063,2008,5.6
16065,2008,3.5
16067,2008,4.5
16069,2008,4.5
16071,2008,3.4
16073,2008,3.1
16075,2008,5.8
16077,2008,5.2
16079,2008,8.2
16081,2008,2.8
16083,2008,4.0
16085,2008,8.8
16087,2008,5.7
17000,2008,6.5
17001,2008,4.9
17003,2008,9.7
17005,2008,6.8
17007,2008,9.5
17009,2008,3.9
17011,2008,6.2
17013,2008,7.4
17015,2008,6.7
17017,2008,5.4
17019,2008,5.7
17021,2008,6.7
17023,2008,8.0
17025,2008,7.4
17027,2008,6.2
17029,2008,6.2
17031,2008,6.7
17033,2008,6.7
17035,2008,7.3
17037,2008,5.9
17039,2008,6.0
17041,2008,6.0
17043,2008,5.1
17045,2008,7.0
17047,2008,6.5
17049,2008,5.6
17051,2008,8.0
17053,2008,6.2
17055,2008,9.4
17057,2008,6.7
17059,2008,8.2
17061,2008,6.1
17063,2008,7.4
17065,2008,7.0
17067,2008,6.9
17069,2008,9.4
17071,2008,7.3
17073,2008,6.2
17075,2008,6.8
17077,2008,5.7
17079,2008,6.6
17081,2008,6.3
17083,2008,6.5
17085,2008,5.7
17087,2008,8.2
17089,2008,6.2
17091,2008,8.5
17093,2008,6.0
17095,2008,6.6
17097,2008,6.5
17099,2008,7.9
17101,2008,7.5
17103,2008,7.0
17105,2008,6.0
17107,2008,6.7
17109,2008,5.6
17111,2008,6.0
17113,2008,5.0
17115,2008,7.0
17117,2008,7.6
17119,2008,6.6
17121,2008,8.4
17123,2008,5.5
17125,2008,8.0
17127,2008,7.2
17129,2008,5.6
17131,2008,6.8
17133,2008,5.3
17135,2008,8.7
17137,2008,6.2
17139,2008,5.2
17141,2008,7.8
17143,2008,5.9
17145,2008,9.7
17147,2008,5.0
17149,2008,5.9
17151,2008,8.4
17153,2008,9.4
17155,2008,7.1
17157,2008,6.7
17159,2008,6.6
17161,2008,5.6
17163,2008,7.6
17165,2008,8.2
17167,2008,5.7
17169,2008,5.2
17171,2008,6.0
17173,2008,6.6
17175,2008,6.5
17177,2008,6.9
17179,2008,5.3
17181,2008,8.7
17183,2008,7.9
17185,2008,7.4
17187,2008,5.7
17189,2008,6.1
17191,2008,6.4
17193,2008,6.5
17195,2008,6.9
17197,2008,6.3
17199,2008,7.1
17201,2008,8.6
17203,2008,4.3
18000,2008,5.9
18001,2008,7.7
18003,2008,6.0
18005,2008,4.6
18007,2008,5.2
18009,2008,7.6
18011,2008,4.3
18013,2008,5.7
18015,2008,5.9
18017,2008,6.3
18019,2008,5.3
18021,2008,7.1
18023,2008,5.5
18025,2008,7.5
18027,2008,3.8
18029,2008,5.9
18031,2008,6.3
18033,2008,7.3
18035,2008,6.7
18037,2008,3.9
18039,2008,8.6
18041,2008,11.4
18043,2008,5.1
18045,2008,5.3
18047,2008,6.6
18049,2008,6.6
18051,2008,5.2
18053,2008,7.6
18055,2008,6.2
18057,2008,3.8
18059,2008,4.8
18061,2008,5.9
18063,2008,4.3
18065,2008,7.0
18067,2008,7.8
18069,2008,6.7
18071,2008,5.3
18073,2008,5.8
18075,2008,5.8
18077,2008,6.1
18079,2008,7.2
18081,2008,4.7
18083,2008,5.0
18085,2008,6.5
18087,2008,8.6
18089,2008,6.2
18091,2008,6.2
18093,2008,8.3
18095,2008,7.0
18097,2008,5.6
18099,2008,7.3
18101,2008,4.9
18103,2008,7.9
18105,2008,4.5
18107,2008,4.9
18109,2008,5.8
18111,2008,6.3
18113,2008,8.5
18115,2008,6.2
18117,2008,6.4
18119,2008,6.4
18121,2008,6.0
18123,2008,5.2
18125,2008,5.6
18127,2008,4.8
18129,2008,4.9
18131,2008,5.6
18133,2008,6.7
18135,2008,6.9
18137,2008,6.0
18139,2008,6.2
18141,2008,6.6
18143,2008,6.5
18145,2008,5.9
18147,2008,5.1
18149,2008,7.8
18151,2008,7.5
18153,2008,6.7
18155,2008,5.0
18157,2008,4.7
18159,2008,7.2
18161,2008,6.2
18163,2008,5.2
18165,2008,7.3
18167,2008,6.4
18169,2008,7.5
18171,2008,4.1
18173,2008,4.6
18175,2008,6.7
18177,2008,7.1
18179,2008,5.6
18181,2008,5.8
18183,2008,6.4
19000,2008,4.1
19001,2008,4.0
19003,2008,4.2
19005,2008,6.4
19007,2008,5.4
19009,2008,4.5
19011,2008,4.1
19013,2008,4.1
19015,2008,3.6
19017,2008,3.5
19019,2008,4.0
19021,2008,3.6
19023,2008,4.6
19025,2008,3.5
19027,2008,2.8
19029,2008,4.6
19031,2008,3.6
19033,2008,4.7
19035,2008,3.5
19037,2008,4.9
19039,2008,4.6
19041,2008,3.4
19043,2008,5.4
19045,2008,4.2
19047,2008,3.3
19049,2008,3.2
19051,2008,5.0
19053,2008,3.8
19055,2008,3.9
19057,2008,5.8
19059,2008,4.4
19061,2008,4.3
19063,2008,3.9
19065,2008,5.3
19067,2008,5.8
19069,2008,4.4
19071,2008,4.5
19073,2008,3.9
19075,2008,3.6
19077,2008,4.3
19079,2008,3.8
19081,2008,6.3
19083,2008,4.2
19085,2008,4.2
19087,2008,5.3
19089,2008,4.7
19091,2008,3.6
19093,2008,3.8
19095,2008,4.2
19097,2008,5.1
19099,2008,7.6
19101,2008,4.4
19103,2008,3.0
19105,2008,4.4
19107,2008,4.5
19109,2008,3.9
19111,2008,6.5
19113,2008,4.0
19115,2008,4.8
19117,2008,4.1
19119,2008,2.6
19121,2008,4.8
19123,2008,4.5
19125,2008,4.0
19127,2008,5.1
19129,2008,3.6
19131,2008,4.0
19133,2008,5.3
19135,2008,4.4
19137,2008,5.7
19139,2008,4.4
19141,2008,3.3
19143,2008,3.8
19145,2008,4.8
19147,2008,4.2
19149,2008,3.3
19151,2008,3.1
19153,2008,4.0
19155,2008,4.2
19157,2008,4.5
19159,2008,4.5
19161,2008,3.7
19163,2008,4.2
19165,2008,3.0
19167,2008,2.8
19169,2008,3.1
19171,2008,5.3
19173,2008,4.0
19175,2008,4.5
19177,2008,4.8
19179,2008,5.0
19181,2008,3.8
19183,2008,4.0
19185,2008,4.2
19187,2008,4.3
19189,2008,6.4
19191,2008,4.3
19193,2008,3.8
19195,2008,5.2
19197,2008,4.4
20000,2008,4.6
20001,2008,4.5
20003,2008,4.8
20005,2008,4.6
20007,2008,3.3
20009,2008,3.3
20011,2008,4.8
20013,2008,4.3
20015,2008,4.4
20017,2008,4.1
20019,2008,4.5
20021,2008,5.2
20023,2008,3.1
20025,2008,3.1
20027,2008,3.4
20029,2008,3.7
20031,2008,4.7
20033,2008,3.2
20035,2008,4.4
20037,2008,5.3
20039,2008,3.1
20041,2008,4.0
20043,2008,5.5
20045,2008,4.2
20047,2008,2.8
20049,2008,5.6
20051,2008,3.0
20053,2008,3.3
20055,2008,3.5
20057,2008,3.0
20059,2008,5.6
20061,2008,4.7
20063,2008,2.8
20065,2008,3.3
20067,2008,2.9
20069,2008,2.6
20071,2008,3.7
20073,2008,5.3
20075,2008,3.4
20077,2008,3.2
20079,2008,3.9
20081,2008,2.7
20083,2008,3.4
20085,2008,5.7
20087,2008,5.2
20089,2008,3.1
20091,2008,4.6
20093,2008,3.4
20095,2008,3.3
20097,2008,3.4
20099,2008,5.3
20101,2008,3.7
20103,2008,5.8
20105,2008,3.7
20107,2008,6.7
20109,2008,2.8
20111,2008,5.8
20113,2008,3.6
20115,2008,3.7
20117,2008,3.7
20119,2008,2.9
20121,2008,5.1
20123,2008,3.3
20125,2008,5.6
20127,2008,4.8
20129,2008,2.8
20131,2008,3.1
20133,2008,4.9
20135,2008,3.0
20137,2008,3.2
20139,2008,6.0
20141,2008,3.4
20143,2008,3.6
20145,2008,3.2
20147,2008,4.3
20149,2008,3.6
20151,2008,3.4
20153,2008,3.4
20155,2008,4.1
20157,2008,3.1
20159,2008,3.8
20161,2008,3.5
20163,2008,4.6
20165,2008,3.9
20167,2008,3.7
20169,2008,3.8
20171,2008,2.7
20173,2008,4.5
20175,2008,3.1
20177,2008,5.0
20179,2008,2.6
20181,2008,3.1
20183,2008,4.0
20185,2008,3.7
20187,2008,3.3
20189,2008,3.4
20191,2008,4.6
20193,2008,3.1
20195,2008,3.0
20197,2008,4.5
20199,2008,4.7
20201,2008,3.6
20203,2008,3.1
20205,2008,5.6
20207,2008,5.6
20209,2008,8.0
21000,2008,6.5
21001,2008,6.9
21003,2008,7.1
21005,2008,6.5
21007,2008,6.3
21009,2008,6.2
21011,2008,9.0
21013,2008,9.0
21015,2008,5.5
21017,2008,5.9
21019,2008,5.9
21021,2008,6.8
21023,2008,7.3
21025,2008,7.4
21027,2008,7.5
21029,2008,7.0
21031,2008,8.0
21033,2008,6.6
21035,2008,5.9
21037,2008,6.1
21039,2008,6.6
21041,2008,7.5
21043,2008,8.2
21045,2008,6.4
21047,2008,8.4
21049,2008,6.4
21051,2008,10.5
21053,2008,6.5
21055,2008,6.6
21057,2008,7.9
21059,2008,5.8
21061,2008,7.6
21063,2008,8.4
21065,2008,7.8
21067,2008,4.9
21069,2008,7.3
21071,2008,6.8
21073,2008,5.9
21075,2008,7.7
21077,2008,7.1
21079,2008,6.6
21081,2008,7.1
21083,2008,7.0
21085,2008,10.0
21087,2008,7.8
21089,2008,6.3
21091,2008,5.9
21093,2008,6.3
21095,2008,8.9
21097,2008,6.4
21099,2008,6.6
21101,2008,6.2
21103,2008,6.3
21105,2008,7.1
21107,2008,7.4
21109,2008,11.4
21111,2008,6.4
21113,2008,5.6
21115,2008,7.0
21117,2008,6.0
21119,2008,6.8
21121,2008,7.7
21123,2008,6.6
21125,2008,6.7
21127,2008,8.6
21129,2008,7.4
21131,2008,8.3
21133,2008,6.9
21135,2008,9.6
21137,2008,7.5
21139,2008,6.1
21141,2008,6.4
21143,2008,7.7
21145,2008,5.8
21147,2008,9.7
21149,2008,7.2
21151,2008,5.6
21153,2008,10.8
21155,2008,6.5
21157,2008,6.4
21159,2008,7.7
21161,2008,6.0
21163,2008,7.8
21165,2008,10.0
21167,2008,6.3
21169,2008,7.1
21171,2008,8.4
21173,2008,7.4
21175,2008,9.8
21177,2008,8.6
21179,2008,7.4
21181,2008,7.3
21183,2008,6.4
21185,2008,5.7
21187,2008,6.5
21189,2008,8.1
21191,2008,7.8
21193,2008,6.9
21195,2008,5.9
21197,2008,8.7
21199,2008,6.8
21201,2008,6.2
21203,2008,7.4
21205,2008,6.1
21207,2008,7.4
21209,2008,5.5
21211,2008,5.8
21213,2008,6.5
21215,2008,7.4
21217,2008,6.1
21219,2008,7.2
21221,2008,7.8
21223,2008,7.3
21225,2008,6.6
21227,2008,5.4
21229,2008,7.3
21231,2008,8.4
21233,2008,6.4
21235,2008,7.4
21237,2008,9.9
21239,2008,4.8
22000,2008,4.7
22001,2008,4.0
22003,2008,5.9
22005,2008,4.1
22007,2008,5.5
22009,2008,5.7
22011,2008,5.2
22013,2008,6.1
22015,2008,4.2
22017,2008,5.4
22019,2008,4.2
22021,2008,4.9
22023,2008,4.2
22025,2008,6.4
22027,2008,5.9
22029,2008,7.0
22031,2008,6.8
22033,2008,4.4
22035,2008,10.0
22037,2008,5.1
22039,2008,5.1
22041,2008,7.2
22043,2008,5.0
22045,2008,4.1
22047,2008,6.5
22049,2008,4.7
22051,2008,4.2
22053,2008,3.8
22055,2008,3.2
22057,2008,3.3
22059,2008,3.8
22061,2008,5.2
22063,2008,4.1
22065,2008,7.5
22067,2008,8.5
22069,2008,5.8
22071,2008,5.7
22073,2008,4.9
22075,2008,4.5
22077,2008,5.0
22079,2008,4.4
22081,2008,7.4
22083,2008,6.2
22085,2008,4.7
22087,2008,4.3
22089,2008,4.5
22091,2008,8.4
22093,2008,7.1
22095,2008,5.8
22097,2008,5.1
22099,2008,4.0
22101,2008,4.6
22103,2008,3.8
22105,2008,5.4
22107,2008,8.1
22109,2008,3.6
22111,2008,5.2
22113,2008,4.2
22115,2008,4.6
22117,2008,6.2
22119,2008,5.9
22121,2008,4.7
22123,2008,9.9
22125,2008,5.5
22127,2008,5.4
23000,2008,5.3
23001,2008,5.4
23003,2008,6.8
23005,2008,4.1
23007,2008,6.9
23009,2008,5.9
23011,2008,5.2
23013,2008,5.1
23015,2008,5.0
23017,2008,6.8
23019,2008,5.6
23021,2008,8.2
23023,2008,4.7
23025,2008,7.7
23027,2008,6.1
23029,2008,8.3
23031,2008,4.8
24000,2008,4.5
24001,2008,6.0
24003,2008,4.0
24005,2008,4.7
24009,2008,3.7
24011,2008,5.7
24013,2008,3.9
24015,2008,5.4
24017,2008,3.8
24019,2008,7.2
24021,2008,3.9
24023,2008,5.2
24025,2008,4.4
24027,2008,3.3
24029,2008,5.1
24031,2008,3.4
24033,2008,4.6
24035,2008,4.3
24037,2008,3.8
24039,2008,6.8
24041,2008,4.4
24043,2008,5.9
24045,2008,5.5
24047,2008,7.7
24510,2008,6.9
25000,2008,5.3
25001,2008,5.8
25003,2008,5.1
25005,2008,7.0
25007,2008,4.1
25009,2008,5.6
25011,2008,5.0
25013,2008,6.4
25015,2008,4.4
25017,2008,4.3
25019,2008,3.3
25021,2008,4.7
25023,2008,5.6
25025,2008,5.2
25027,2008,5.8
26000,2008,8.2
26001,2008,11.5
26003,2008,9.5
26005,2008,7.4
26007,2008,8.9
26009,2008,9.5
26011,2008,10.4
26013,2008,13.6
26015,2008,6.5
26017,2008,7.6
26019,2008,9.0
26021,2008,7.9
26023,2008,8.4
26025,2008,7.5
26027,2008,6.8
26029,2008,9.7
26031,2008,11.3
26033,2008,9.6
26035,2008,11.6
26037,2008,5.9
26039,2008,9.3
26041,2008,8.4
26043,2008,6.9
26045,2008,6.2
26047,2008,9.9
26049,2008,10.2
26051,2008,10.8
26053,2008,8.5
26055,2008,7.4
26057,2008,9.3
26059,2008,10.3
26061,2008,7.8
26063,2008,8.9
26065,2008,7.0
26067,2008,8.4
26069,2008,10.9
26071,2008,8.4
26073,2008,6.0
26075,2008,8.4
26077,2008,6.2
26079,2008,8.7
26081,2008,6.7
26083,2008,10.8
26085,2008,11.3
26087,2008,9.9
26089,2008,6.1
26091,2008,9.8
26093,2008,6.6
26095,2008,9.2
26097,2008,11.7
26099,2008,8.5
26101,2008,8.8
26103,2008,6.9
26105,2008,8.4
26107,2008,8.6
26109,2008,6.3
26111,2008,6.2
26113,2008,10.4
26115,2008,8.6
26117,2008,11.4
26119,2008,13.9
26121,2008,8.5
26123,2008,9.0
26125,2008,6.9
26127,2008,10.4
26129,2008,9.3
26131,2008,9.2
26133,2008,9.4
26135,2008,12.7
26137,2008,10.1
26139,2008,6.9
26141,2008,13.6
26143,2008,11.0
26145,2008,8.4
26147,2008,10.2
26149,2008,8.6
26151,2008,11.0
26153,2008,11.3
26155,2008,9.8
26157,2008,10.1
26159,2008,8.1
26161,2008,5.7
26163,2008,9.7
26165,2008,10.9
27000,2008,5.4
27001,2008,8.1
27003,2008,5.4
27005,2008,6.7
27007,2008,6.9
27009,2008,6.0
27011,2008,5.5
27013,2008,4.4
27015,2008,6.0
27017,2008,6.6
27019,2008,4.9
27021,2008,8.6
27023,2008,5.2
27025,2008,6.8
27027,2008,3.7
27029,2008,11.4
27031,2008,5.6
27033,2008,5.2
27035,2008,6.9
27037,2008,4.9
27039,2008,5.2
27041,2008,4.9
27043,2008,6.2
27045,2008,6.1
27047,2008,5.7
27049,2008,5.7
27051,2008,7.0
27053,2008,4.9
27055,2008,5.7
27057,2008,7.5
27059,2008,6.9
27061,2008,7.9
27063,2008,4.2
27065,2008,10.2
27067,2008,4.9
27069,2008,5.6
27071,2008,7.7
27073,2008,4.8
27075,2008,5.3
27077,2008,6.0
27079,2008,7.3
27081,2008,5.0
27083,2008,4.4
27085,2008,6.0
27087,2008,7.2
27089,2008,7.8
27091,2008,4.9
27093,2008,6.6
27095,2008,9.0
27097,2008,7.5
27099,2008,4.6
27101,2008,5.1
27103,2008,4.3
27105,2008,4.1
27107,2008,5.6
27109,2008,4.4
27111,2008,6.1
