FIPStxt,year,rate_domestic_migration
13275,2012,-3.635629166
13277,2012,-9.962973789
13279,2012,-4.010080386
13281,2012,6.148607104
13283,2012,-8.962021597
13285,2012,5.3564464981
13287,2012,-60.85706068
13289,2012,-35.67524023
13291,2012,8.8304368248
13293,2012,-13.2380988
13295,2012,-5.478933065
13297,2012,-0.907992099
13299,2012,-13.19162498
13301,2012,-25.48792443
13303,2012,-11.87767906
13305,2012,-2.375688785
13307,2012,-1.44691626
13309,2012,-16.98725956
13311,2012,8.2141494176
13313,2012,-5.945557347
13315,2012,-18.88027938
13317,2012,-12.60152597
13319,2012,7.3015873016
13321,2012,-8.865868738
15000,2012,-2.206815607
15001,2012,2.4346162024
15003,2012,-3.788560296
15005,2012,0.0
15007,2012,-0.322205054
15009,2012,1.1905327317
16000,2012,-0.451681128
16001,2012,11.173598116
16003,2012,-20.28140449
16005,2012,-7.288107243
16007,2012,-12.99797434
16009,2012,-5.136892726
16011,2012,-17.22044134
16013,2012,-6.728263445
16015,2012,-27.58420441
16017,2012,-9.762230522
16019,2012,-0.969060623
16021,2012,-4.066543438
16023,2012,-27.89200787
16025,2012,-32.72727273
16027,2012,3.2719793917
16029,2012,-13.95519647
16031,2012,-5.607194462
16033,2012,-99.02067465
16035,2012,-1.047242262
16037,2012,1.1558021267
16039,2012,-18.89235926
16041,2012,-9.293970634
16043,2012,-19.94247363
16045,2012,-7.022387612
16047,2012,-13.85394543
16049,2012,-0.364675135
16051,2012,-1.586282434
16053,2012,-12.94957648
16055,2012,5.2505865393
16057,2012,-0.684669976
16059,2012,-24.88256951
16061,2012,3.4093889326
16063,2012,13.276890514
16065,2012,-31.49397909
16067,2012,-13.03302857
16069,2012,1.9761343771
16071,2012,-7.093875621
16073,2012,-2.721088435
16075,2012,1.194109062
16077,2012,-6.918641896
16079,2012,9.1464616598
16081,2012,-20.21098294
16083,2012,-3.587615704
16085,2012,-12.1009806
16087,2012,-7.33908559
17000,2012,-5.505716435
17001,2012,-1.280238184
